,Question,Answer
10,"1 Planning (15 marks)  
Defining the problem (3 marks)  
P1 A is the independent variable or vary A. [1]  
P2 R is the dependent variable or determine R for different A. [1]  
P3 Keep the temperature (of glass) constant. Do not allow “controlled variable”. [1]  

Methods of data collection (5 marks)  
M1 Basic circuit diagram. [1]  
Ammeter and voltmeter with power supply, or  
ohmmeter without power supply, or  
bridge methods.  
M2 Correct orientation of glass between electrodes – largest cross-sectional area. [1]  
M3 Distance (thickness) measured using a micrometer/vernier scale/vernier callipers. [1]  
M4 Method of determining area perpendicular to current flow. [1]  
Distances measured and multiplied together.  
This mark may only be scored if correct dimensions are used.  
M5 Method of determining resistance. [1]  
Ohmmeter.  
\( R = \frac{V}{I} \) justified.  
Description of balancing bridge with correct equation.  

Method of analysis (2 marks)  
A1 A2  
R against \(1/A\), \( \rho = \frac{\text{gradient}}{l} \)  
R against \(l/A\), \( \rho = \text{gradient} \)  
\(1/A\) against R or \(1/R\) against A, \( \rho = \frac{1}{\text{gradient} \times l} \)  
\(l/A\) against R or \(l/R\) against A, \( \rho = \frac{1}{\text{gradient}} \)  
\(\lg R\) against \(\lg A\), \( \rho = 10l \times \text{y-intercept} \)  
[2]  

Safety considerations (1 mark)  
S1 Relevant safety precaution: [1]  
EHT power supply (\(>100\ \text{V}\)) – switch off before changing circuit/use rubber gloves;  
or handling glass – wear thick gloves.  

Additional detail (4 marks)  
D1/2/3/4 Relevant points: [4]  
Calculation of typical resistance using given resistivity.  
Range of ammeter/ohmmeter with reasoning.  
Use of EHT/power supply \(>1000\ \text{V}\) or microammeter/galvanometer.  
Take multiple thickness readings and average.  
Good contact using metal plates/foil/conducting putty.  
Metal plates cover entire cross-sectional area.  
Securing contact with clamps/weights.  
Clean/dry glass.","1 A student wishes to measure the resistivity of glass. A teacher suggests that its resistivity is of the order of \(10^6 \ \Omega\ \text{m}\) which is very large.

Resistivity \(\rho\) is defined by the equation  
\[
\rho = \frac{RA}{l}
\]  
where \(R\) is resistance, \(A\) is cross-sectional area and \(l\) is the length of the material.  

The student is given a number of sheets of glass of the same thickness and of different areas.  

Design a laboratory experiment to determine the resistivity of glass. You should draw a diagram showing the arrangement of your equipment. In your account you should pay particular attention to  
(a) the procedure to be followed,  
(b) how the glass would be connected to the circuit,  
(c) the measurements that would be taken,  
(d) the control of variables,  
(e) how the data would be analysed,  
(f) any safety precautions that you would take.  

Diagram"
11,"1 Planning (15 marks)  
**Defining the problem (3 marks)**  
P1 Vary \( l \) or \( l \) is the independent variable  
P2 Determine the period \( T \) (for each \( l \)) or \( T \) is the dependent variable  
P3 \( M \) is kept constant  

**Methods of data collection (5 marks)**  
M1 Diagram showing the cantilever is fixed (e.g. g-clamp & bench, retort stand & clamp)  
M2 Many oscillations repeated to determine average \( T \) (\( n \geq 10 \) or \( t \geq 10 \, \text{s} \) for stopwatch)  
M3 Weigh \( M \) using balance  
M4 Measure \( w \), \( d \), and \( l \)  
M5 Use vernier caliper/micrometer to measure \( d \) and/or \( w \)  

**Method of analysis (2 marks)**  
A1 Plot \( T^2 \) against \( l^3 \) or \( \lg T \) against \( \lg l \)  
A2 \( E = \frac{16\pi^2 M}{w d^3 \times \text{gradient}} \) or logarithmic solutions  

**Safety considerations (1 mark)**  
S1 Safety precaution related to loads (e.g. cushion/sand to prevent falling)  

**Additional detail (4 marks)**  
1. Use same rule (keep \( w \), \( d \) constant)  
2. Repeat measurements of \( d \), \( w \); average  
3. Use motion sensor/light gates with detail  
4. Small amplitude oscillations (ensure equation validity)  
5. Secure load with tape/glue  
6. Load magnitude: large enough for measurable \( T \)  
7. Use fiducial marker for timing  
8. Start timing after oscillations settle  

[Total: 15]","1 A student wishes to determine the Young modulus \(E\) of wood from the period of oscillation of a loaded wooden rule, as shown in Fig. 1.1.

fixed end  
load  
\(l\)  

Fig. 1.1  

An equation relating the period of oscillation \(T\) to the overhanging length \(l\) of the rule is  
\[
T^2 = \frac{k l^3}{E}.
\]  
The constant \(k\) is given by  
\[
k = \frac{16\pi^2 M}{w d^3}
\]  
where \(M\) is the mass of the load, \(w\) is the width of the rule and \(d\) is the thickness of the rule.  

Design a laboratory experiment to determine the Young modulus of wood. You should draw a diagram showing the arrangement of your equipment. In your account, you should pay particular attention to  
(a) the procedure to be followed,  
(b) the measurements to be taken,  
(c) the control of variables,  
(d) how to analyse the data,  
(e) how to determine \(E\),  
(f) the safety precautions to be taken."
12,"1 Planning (15 marks)  
**Defining the problem (3 marks)**  
P1 Vary \(v\) and measure \(d\), or \(v\) is the independent variable and \(d\) is the dependent variable [1]  
P2 Keep mass constant [1]  
P3 Keep the wood constant/keep same type of nails [1]  

**Methods of data collection (5 marks)**  
M1 Diagram of apparatus showing mass falling onto centre of nail [1]  
M2 Change height of falling mass (to change \(v\)) [1]  
M3 Measurement(s) from which \(v\) can be determined, e.g. measure height fallen; light gate(s) connected to timer/data-logger measuring time, and ticker tape/motion sensor. Do not award stopwatch methods. [1]  
M4 Appropriate equation to determine \(v\) (the velocity of the mass at the instant it hits the nail) [1]  
M5 Detail on measuring \(d\); subtract, needle, mark nail, depth gauge [1]  

**Method of analysis (2 marks)**  
A1 Plot a graph of \(\log d\) against \(\log v\) [1]  
A2 \(n = \text{gradient}\) [1]  

**Safety considerations (1 mark)**  
S1 Precaution linked to falling masses, e.g. keep well away/sand trays [1]  

**Additional detail (4 marks)**  
D 1/2/3/4 Relevant points might include [4]:  
1. Method to create a large \(d\), e.g. large mass, thin nails, soft wood  
2. Use of a guide for falling mass/guide for nail  
3. Use of vernier scale to measure \(d\)  
4. Repeat experiment and determine an average  
5. Use different part of wood for each test  
6. Method to make nail vertical e.g. set square  
7. Discussion / preliminary experiment about thin nails going totally into wood  
8. \(\log d = n \log v + \log k\)  

[Total: 15]","1 A hammer is often used to force a nail into wood. The faster the hammer moves, the deeper the nail moves into the wood.  
This can be represented in a laboratory by a mass falling vertically onto a nail.  
It is suggested that the depth \(d\) of the nail in the wood (see Fig. 1.1) is related to the velocity \(v\) of the mass at the instant it hits the nail by the equation  
\[d = kv^n\]  
where \(k\) and \(n\) are constants.  

Design a laboratory experiment to investigate the relationship between \(v\) and \(d\) so as to determine a value for \(n\). You should draw a diagram showing the arrangement of your equipment. In your account you should pay particular attention to  
(a) the procedure to be followed,  
(b) the measurements to be taken,  
(c) the control of variables,  
(d) the analysis of the data,  
(e) the safety precautions to be taken.  

[15]"
13,"1 Planning (15 marks)  
**Defining the problem (3 marks)**  
P1 \(x\) is the independent variable, \(B\) is the dependent variable or vary \(x\) and measure \(B\) [1]  
P2 Keep the number of turns on the coil/radius of the coil constant [1]  
P3 Keep the current (in the coil) constant [1]  

**Methods of data collection (5 marks)**  
M1 Diagram showing coil and Hall probe with a means of read out appropriately positioned along axis [1]  
M2 Coil connected to a power supply [1]  
M3 Measure \(x\) with a ruler [1]  
M4 Hall probe at right angles to direction of magnetic field or gives maximum output for each reading [1]  
M5 Method to determine axis of coil or to find \(x = 0\) [1]  

**Method of analysis (2 marks)**  
A1 Plot a graph of \(\ln B\) against \(x\) [1]  
A2 Relationship valid if a straight line is produced (ignore reference to \(y\)-intercept) [1]  

**Safety considerations (1 mark)**  
S1 Precaution linked to (large) current in coil/heating, e.g. switch off when not in use to avoid overheating coil; do not touch because it is hot [1]  

**Additional detail (4 marks)**  
D1 Method to create a large magnetic field, e.g. use large current or large number of turns.  
D2 Reasoned method to keep current constant.  
D3 Reasoned method to keep Hall probe in same orientation (e.g. use of set square, fix to rule, optical bench or equivalent).  
D4 \(B\) is proportional to voltage across Hall probe/calibrate Hall probe (in a known magnetic field).  
D5 Repeat experiment with Hall probe reversed or equivalent.  
D6 Identifies logarithmic equation i.e. \(\ln B = -px + \ln B_0\).  
D7 Avoid external magnetic fields.  
D8 Method to keep Hall probe along axis.  
[4]","1 A current in a flat circular coil produces a magnetic field.  
A student suggests that the strength \( B \) of the magnetic field is related to the distance \( x \) from the centre of the coil (see Fig. 1.1) by the equation  
\[ B = B_0 e^{-px} \]  
where \( B_0 \) is the strength of the magnetic field for \( x = 0 \), and \( p \) is a constant.  

Design a laboratory experiment that uses a Hall probe to investigate the relationship between \( B \) and \( x \). You should draw a diagram showing the arrangement of your equipment.  
In your account you should pay particular attention to  
(a) the procedure to be followed,  
(b) the measurements to be taken,  
(c) the control of variables,  
(d) the analysis of the data,  
(e) the safety precautions to be taken."
14,"1 Planning (15 marks)  
**Defining the problem (3 marks)**  
P1 \(n\) is the independent variable and \(V\) is the dependent variable or vary \(n\) and measure \(V\) [1]  
P2 Keep distance from light to photocell constant [1]  
P3 Keep intensity of light constant. Allow constant voltage across lamp/current through lamp/brightness. [1]  

**Methods of data collection (5 marks)**  
M1 Labelled diagram of apparatus: lamp, glass sheet and photocell in line. [1]  
M2 Voltmeter connected to photocell. [1]  
M3 Use micrometer (screw gauge) to measure thickness of glass sheet. [1]  
M4 Take many readings of thickness and average. [1]  
M5 Perform experiment in a dark room or shield apparatus. [1]  

**Method of analysis (2 marks)**  
A1 Plot a graph of \(\ln V\) against \(n\). Allow \(\ln V\) against \(nt\) [1]  
A2 \(\alpha = \text{(–)gradient}/t\). (\(\ln V\) against \(nt\) then \(\alpha = \text{(–)gradient}\)) [1]  

**Safety considerations (1 mark)**  
S Reasoned method to prevent burns/cuts from glass or eye damage from bright source. [1]  

**Additional detail (4 marks)**  
D Relevant points:  
1 Use small distance/high intensity for large reading.  
2 Method to check output of lamp is constant.  
3 Circuit with variable resistor/power supply.  
4 Clean glass sheets.  
5 Light perpendicular to glass.  
6 \(\ln V = -\alpha nt + \ln V_0\).  
7 Further safety consideration.  
[4]  

[Total: 15]","1 When light is incident on the front of a photocell, an e.m.f. is generated in the photocell.  
A student wishes to investigate the effect of adding various thicknesses of glass in front of a photocell. This may be carried out in the laboratory by varying the number of identical thin glass sheets between a light source and the front of the photocell.  
It is suggested that the e.m.f. \(V\) is related to the number \(n\) of glass sheets by the equation  
\[
V = V_0 e^{-\alpha n t}
\]  
where \(t\) is the thickness of one sheet, \(\alpha\) is the absorption coefficient of glass and \(V_0\) is the e.m.f. for \(n = 0\).  

Design a laboratory experiment to determine the absorption coefficient of glass. You should draw a diagram showing the arrangement of your equipment. In your account you should pay particular attention to  
(a) the procedure to be followed,  
(b) the measurements to be taken,  
(c) the control of variables,  
(d) the analysis of the data,  
(e) the safety precautions to be taken.  
[15]"
15,"1 Planning (15 marks)  
**Defining the problem (3 marks)**  
P1 \( p \) is the independent variable or vary \( p \) [1]  
P2 \( q \) is the dependent variable or measure \( q \) [1]  
P3 Keep (horizontal) velocity \( v \) constant [1]  

**Methods of data collection (5 marks)**  
M1 Labelled diagram of apparatus including method to vary \( p \). [1]  
M2 Method to determine position of ball on surface e.g. carbon paper/dye/video/sand. [1]  
M3 Use ruler/caliper to measure \( p \) and/or \( q \). [1]  
M4 Method to ensure velocity is constant e.g. releasing ball from same height on a track/spring loaded device or impulse device set to a constant value. [1]  
M5 Method to ensure that the moved surface remains horizontal, e.g. spirit level/check height at different places. [1]  

**Method of analysis (2 marks)**  
A1 \( q^2 \) against \( p \); \( q \) against \( p \); \( p \) against \( q^2 \); \( p \) against \( q \) [1]  
A2 \( v = \sqrt{\frac{g \times \text{gradient}}{2}} \); \( v = \sqrt{\frac{g}{2}} \times \text{gradient} \); \( v = \sqrt{\frac{1}{2 \times \text{gradient}}} \times g \); \( v = \sqrt{\frac{g}{2 \times \text{gradient}}} \) [1]  

**Safety considerations (1 mark)**  
S Reasoned method to prevent ball rolling on floor e.g. box below/storage box for balls/sand box. Reasoned method to prevent ball causing injury e.g. goggles/safety screen [1]  

**Additional detail (4 marks)**  
D Relevant points might include [4]  
1 Method to ensure that velocity of ball is horizontal only when it reaches table, e.g. curved track.  
2 Ensure that the ball leaves the table at 90°, e.g. set square/protractor on upper surface.  
3 Detail on measuring \( q \) – location of landing position e.g. centre of crater/start of track.  
4 Detail on determining location of zero position for \( p \) and \( q \) e.g. set square, plumb line.  
5 Detail on method of determining position of ball e.g. slow motion playback including scale.  
6 Take many readings of \( q \) for each \( p \) and average.  
7 Straight line through the origin shows that \( p \) is proportional to \( q^2 \)/relationship is valid.  
8 Use of high density ball to minimise the effects of air resistance.","1 A student wishes to investigate projectile motion.

A small ball is rolled with velocity \( v \) along a horizontal surface. When the ball reaches the end of the horizontal surface, it falls and lands on a lower horizontal surface. The vertical displacement of the ball is \( p \) and the horizontal displacement of the ball is \( q \), as shown in Fig. 1.1.

It is suggested that  
\( gq^2 = 2pv^2 \)  
where \( g \) is the acceleration of free fall.

Design a laboratory experiment to investigate how \( q \) is related to \( p \) and how \( v \) may be determined from the results. You should draw a diagram showing the arrangement of your equipment. In your account you should pay particular attention to  
(a) the procedure to be followed,  
(b) the measurements to be taken,  
(c) the control of variables,  
(d) the analysis of the data,  
(e) the safety precautions to be taken.  

[15]"
16,"1 Planning (15 marks)  
Defining the problem (3 marks)  
P1 Frequency or period of rotation or \( \omega \) is the independent variable and \( \theta \) is the dependent variable or vary \( f \) or \( T \) or \( \omega \) and measure \( \theta \). [1]  
P2 \( \omega = 2\pi f = 2\pi / T \). [1]  
P3 Keep the length of the rigid rod constant; ignore reference to mass. [1]  

Methods of data collection (5 marks)  
M1 Labelled diagram of apparatus: small object, pole attached to a rotating device (motor, turntable). [1]  
M2 Method to change the speed of the rotating device. [1]  
M3 Method to determine frequency or time period (e.g. stopwatch to time a number of rotations, rev counter/tachometer, light gates connected to a timer/frequency meter). [1]  
M4 Use fiducial mark or light gates perpendicular to motion of object. [1]  
M5 Method to measure angle – use protractor or rule for measurements for trigonometry methods. This must be shown correctly on diagram or explained in text. [1]  

Method of analysis (2 marks)  
A1 Plot a graph of \( \cos \theta \) against \( 1 / \omega^2 \). [1]  
A2 Relationship is valid if straight line through the origin. [1]  

Safety considerations (1 mark)  
S1 Use a protective screen in case mass detaches from the pole. Do not use goggles. [1]  

Additional detail (4 marks)  
Relevant points might include [4]  
1 Large motor speed to produce measurable \( \theta \).  
2 Additional detail on measuring angle e.g. large protractor fixed to pole.  
3 Projection method, slow motion freeze frame video, camera with detail.  
4 \( \cos \theta = h / l \) or equivalent.  
5 Method of checking pole is vertical – use a set square.  
6 Additional detail on measuring angular velocity, e.g. time at least 10 rotations.  
7 Wait for motion to become stable.  
Do not allow vague computer methods.","1 A fairground ride carries passengers in chairs which are attached by metal rods to a rotating central pole, as shown in Fig 1.1. When the pole rotates with angular velocity \( \omega \), the rods make an angle \( \theta \) to the vertical.  

It is suggested that \( \cos \theta \) is inversely proportional to \( \omega^2 \).  

Design a laboratory experiment, using a small object to represent an occupied chair, to test the relationship between \( \theta \) and \( \omega \). You should draw a diagram showing the arrangement of your equipment. In your account you should pay particular attention to  
(a) the procedure to be followed,  
(b) the measurements to be taken,  
(c) the control of variables,  
(d) the analysis of the data,  
(e) the safety precautions to be taken."
17,"1 Planning (15 marks)  
Defining the problem (3 marks)  
P1 Frequency or period of rotation or \( \omega \) is the independent variable and \( \theta \) is the dependent variable or vary \( f \) or \( T \) or \( \omega \) and measure \( \theta \). [1]  
P2 \( \omega = 2\pi f = \frac{2\pi}{T} \). [1]  
P3 Keep the length of the rigid rod constant; ignore reference to mass. [1]  

Methods of data collection (5 marks)  
M1 Labelled diagram of apparatus: small object, pole attached to a rotating device (motor, turntable). [1]  
M2 Method to change the speed of the rotating device. [1]  
M3 Method to determine frequency or time period (e.g. stopwatch to time a number of rotations, rev counter/tachometer, light gates connected to a timer/frequency meter). [1]  
M4 Use fiducial mark or light gates perpendicular to motion of object. [1]  
M5 Method to measure angle – use protractor or rule for measurements for trigonometry methods. This must be shown correctly on diagram or explained in text. [1]  

Method of analysis (2 marks)  
A1 Plot a graph of \( \cos \theta \) against \( \frac{1}{\omega^2} \). [1]  
A2 Relationship is valid if straight line through the origin. [1]  

Safety considerations (1 mark)  
S1 Use a protective screen in case mass detaches from the pole. Do not use goggles. [1]  

Additional detail (4 marks)  
Relevant points might include [4]  
1 Large motor speed to produce measurable \( \theta \).  
2 Additional detail on measuring angle e.g. large protractor fixed to pole.  
3 Projection method, slow motion freeze frame video, camera with detail.  
4 \( \cos \theta = \frac{h}{l} \) or equivalent.  
5 Method of checking pole is vertical – use a set square.  
6 Additional detail on measuring angular velocity, e.g. time at least 10 rotations.  
7 Wait for motion to become stable.  
Do not allow vague computer methods.  

[Total: 15]","1 A fairground ride carries passengers in chairs which are attached by metal rods to a rotating central pole, as shown in Fig 1.1. When the pole rotates with angular velocity \( \omega \), the rods make an angle \( \theta \) to the vertical. 

It is suggested that \( \cos \theta \) is inversely proportional to \( \omega^2 \).  
Design a laboratory experiment, using a small object to represent an occupied chair, to test the relationship between \( \theta \) and \( \omega \). You should draw a diagram showing the arrangement of your equipment. In your account you should pay particular attention to  
(a) the procedure to be followed,  
(b) the measurements to be taken,  
(c) the control of variables,  
(d) the analysis of the data,  
(e) the safety precautions to be taken."
18,"1 Planning (15 marks)  
**Defining the problem (3 marks)**  
P \(h\) is the independent variable or vary \(h\). [1]  
P \(Q\) is the dependent variable or measure \(Q\) (allow \(t\)). [1]  
P Keep \(l\) constant. [1]  

**Methods of data collection (5 marks)**  
M Labelled diagram of apparatus: including labelled measuring cylinder/calibrated beaker to receive water. (Measurement may be credited in the text.) [1]  
M Vary position of vertical/larger tube. [1]  
M Measure \(h\) and \(l\) with a rule/caliper. [1]  
M Measure \(d\) with a travelling microscope or vernier calipers. [1]  
M Measure \(t\) with stopwatch. [1]  

**Method of analysis (2 marks)**  
A Plot a graph of \(Q\) against \(h\). [Allow \(\lg Q\) against \(\lg h\)] [1]  
A \(\eta = \frac{2\pi\rho g d^4}{l \times \text{gradient}}\). Must include gradient and must be subject of formula. [1]  

**Safety considerations (1 mark)**  
S Reasoned method to prevent spills, e.g. use tray/sink/cloths on floor. Reasoned method to prevent injury when adjusting metal/glass tubes by wearing protective gloves. [1]  

**Additional detail (4 marks)**  
D Relevant points might include [4]:  
1 Repeat experiment for same \(h\) and average.  
2 Method to determine the density of water including method to measure mass and volume and equation.  
3 Take many readings of \(d\) and average.  
4 Relationship is valid if straight line passing through origin [if \(\lg\)-\(\lg\) graph, allow straight line with gradient = 1].  
5 Method to check that tube is horizontal.  
6 Detail on measuring \(h\) to the centre of the horizontal tube, e.g. add radius of tube.  
7 Keep temperature of water constant.","1 A student is investigating the flow of water through a horizontal tube.  
The rate \( Q \) (volume per unit time) at which water flows through a tube depends on the pressure difference per unit length across the tube.  
The student has the use of a metal can with two holes. A narrow horizontal tube goes through the hole in the side of the can. The can is continuously supplied with water from a tap.  
The level of water in the can is kept constant by the position of a wide vertical tube which passes through the hole in the bottom of the can as shown in Fig. 1.1. Both tubes may be moved along the holes.  

It is suggested that the relationship between the flow rate \( Q \) of water through the narrow horizontal tube and the vertical height \( h \) is  
\[
Q = \frac{2 \pi \rho g h d^4}{l \eta}
\]  
where \( \rho \) is the density of water, \( g \) is the acceleration of free fall, \( d \) is the internal diameter of the tube, \( l \) is the length of the tube and \( \eta \) is a constant.  

Design a laboratory experiment to test the relationship between \( Q \) and \( h \) and determine a value for \( \eta \). You should draw a diagram showing the arrangement of your equipment. In your account you should pay particular attention to  
(a) the procedure to be followed,  
(b) the measurements to be taken,  
(c) the control of variables,  
(d) the analysis of the data,  
(e) the safety precautions to be taken."
19,"1 Planning (15 marks)

**Defining the problem (3 marks)**  
P \( h \) is the independent variable or vary \( h \). [1]  
P \( Q \) is the dependent variable or measure \( Q \) (allow \( t \)). [1]  
P Keep \( l \) constant. [1]  

**Methods of data collection (5 marks)**  
M Labelled diagram of apparatus including measuring cylinder/calibrated beaker. [1]  
M Vary position of vertical tube. [1]  
M Measure \( h \) and \( l \) with a rule/caliper. [1]  
M Measure \( d \) with travelling microscope or vernier calipers. [1]  
M Measure \( t \) with stopwatch. [1]  

**Method of analysis (2 marks)**  
A Plot graph of \( Q \) against \( h \). [Allow \( \lg Q \) against \( \lg h \)] [1]  
A \( \eta = \frac{2\pi \rho g d^4}{l \times \text{gradient}} \). Must include gradient and subject of formula. [1]  

**Safety considerations (1 mark)**  
S Prevent spills using tray/sink/cloths; wear gloves when adjusting tubes. [1]  

**Additional detail (4 marks)**  
1 Repeat experiment for same \( h \) and average. [1]  
2 Determine \( \rho \) by measuring mass and volume. [1]  
3 Take multiple readings of \( d \) and average. [1]  
4 Valid if straight line through origin (or gradient = 1 for \( \lg \)-\( \lg \)). [1]  
5 Check tube is horizontal. [1]  
6 Measure \( h \) to centre of tube (e.g., add radius). [1]  
7 Keep water temperature constant. [1]","A student is investigating the flow of water through a horizontal tube.

The rate \( Q \) (volume per unit time) at which water flows through a tube depends on the pressure difference per unit length across the tube.

The student has the use of a metal can with two holes. A narrow horizontal tube goes through the hole in the side of the can. The can is continuously supplied with water from a tap. The level of water in the can is kept constant by the position of a wide vertical tube which passes through the hole in the bottom of the can as shown in Fig. 1.1. Both tubes may be moved along the holes.

It is suggested that the relationship between the flow rate \( Q \) of water through the narrow horizontal tube and the vertical height \( h \) is  

\[ Q = \frac{2 \pi \rho g h d^4}{l \eta} \]  

where \( \rho \) is the density of water, \( g \) is the acceleration of free fall, \( d \) is the internal diameter of the tube, \( l \) is the length of the tube and \( \eta \) is a constant.  

Design a laboratory experiment to test the relationship between \( Q \) and \( h \) and determine a value for \( \eta \). You should draw a diagram, on page 3, showing the arrangement of your equipment. In your account you should pay particular attention to  

(a) the procedure to be followed,  

(b) the measurements to be taken,  

(c) the control of variables,  

(d) the analysis of the data,  

(e) the safety precautions to be taken."
20,"1 Planning (15 marks)  
Defining the problem (3 marks)  
P \(r\) is the independent variable or vary \(r\). [1]  
P \(T\) (or \(t\)) is the dependent variable or measure \(T\) (or \(t\)). [1]  
P Keep the radius of curvature (of the track) or \(C\) constant (or radius of track constant). Do not allow “use same track”. [1]  

Methods of data collection (5 marks)  
M Diagram showing ball in a (curved) track with supports for track, e.g. retort stands. Minimum of two labels (from ball, track, supports; not stopwatch, bench, micrometer). Supports making contact with track higher than ball/at least half way up. [1]  
M Measure time using stopwatch or light gates and timer or datalogger with motion sensor. Detail needed for video camera. [1]  
M Use many oscillations (at least 10 or at least 10 s of timing) and determine \(T = \frac{t}{n}\). [1]  
M Measure diameter (radius) of ball with a micrometer/vernier calipers. Do not allow travelling microscope. [1]  
M radius = diameter/2. [1]  

Method of analysis (2 marks)  
A Plot a graph of \(T^2\) against \(r\) (or \(r\) against \(T^2\)). Do not allow log graphs. [1]  
A \(C = \frac{5g}{28\pi^2} \times \text{y-intercept}\) (or for \(r\) against \(T^2\), \(C = \text{y-intercept}\)). [1]  

Safety considerations (1 mark)  
S Precaution linked to ball escaping on to floor, e.g. use barrier/safety screen/sand tray to prevent balls rolling on to floor. [1]  

Additional detail (4 marks)  
D Relevant points might include [4]  
1 Add weights to/G-clamp retort stands  
2 Keep the material/density of the ball constant  
3 Use of fiducial marker near centre of track/mark on the track  
4 Clean track/balls. Do not allow oil the track.  
5 Repeat measurements of \(t\) (for each ball) and average  
6 Repeat measurement for \(d\) (or \(r\)) and average  
7 Relationship is valid if straight line, provided plotted graph is correct  
8 Relationship is valid if straight line not passing through origin or has an intercept, provided plotted graph is correct (e.g. \(y\)-intercept = \(\frac{28\pi^2}{5g}C\))  

[Total: 15]","1 A ball rolls forwards and backwards on a curved track as shown in Fig. 1.1.

\begin{center}
flexible track \\
ball \\
Fig. 1.1
\end{center}

It is suggested that the period \(T\) of the oscillations is related to the radius \(r\) of the ball and the radius of curvature \(C\) of the track by the relationship  
\[
T^2 = \frac{28\pi^2}{5g}(C - r)
\]  
where \(g\) is the acceleration of free fall.  

You are provided with a flexible track. Design a laboratory experiment to test the relationship between \(T\) and \(r\). Explain how your results could be used to determine a value for \(C\). You should draw a diagram showing the arrangement of your equipment. In your account you should pay particular attention to  
(a) the procedure to be followed,  
(b) the measurements to be taken,  
(c) the control of variables,  
(d) the analysis of the data,  
(e) the safety precautions to be taken.  

[15]"
21,"1 Planning (15 marks)  
Defining the problem (3 marks)  
P r is the independent variable or vary r. [1]  
P T (or t) is the dependent variable or measure T (or t). [1]  
P Keep the radius of curvature (of the track) or C constant (or radius of track constant). Do not allow “use same track”. [1]  

Methods of data collection (5 marks)  
M Diagram showing ball in a (curved) track with supports for track, e.g. retort stands. Minimum of two labels (from ball, track, supports; not stopwatch, bench, micrometer). Supports making contact with track higher than ball/at least half way up. [1]  
M Measure time using stopwatch or light gates and timer or datalogger with motion sensor. Detail needed for video camera. [1]  
M Use many oscillations (at least 10 or at least 10 s of timing) and determine \(T = \frac{t}{n}\). [1]  
M Measure diameter (radius) of ball with a micrometer/vernier calipers. Do not allow travelling microscope. [1]  
M radius = diameter/2. [1]  

Method of analysis (2 marks)  
A Plot a graph of \(T^2\) against \(r\) (or \(r\) against \(T^2\)). Do not allow log graphs. [1]  
A \(C = \frac{5g \times \text{y-intercept}}{28\pi^2}\) (or for \(r\) against \(T^2\), \(C = \text{y-intercept}\)). [1]  

Safety considerations (1 mark)  
S Precaution linked to ball escaping on to floor, e.g. use barrier/safety screen/sand tray to prevent balls rolling on to floor. [1]  

Additional detail (4 marks)  
D Relevant points might include [4]  
1 Add weights to/G-clamp retort stands  
2 Keep the material/density of the ball constant  
3 Use of fiducial marker near centre of track/mark on the track  
4 Clean track/balls. Do not allow oil the track.  
5 Repeat measurements of \(t\) (for each ball) and average  
6 Repeat measurement for \(d\) (or \(r\)) and average  
7 Relationship is valid if straight line, provided plotted graph is correct  
8 Relationship is valid if straight line not passing through origin or has an intercept, provided plotted graph is correct (e.g. \(\text{y-intercept} = \frac{28\pi^2 C}{5g}\)).","1 A ball rolls forwards and backwards on a curved track as shown in Fig. 1.1.  
flexible track  
ball  
Fig. 1.1  

It is suggested that the period \(T\) of the oscillations is related to the radius \(r\) of the ball and the radius of curvature \(C\) of the track by the relationship  
\[
T^2 = \frac{28\pi^2}{5g}(C - r)
\]  
where \(g\) is the acceleration of free fall.  

You are provided with a flexible track. Design a laboratory experiment to test the relationship between \(T\) and \(r\). Explain how your results could be used to determine a value for \(C\). You should draw a diagram showing the arrangement of your equipment. In your account you should pay particular attention to  
(a) the procedure to be followed,  
(b) the measurements to be taken,  
(c) the control of variables,  
(d) the analysis of the data,  
(e) the safety precautions to be taken."
