,Question,Mark Scheme,Response
12,"The loudspeaker in (b) emits the sound in all directions. A person attaches the loudspeaker to a string and then swings the loudspeaker at a constant speed in a horizontal circle above his head. An observer, standing a large distance away from the loudspeaker, hears sound of maximum frequency 1640 Hz. The speed of sound in air is 330 m s–1.  Determine the speed of the loudspeaker.       speed = ................................................ m s–1 [2]",for maximum frequency: fo = fsv /(v – vs) 1640 = (1600 × 330) / (330 – vs) C1   vs = 8(.0)m s–1 (8.049 ms–1) A1 [2],"The maximum frequency heard by the observer occurs when the loudspeaker is moving directly towards the observer. This is due to the Doppler effect for sound. The formula for the observed frequency when a source is moving towards a stationary observer is:

\[ f_o = f_s \frac{v}{v - v_s} \]

where:
- \( f_o = 1640 \, \text{Hz} \) (observed frequency),
- \( f_s = 1600 \, \text{Hz} \) (source frequency, from part (b) of the question),
- \( v = 330 \, \text{m/s} \) (speed of sound),
- \( v_s \) is the speed of the source (loudspeaker), which we need to find.

Rearranging the formula to solve for \( v_s \):

\[ v_s = v \left( 1 - \frac{f_s}{f_o} \right) \]

Substituting the values:

\[ v_s = 330 \times \left( 1 - \frac{1600}{1640} \right) \]

First, simplify the fraction inside the parentheses:

\[ \frac{1600}{1640} = \frac{1600 \div 40}{1640 \div 40} = \frac{40}{41} \]

So:

\[ v_s = 330 \times \left( 1 - \frac{40}{41} \right) = 330 \times \left( \frac{41}{41} - \frac{40}{41} \right) = 330 \times \frac{1}{41} \]

Now calculate:

\[ v_s = \frac{330}{41} \approx 8.04878 \, \text{m/s} \]

Rounding to two significant figures (as the frequencies and speed of sound are given to three significant figures, but the calculation yields a value consistent with the mark scheme's allowance of 8.0 m/s):

\[ v_s = 8.0 \, \text{m/s} \]

Thus, the speed of the loudspeaker is 8.0 m/s.

speed = **8.0** m s^{-1}"
13,"The loudspeaker in (b) emits the sound in all directions. A person attaches the loudspeaker to a string and then swings the loudspeaker at a constant speed in a horizontal circle above his head. An observer, standing a large distance away from the loudspeaker, hears sound of maximum frequency 1640 Hz. The speed of sound in air is 330 m s–1.  Describe and explain, qualitatively, the variation in the frequency of the sound heard by the observer. ........................................................................................................................................... ........................................................................................................................................... ........................................................................................................................................... ........................................................................................................................................... .......................................................................................................................................[2]",loudspeaker moving towards observer causes rise in/higher frequency B1   loudspeaker moving away from observer causes fall in/lower frequency B1 [2] or     repeated rise and fall/higher and then lower frequency (M1)   caused by loudspeaker moving towards and away from observer (A1)  ,"The frequency of the sound heard by the observer varies periodically. When the loudspeaker moves toward the observer, the relative motion compresses the sound waves, increasing the observed frequency (Doppler effect). Conversely, when the loudspeaker moves away, the waves are stretched, decreasing the observed frequency. As the loudspeaker circles continuously, the frequency cycles between a maximum (1640 Hz, when moving directly toward the observer) and a minimum (when moving directly away), creating a repeated rise and fall in pitch. This variation occurs because the velocity component of the loudspeaker relative to the observer changes direction during each rotation."
14,State one difference between a hadron and a lepton. ................................................................................................................................................... ...............................................................................................................................................[1],hadron not a fundamental particle/lepton is fundamental particle or hadron made of quarks/lepton not made of quarks or strong force/interaction acts on hadrons/does not act on leptons B1 [1],"Hadrons are not fundamental particles as they are composed of quarks, whereas leptons are fundamental particles with no internal substructure.  

*Alternatively, other valid differences include:*  
- *Hadrons experience the strong nuclear force, while leptons do not.*  
- *Hadrons are subject to quark confinement, whereas leptons exist independently.*  

[Note: Only one difference is required for the mark.]"
15,  State the quark composition of a proton and of a neutron. proton: ............................................................................................................................... neutron: ............................................................................................................................. [2],"proton: up, up, down / uud B1   neutron: up, down, down / udd B1 [2]","The proton is composed of two up quarks and one down quark. This specific combination of quarks gives the proton its characteristic charge of +1e and baryon number of +1. The neutron is composed of one up quark and two down quarks, resulting in a neutral charge (0e) while maintaining the same baryon number. These compositions are fundamental to the structure of atomic nuclei and arise from the strong nuclear force binding quarks together.  

proton: **up, up, down**  
neutron: **up, down, down**"
16,  Use your answer in (i) to determine the quark composition of an α-particle.      quark composition: ...................................................[1],"composition: 2(uud) + 2(udd)                       = 6 up, 6 down / 6u, 6d B1 [1]","An α-particle is a helium-4 nucleus, composed of two protons and two neutrons.  
- A proton has a quark composition of **uud** (two up quarks and one down quark).  
- A neutron has a quark composition of **udd** (one up quark and two down quarks).  

Thus, for two protons:  
- 2 × (uud) = **4 up quarks + 2 down quarks**.  

For two neutrons:  
- 2 × (udd) = **2 up quarks + 4 down quarks**.  

Adding these together:  
- Total up quarks = 4 + 2 = **6 up quarks (6u)**.  
- Total down quarks = 2 + 4 = **6 down quarks (6d)**.  

quark composition: **6u, 6d**"
17,"The results of the α-particle scattering experiment provide evidence for the structure of the atom. result 1: The vast majority of α-particles pass straight through the metal foil or are deviated by small angles. result 2: A very small minority of α-particles are scattered through angles greater than 90°. State what may be inferred from  result 1, ........................................................................................................................................... .......................................................................................................................................[1]",most of the atom is empty space or the nucleus (volume) is (very) small compared to the atom B1 [1],"The observation that the vast majority of α-particles pass straight through the metal foil or experience only minor deflections implies that atoms are predominantly composed of empty space. This occurs because the α-particles (positively charged helium nuclei) encounter negligible repulsive forces or obstacles over most of the atom's volume, indicating that the dense, positively charged nucleus occupies an extremely small fraction of the atomic space."
18,The results of the α-particle scattering experiment provide evidence for the structure of the atom. result 1: The vast majority of α-particles pass straight through the metal foil or are deviated by small angles. result 2: A very small minority of α-particles are scattered through angles greater than 90°. State what may be inferred from  result 2. ........................................................................................................................................... ........................................................................................................................................... ........................................................................................................................................... .......................................................................................................................................[2],nucleus is (positively) charged B1   the mass is concentrated in (very small) nucleus/small region/small volume/small core or the majority of mass in (very small) nucleus/small region/small volume/small core B1 [2],"From the observation that a very small minority of α-particles are scattered through angles greater than 90°, it can be inferred that the atom contains a small, dense nucleus carrying a positive charge. The large-angle scattering occurs because α-particles (which are positively charged helium nuclei) experience a strong repulsive electrostatic force when they pass close to this central nucleus. The fact that only a tiny fraction of α-particles exhibit such extreme deflections indicates that the nucleus occupies an extremely small volume compared to the atom, and nearly all the atom's mass is concentrated within this nucleus. This explains why most α-particles pass through with minimal deflection, while only those on direct collision courses with the nucleus are significantly repelled."
19,State what is meant by the frequency of a progressive wave. ................................................................................................................................................... ................................................................................................................................................... ...............................................................................................................................................[2],the number of oscillations per unit time  M1   of the source/of a point on the wave/of a particle (in the medium) A1 [2] or     the number of wavelengths/wavefronts per unit time (M1)   passing a (fixed) point  (A1)  ,"The frequency of a progressive wave is defined as the number of complete oscillations per unit time experienced by any single point in the medium through which the wave travels. As the wave propagates, each particle in the medium undergoes periodic motion around its equilibrium position. The frequency quantifies how frequently one full cycle of this oscillation (e.g., from crest to crest or trough to trough) occurs at a given location. For example, if a point completes 50 oscillations in one second, the wave's frequency is 50 Hz. This value remains constant throughout the medium and is determined solely by the wave source."
20,A cathode-ray oscilloscope (c.r.o.) is used to determine the frequency of the sound emitted by a loudspeaker. The trace produced on the screen of the c.r.o. is shown in Fig. 4.1.  (DIAGRAM)  The time-base setting of the c.r.o. is 250 μs cm-1.   Show that the frequency of the sound wave is 1600 Hz. [2]       ,T or period = 2.5 × 250 (µs) (= 625 µs) M1   frequency = 1 /(6.25 × 10–4) or 1 /(2.5 × 250 × 10–6) = 1600Hz A1 [2],"The trace on the cathode-ray oscilloscope screen shows one complete cycle of the sound wave spanning 2.5 cm horizontally. Given the time-base setting of 250 μs cm⁻¹, this means each centimeter represents 250 microseconds. Therefore, the period \(T\) (time for one cycle) is calculated as:  
\(T = 2.5  \text{cm} \times 250  \mu\text{s/cm} = 625  \mu\text{s}\).  
Converting to seconds: \(625  \mu\text{s} = 625 \times 10^{-6}  \text{s} = 6.25 \times 10^{-4}  \text{s}\).  
Frequency \(f\) is the reciprocal of the period:  
\(f = \frac{1}{T} = \frac{1}{6.25 \times 10^{-4}} = 1600  \text{Hz}\).  
This confirms the frequency of the sound wave is 1600 Hz."
21,"The loudspeaker in (b) emits the sound in all directions. A person attaches the loudspeaker to a string and then swings the loudspeaker at a constant speed in a horizontal circle above his head. An observer, standing a large distance away from the loudspeaker, hears sound of maximum frequency 1640 Hz. The speed of sound in air is 330 m s–1.   Determine the speed of the loudspeaker.      speed = ................................................ m s–1 [2]",for maximum frequency: fo = fsv /(v – vs) 1640 = (1600 × 330) / (330 – vs) C1   vs = 8(.0)m s–1 (8.049 ms–1) A1 [2],"The maximum frequency of 1640 Hz is heard when the loudspeaker is moving directly toward the observer. This is due to the Doppler effect, which describes how the observed frequency changes when there is relative motion between the source and the observer. For a source moving toward a stationary observer, the observed frequency \( f_o \) is given by:

\[ f_o = f_s \frac{v}{v - v_s} \]

where:
- \( f_s = 1600 \, \text{Hz} \) is the frequency emitted by the source (the loudspeaker),
- \( v = 330 \, \text{m/s} \) is the speed of sound in air,
- \( v_s \) is the speed of the source (loudspeaker), which we need to find,
- \( f_o = 1640 \, \text{Hz} \) is the observed maximum frequency.

Substitute the known values into the equation:

\[ 1640 = 1600 \times \frac{330}{330 - v_s} \]

Divide both sides by 1600:

\[ \frac{1640}{1600} = \frac{330}{330 - v_s} \]

Simplify the left side:

\[ 1.025 = \frac{330}{330 - v_s} \]

Take the reciprocal of both sides:

\[ \frac{1}{1.025} = \frac{330 - v_s}{330} \]

Calculate \( \frac{1}{1.025} \):

\[ 0.9756 \approx \frac{330 - v_s}{330} \]

Multiply both sides by 330:

\[ 0.9756 \times 330 = 330 - v_s \]

\[ 321.948 = 330 - v_s \]

Solve for \( v_s \):

\[ v_s = 330 - 321.948 = 8.052 \, \text{m/s} \]

Rounding to two significant figures (consistent with the given data: 1640 Hz, 1600 Hz, and 330 m/s), the speed is 8.0 m/s.

speed = **8.0** m/s"
22,"The loudspeaker in (b) emits the sound in all directions. A person attaches the loudspeaker to a string and then swings the loudspeaker at a constant speed in a horizontal circle above his head. An observer, standing a large distance away from the loudspeaker, hears sound of maximum frequency 1640 Hz. The speed of sound in air is 330 m s–1.   Describe and explain, qualitatively, the variation in the frequency of the sound heard by the observer. ........................................................................................................................................... ........................................................................................................................................... ........................................................................................................................................... ........................................................................................................................................... .......................................................................................................................................[2]",loudspeaker moving towards observer causes rise in/higher frequency B1   loudspeaker moving away from observer causes fall in/lower frequency B1 [2] or     repeated rise and fall/higher and then lower frequency (M1)   caused by loudspeaker moving towards and away from observer (A1)  ,"The observer hears a repeating pattern of rising and falling pitch due to the Doppler effect. As the loudspeaker moves in a circle, its velocity component relative to the observer changes direction cyclically. When the loudspeaker moves directly toward the observer, the sound waves are compressed, increasing the observed frequency to a maximum (1640 Hz). When it moves directly away, the waves are stretched, decreasing the frequency to a minimum. Between these points, the frequency varies smoothly between the maximum and minimum values. This cycle repeats with each revolution of the loudspeaker, creating a continuous rise and fall in pitch as the source alternates between approaching and receding."
23,Define the coulomb. ...............................................................................................................................................[1],(coulomb is) ampere second B1 1,"The coulomb is defined as the quantity of electric charge transported by a steady current of one ampere in one second.  

**Definition:**  
coulomb = ampere second  "
24,A resistor X is connected to a cell as shown in Fig. 6.1.  (DIAGRAM)  The resistor is a wire of cross-sectional area A and length l. The current in the wire is I. Show that the average drift speed v of the charge carriers in X is given by the equation  (DIAGRAM)  where e is the charge on a charge carrier and n is the number of charge carriers per unit volume in X.  [3]         ,(total) charge or Q = nAle M1     I = Q/t and l /t = v M1     I = nAle/t = nAve therefore v = I /nAe  A1 3,"To derive the expression for the average drift speed \(v\) of charge carriers in the wire, consider the relationship between current and the motion of charge carriers. The current \(I\) is defined as the rate of flow of charge through a cross-section of the wire. If \(Q\) is the total charge passing through a cross-section in time \(t\), then \(I = Q / t\).

The charge \(Q\) arises from the movement of charge carriers (e.g., electrons). Let \(n\) be the number of charge carriers per unit volume, \(e\) the charge on each carrier, \(A\) the cross-sectional area of the wire, and \(l\) the length of the wire. However, the relevant length for charge flow in time \(t\) is determined by the drift speed \(v\). Specifically, in time \(t\), charge carriers travel a distance \(l = v t\) along the wire.

The volume containing the charge carriers that pass through a cross-section in time \(t\) is \(A \times l = A \times (v t)\). The number of charge carriers in this volume is \(n \times A v t\), and the total charge \(Q\) is this number multiplied by the charge per carrier:  
\[ Q = (n A v t) \times e. \]

Substituting into \(I = Q / t\):  
\[ I = \frac{n A v t e}{t} = n A v e. \]  
The \(t\) cancels, yielding \(I = n A v e\).

Rearranging for \(v\):  
\[ v = \frac{I}{n A e}. \]  
This confirms the given equation for the average drift speed. The derivation hinges on linking the macroscopic current to the microscopic motion of carriers, where \(n A v t\) represents the number of carriers traversing a cross-section in time \(t\)."
25,"A 12V battery with negligible internal resistance is connected to two resistors Y and Z, as shown in Fig. 6.2.  (DIAGRAM)  The resistors are made from wires of the same material. The wire of Y has a diameter d and length l. The wire of Z has a diameter 2d and length 2l.   Determine the ratio  (DIAGRAM)        ratio = .......................................................... [3]",ratio = (I/nAYe)/(I/nAZe) C1     = AZ/AY or 4A/A or πd2/(πd2/4) C1     = 4 A1 3,"The resistors are connected in series to the battery, so the current \(I\) is the same in both resistors. The drift velocity \(v\) of charge carriers in a wire is given by \(v = \frac{I}{n A e}\), where \(n\) is the number density of charge carriers, \(A\) is the cross-sectional area of the wire, and \(e\) is the charge of an electron. Since the wires are made of the same material, \(n\) and \(e\) are identical for both.  

The ratio of the drift velocity in resistor Y to that in resistor Z is:  
\[
\frac{v_Y}{v_Z} = \frac{\frac{I}{n A_Y e}}{\frac{I}{n A_Z e}} = \frac{A_Z}{A_Y}
\]  

The cross-sectional area of a wire is proportional to the square of its diameter. For resistor Y, the diameter is \(d\), so:  
\[
A_Y = \pi \left(\frac{d}{2}\right)^2 = \frac{\pi d^2}{4}
\]  
For resistor Z, the diameter is \(2d\), so:  
\[
A_Z = \pi \left(\frac{2d}{2}\right)^2 = \pi d^2
\]  

Thus, the ratio is:  
\[
\frac{A_Z}{A_Y} = \frac{\pi d^2}{\frac{\pi d^2}{4}} = 4
\]  

Therefore, the ratio of the drift velocity in Y to that in Z is **4**.  

ratio = **4**"
26,"A 12V battery with negligible internal resistance is connected to two resistors Y and Z, as shown in Fig. 6.2.  (DIAGRAM)  The resistors are made from wires of the same material. The wire of Y has a diameter d and length l. The wire of Z has a diameter 2d and length 2l.   Show that  (DIAGRAM)       ........................................[2]",R = ρl/A or R = 4ρl/πd2 B1     RY = ρl/A and RZ = ρ(2l)/4A         so RY/RZ = 2       or RY = 4ρl/πd2 and RZ = 4ρ(2l)/π4d2 or 2ρl/πd2  so RY/RZ = 2 A1 2,"The resistance of a wire is given by \( R = \frac{\rho l}{A} \), where \( \rho \) is the resistivity (same for both resistors), \( l \) is the length, and \( A \) is the cross-sectional area. Since the wires are cylindrical, \( A = \pi \left(\frac{d}{2}\right)^2 = \frac{\pi d^2}{4} \).  

For resistor Y:  
- Diameter = \( d \), so area \( A_Y = \frac{\pi d^2}{4} \)  
- Length = \( l \)  
- Thus, \( R_Y = \frac{\rho \cdot l}{\frac{\pi d^2}{4}} = \frac{4\rho l}{\pi d^2} \)  

For resistor Z:  
- Diameter = \( 2d \), so area \( A_Z = \frac{\pi (2d)^2}{4} = \frac{\pi \cdot 4d^2}{4} = \pi d^2 \)  
- Length = \( 2l \)  
- Thus, \( R_Z = \frac{\rho \cdot 2l}{\pi d^2} = \frac{2\rho l}{\pi d^2} \)  

The ratio \( \frac{R_Y}{R_Z} \) is:  
\[
\frac{R_Y}{R_Z} = \frac{\frac{4\rho l}{\pi d^2}}{\frac{2\rho l}{\pi d^2}} = \frac{4\rho l}{\pi d^2} \times \frac{\pi d^2}{2\rho l} = \frac{4}{2} = 2
\]  

Thus, \( \frac{R_Y}{R_Z} = 2 \).  

\boxed{2}"
27,"A 12V battery with negligible internal resistance is connected to two resistors Y and Z, as shown in Fig. 6.2.  (DIAGRAM)  The resistors are made from wires of the same material. The wire of Y has a diameter d and length l. The wire of Z has a diameter 2d and length 2l.   Determine the potential difference across Y. potential difference = ....................................................... V [2]",V = 12RY/(RY + RZ) or I = 12/(RY + RZ) and V = IRY C1     V = 12 × ⅔ = 8(.0)V A1 2,"The resistors Y and Z are connected in series to the 12 V battery. The potential difference across each resistor in a series circuit is proportional to its resistance. The resistance of a wire is given by \( R = \frac{\rho l}{A} \), where \( \rho \) is the resistivity, \( l \) is the length, and \( A \) is the cross-sectional area. The area \( A \) is proportional to the square of the diameter, so \( A \propto d^2 \).

For resistor Y:  
- Length = \( l \)  
- Diameter = \( d \) → Area \( A_Y \propto d^2 \)  
Thus, \( R_Y \propto \frac{l}{d^2} \).

For resistor Z:  
- Length = \( 2l \)  
- Diameter = \( 2d \) → Area \( A_Z \propto (2d)^2 = 4d^2 \)  
Thus, \( R_Z \propto \frac{2l}{4d^2} = \frac{l}{2d^2} \).

Comparing the resistances:  
\( \frac{R_Y}{R_Z} = \frac{l / d^2}{l / (2d^2)} = 2 \), so \( R_Y = 2R_Z \).

The total resistance \( R_{\text{total}} = R_Y + R_Z = 2R_Z + R_Z = 3R_Z \).  
The potential difference across Y is:  
\( V_Y = \left( \frac{R_Y}{R_{\text{total}}} \right) \times V = \left( \frac{2R_Z}{3R_Z} \right) \times 12 = \frac{2}{3} \times 12 = 8 \, \text{V} \).

Alternatively, using the voltage divider formula directly:  
\( V_Y = V \times \frac{R_Y}{R_Y + R_Z} = 12 \times \frac{2R_Z}{2R_Z + R_Z} = 12 \times \frac{2}{3} = 8 \, \text{V} \).

Thus, the potential difference across Y is 8 V.

potential difference = **8** V"
