,Question,Mark Scheme
55,"A heavy object is released near the surface of the Earth and falls freely. Air resistance can be ignored.
Which statement about the acceleration of the object due to gravity is correct?

The acceleration depends on the mass of the object.
The acceleration depends on the volume of the object.
The acceleration is constant.
The acceleration is initially zero and increases as the object falls.",C
56,"The diagram shows an enlarged drawing of the end of a metre rule. It is being used to measure the length of a small feather. 

What is the length of the feather?

19 mm
29 mm
19 cm
29 cm",A
57,"The diagram shows a simple mercury barometer. 

The atmospheric pressure increases.
Which distance increases? 

VW
WY
XY
XZ",B
58,"The graph shows how the decay rate of a radioactive source changes with time. 

What will be the decay rate at 8 days?

0 decays / s
125 decays / s
250 decays / s
500 decays / s",C
59,"The diagram shows a shaded area where the direction of a magnetic field is into the page.
A beam of β-particles enters the field as shown. 

In which direction is the beam of β-particles deflected as they enter the magnetic field?

into the page
out of the page
down the page
up the page",C
60,"The diagram shows a transformer. 

The input voltage is 240 V.
What is the output voltage?

6.0 V
12 V
20 V
40 V",B
61,"A strong electromagnet is used to attract pins. 

What happens when the current in the coil is halved? 

No pins are attracted.
Some pins are attracted, but not as many.
The same number of pins is attracted.
More pins are attracted.",B
62,"A domestic circuit includes a 30A fuse. This protects the wiring if there is too much current in the circuit.
In which wire is the 30A fuse positioned, and what does it do when it operates? 



 
position
operation


A
live wire
disconnects the circuit


B
live wire
reduces the current to 30A


C
neutral wire
disconnects the circuit


D
neutral wire
reduces the current to 30A",A
63,"The diagram shows part of a circuit used to switch street lamps on and off automatically. 

In the evening it gets dark.  
Which row shows the effect on the resistance of the light-dependent resistor (LDR) and on the potential difference (p.d.) across it? 



 
resistance of LDR
p.d. across LDR


A
decreases
decreases


B
decreases
increases


C
increases
decreases


D
increases
increases",D
64,"The diagram shows a combination of logic gates. 

Input P is at a logic state 0 (low) and input Q is at a logic state 1 (high).
What are the logic states at output X and at output Y?



 
output X
output Y


A
0
0


B
0
1


C
1
0


D
1
1",A
65,"The diagram shows a converging lens forming an image of an object. 

Which statement about the image is correct?

It is real and can be seen by an eye at X.
It is real and can be seen by an eye at Y.
It is virtual and can be seen by an eye at X.
It is virtual and can be seen by an eye at Y.",D
66,"Which row shows the natures of light waves, sound waves and X-rays? 



 
light waves
sound waves
X-rays


A
longitudinal
longitudinal
transverse


B
longitudinal
transverse
longitudinal


C
transverse
longitudinal
transverse


D
transverse
transverse
longitudinal",C
67,"The diagram shows a simple mercury barometer. 

The atmospheric pressure increases.
Which distance increases? 

VW
WY
XY
XZ",B
68,"A diver under water uses breathing apparatus at a depth where the pressure is 1.25 × 105Pa. 

A bubble of gas breathed out by the diver has a volume of 20cm3 when it is released. The bubble moves upwards to the surface of the water. 
At the surface of the water, the atmospheric pressure is 1.00 × 105Pa. 
The temperature of the water is the same at all depths. 
What is the volume of this bubble when it reaches the surface? 

15cm3
16cm3 
20cm3 
25cm3",D
69,"Below are four statements about acceleration.
Which statement is not correct?

Acceleration always involves changing speed.
Changing direction always involves acceleration.
Changing speed always involves acceleration.
Circular motion always involves acceleration.",A
70,"A cup contains hot liquid.
Some of the liquid evaporates.
What happens to the mass and what happens to the weight of the liquid in the cup?



 
mass
weight


A
decreases
decreases


B
decreases
stays the same


C
stays the same
decreases


D
stays the same
stays the same",A
71,"A large stone is dropped from a bridge into a river. Air resistance can be ignored.
Which row describes the acceleration and the speed of the stone as it falls?



 
accelerationof the stone
speed ofthe stone


A
constant
constant


B
constant
increasing


C
increasing
constant


D
increasing
increasing",B
72,"The diagram shows an enlarged drawing of the end of a metre rule. It is being used to measure the length of a small feather. 

What is the length of the feather?

19mm
29mm
19cm
29cm",A
73,"A reading is taken every 10 minutes of the number of emissions per second from a radioactive source. The table shows the readings.  



time/ min
number ofemissionsper second


0102030405060
800560400280200140100



What is the half-life of the source?

10 min
20 min
40 min
60 min",B
74,"A certain element has several isotopes.
Which statement about these isotopes is correct?

They must have different numbers of electrons orbiting their nuclei.
They must have the same number of neutrons in their nuclei.
They must have the same number of nucleons in their nuclei.
They must have the same number of protons in their nuclei.",D
75,"The diagram shows a transformer. 

The input voltage is 240 V.
What is the output voltage?

6.0 V
12 V
20 V
40 V",B
76,"A strong electromagnet is used to attract pins.

What happens when the current in the coil is halved?

No pins are attracted.
Some pins are attracted, but not as many.
The same number of pins is attracted.
More pins are attracted.",B
77,"A domestic circuit includes a 30A fuse. This protects the wiring if there is too much current in the circuit.
In which wire is the 30A fuse positioned, and what does it do when it operates?



 
position
operation


A
live wire
disconnects the circuit


B
live wire
reduces the current to 30A


C
neutral wire
disconnects the circuit 


D
neutral wire
reduces the current to 30A",A
78,"The diagram shows part of a circuit used to switch street lamps on and off automatically.

In the evening it gets dark.
Which row shows the effect on the resistance of the light-dependent resistor (LDR) and on the potential difference (p.d.) across it?



 
resistance of LDR
p.d. across LDR


A
decreases
decreases


B
decreases
increases


C
increases
decreases


D
increases
increases",D
79,"A sound wave has a certain amplitude and a certain frequency.
A second sound wave is quieter and lower in pitch than the first sound wave.
The second wave has

a larger amplitude and a greater frequency.
a larger amplitude and a smaller frequency.
a smaller amplitude and a greater frequency.
a smaller amplitude and a smaller frequency.",D
80,"Which row shows the natures of light waves, sound waves and X-rays?



 
light waves
sound waves
X-rays


A
longitudinal
longitudinal
transverse


B
longitudinal
transverse
longitudinal


C
transverse
longitudinal
transverse


D
transverse
transverse
longitudinal",C
81,"A liquid is heated in a beaker.  

The density of the liquid changes as its temperature increases. This causes energy to be transferred throughout the liquid.
How does the density change and what is this energy transfer process?



 
density
energy transferprocess


A
decreases
conduction


B
decreases
convection


C
increases
conduction


D
increases
convection",B
82,"A student wishes to check the upper and the lower fixed points on a Celsius scale thermometer. 

She has four beakers P, Q, R and S.
Beaker P contains a mixture of ice and salt.Beaker Q contains a mixture of ice and water.Beaker R contains boiling salt solution.Beaker S contains boiling water. 
Which two beakers should she use to check the fixed points?

P and R
P and S
Q and R
Q and S",D
83,"Which statement about evaporation is correct?

Evaporation causes the temperature of the remaining liquid to decrease.
Evaporation does not occur from a cold liquid near its freezing point.
Evaporation does not occur from a dense liquid, such as mercury.
Evaporation occurs from all parts of a liquid.",A
84,"The diagram shows a simple mercury barometer. 

The atmospheric pressure increases.
Which distance increases? 

VW
WY
XY
XZ",B
85,"A cup contains hot liquid.
Some of the liquid evaporates.
What happens to the mass and what happens to the weight of the liquid in the cup?



 
mass
weight


A
decreases
decreases


B
decreases
stays the same


C
stays the same
decreases


D
stays the same
stays the same",A
86,"The diagram shows an enlarged drawing of the end of a metre rule. It is being used to measure the length of a small feather. 

What is the length of the feather?

19mm
29mm
19cm
29cm",A
87,"The diagram shows a potential divider connected to two voltmeters P and Q. 

The resistance of the variable resistor is decreased. 
Which row shows what happens to the reading on each voltmeter?



 
reading onvoltmeter P
reading onvoltmeter Q


A
decreases
decreases


B
decreases
increases


C
increases
decreases


D
increases
increases",B
88,"A sound wave travels from a point X to a point Y. 

Which diagram represents the movement of the air molecules, due to the sound wave, in the region between X and Y?",D
89,"α-particles, β-particles and γ-rays are emitted by radioactive nuclei when they decay.
Which emissions can be deflected by an electric field?

α-particles and β-particles only
β-particles and γ-rays only
γ-rays and α-particles only
α-particles, β-particles and γ-rays",A
90,"A thin sheet of paper is placed between a radioactive source and a radiation detector. The count rate falls to a very low reading.

From this result, which type of radiation is the source emitting?

α-particles
β-particles
γ-rays
X-rays",A
91,"A radioactive material has a half-life of 20 days.
A sample of the material contains 8.0 × 1010 atoms.
How many atomic nuclei have decayed after 60 days?

1.0 × 1010
4.0 × 1010
6.0 × 1010
7.0 × 1010",D
92,"What occurs during nuclear fusion?

Two light atomic nuclei join together and emit energy.
Two light atomic nuclei join together and absorb energy.
A heavy atomic nucleus splits and emits energy.
A heavy atomic nucleus splits and absorbs energy.",A
93,"The coil of a simple a.c. generator rotates steadily in a uniform magnetic field.
The diagram shows the position of the coil at time t = 0.

Which graph shows the output voltage for one revolution of the coil?",A
94,"The graphs show how the currents in three circuits vary with time.

In which circuits is there a direct current?

1 and 2
1 and 3
2 only
3 only",B
95,"The diagram shows a series of logic gates and part of its corresponding truth table.




P
Q
R
S
T


0011
0101
001
011
110



What are the missing values in row 2 of the truth table?

0 1 0
0 1 1
1 0 0
1 1 1",B
96,"Which two logic gates each have a high output when both of their inputs are high?

AND and OR
AND and NOR
NAND and NOR
NAND and OR",A
97,"Two resistors are connected in series with a power supply.
Which statement about the circuit is correct?

The current from the supply is greater than the current in each resistor.
The current from the supply is equal to the current in each resistor.
The current from the supply is less than the current in each resistor.
The current from the supply is the sum of the currents in each resistor.",B
98,"The lamps, the diodes and the batteries in the circuits are identical.
In which circuit does the ammeter give the greatest reading?",A
99,"There is a current of 2.0 A in a resistor of resistance 8.0 Ω.
How much power is dissipated in the resistor?

0.25 W
4.0 W
16 W
32 W",D
100,"A student uses the circuit shown to determine the resistance of two identical resistors.

The voltmeter reading is 2.2V and the ammeter reading is 0.25A.
What is the resistance of each resistor?

0.275 Ω
0.55 Ω
4.4 Ω
8.8 Ω",C
101,"The diagram shows a positively charged conducting sphere and a wire connected to earth.

What happens when the wire is touched onto the sphere?

Electrons flow from earth to the sphere.
Electrons flow from the sphere to earth.
Positive charges flow from earth to the sphere.
Positive charges flow from the sphere to earth.",A
102,"The diagrams show a magnetised steel rod inside a solenoid connected to a potentiometer.
In diagram 1, the potentiometer is connected to a d.c. power supply.
In diagram 2, the potentiometer is connected to an a.c. power supply.

Which action would demagnetise the piece of steel?

In diagram 1,move the potentiometer slide from P to Q.
In diagram 1,move the potentiometer slide from Q to P.
In diagram 2,move the potentiometer slide from R to S.
In diagram 2,move the potentiometer slide from S to R.",D
103,"Four nails A, B, C and D are tested to find which makes the strongest permanent magnet.
One of the nails is placed against a bar magnet and the number of paper clips which the nail can support is recorded.

The bar magnet is then removed and the number of paper clips remaining attached to the nail is recorded. Each nail is tested individually.
Which nail becomes the strongest permanent magnet?



 
number of paper clips attached to the nail


bar magnet present
bar magnet removed


A
2
0


B
2
1


C
4
3


D
5
2",C
104,"Two people are standing outdoors on either side of a high wall.

Person 1 can hear person 2 talking although he cannot see her.
Which statement explains this?

The sound waves have diffracted around the wall.
The sound waves have passed unaffected through the wall.
The sound waves have reflected around the wall.
The sound waves have refracted around the wall.",A
105,"An intruder alarm sensor detects that a person is warmer than his surroundings.
Which type of electromagnetic wave does the sensor detect?

infrared
radio
ultraviolet
visible light",A
106,"Which statement about converging lenses is correct?

A real image of an object projected onto a screen by a converging lens is always inverted.
The image formed by a converging lens is always upright.
The image formed by a converging lens when used as a magnifying glass is a real image.
Parallel rays entering a converging lens are focused at a distance greater than the focal length from the lens.",A
107,"Which statement is correct?

The speed of light in glass is equal to the speed of light in a vacuum multiplied by the refractive index of glass.
The incident angle of a light ray at an air-glass surface is the angle between the ray and the glass surface.
The sine of the critical angle at an air-glass surface is equal to .
The angle of refraction for light passing through an air-glass surface is proportional to the angle of incidence at that surface.",C
108,"The diagram shows a wave.

What are the amplitude and the wavelength of this wave?



 
amplitude/cm
wavelength/cm


A
3
4


B
3
8


C
6
4


D
6
8",B
109,"An earthquake-monitoring station records the arrival of 16 complete waves of an earthquake wave in 20 s.
The speed of the earthquake wave is 6.0 km/s.
What is the wavelength of the earthquake wave?

1.3 × 10–4 m
2.1 × 10–4 m
4.8 × 103 m
7.5 × 103 m",D
110,"The diagram shows a vacuum flask used to keep a liquid warm.

Which methods of heat loss are reduced by the vacuum between the silvered walls?

conduction only
conduction and convection only
convection and radiation only
conduction,convection and radiation",B
111,"Why are metals better conductors of thermal energy than non-metals?

They contain free electrons.
Their molecules are further apart.
Their molecules vibrate at a higher frequency.
They have smoother surfaces.",A
112,"The diagrams show four blocks of steel. The blocks are all drawn to the same scale.
The same quantity of thermal energy is given to each block.
Which block shows the greatest rise in temperature?",A
113,"The diagram shows a liquid-in-glass thermometer.

Which row gives the correct labels for the thermometer?



 
X
Y


A
water
narrow tube of uniform diameter


B
alcohol
narrow tube of uniform diameter


C
water
this end immersed in substance to be measured


D
alcohol
this end immersed in substance to be measured",B
114,"The relationship between pressure p and volume V of a gas is given as pV = constant.
Under which conditions for the mass of a gas and for its temperature does the equation hold?



 
mass
temperature


A
changing
changing


B
changing
constant


C
constant
changing


D
constant
constant",D
115,"When a molecule rebounds from a wall, a force is exerted on the wall.
What causes this force?

the kinetic energy gained by the molecule
the kinetic energy lost by the molecule
the change of momentum of the molecule
the change of speed of the molecule",C
116,"A pipe full of water connects a water supply on a hill to a tap lower down the hill.
The length of the pipe is 500m. The height of the supply above the tap is 100m.
The density of the water is 1000 kg/m3. The effect of atmospheric pressure is negligible.
What is the water pressure at the tap?

100000 Pa
500000 Pa
1000000 Pa
5000000 Pa",C
117,"The diagram shows a solid block resting on a bench. The dimensions of the block are shown.

On which labelled surface should the block rest to produce the smallest pressure on the bench?

P
Q
R
P, Q and R produce the same pressure",A
118,"The velocity v of an object increases as it falls towards the ground.
Which quantity is directly proportional to v2?

the speed of the object
the gravitational potential energy of the object
the kinetic energy of the object
the momentum of the object",C
119,"A mass bounces up and down on a steel spring. The diagram shows the mass and the spring at different points during the motion.

At which point does the mass have the least gravitational potential energy and at which point is the most elastic energy stored in the spring?



 
least amount ofgravitationalpotential energy
most elastic energystored in spring


A
mass moving down
mass moving up


B
mass moving down
lowest point


C
lowest point
mass moving up


D
lowest point
lowest point",D
120,"A ball falls vertically to the floor and rebounds vertically upwards.
Just before it hits the floor, its speed is 4.0 m/s.
As it rebounds, its speed is 3.0 m/s.
The mass of the ball is 0.50 kg.
What is the change in momentum of the ball?

0.50 kg m/s downwards
0.50 kg m/s upwards
3.5 kg m/s downwards
3.5 kg m/s upwards",D
121,"Which quantity is not a vector?

acceleration
temperature
velocity
weight",B
122,"Which moving object has a resultant force acting on it?

a diver rising vertically through water at constant speed
an aircraft circling an airport at constant speed
a parachutist descending vertically at terminal velocity
a train going up a straight slope at constant speed",B
123,"A rectangular gymnasium is 50m long, 25m wide and 8.0m high.
The density of air is 1.2kg/m3.
What is the best estimate of the mass of air in the gymnasium?

0.00012kg
100kg
8300kg
12000kg",D
124,"Which row gives the correct weight for the mass shown?
The value of g is 10N/kg.



 
mass/kg
weight/N


A
2
20


B
10
1


C
10
10


D
20
2",A
125,"Which statement correctly describes the effects of placing a heavy load in a car?

It is easier to accelerate the car and easier to bring the car to rest.
It is easier to accelerate the car but more difficult to bring the car to rest.
It is more difficult to accelerate the car and more difficult to bring the car to rest.
It is more difficult to accelerate the car but easier to bring the car to rest.",C
126,"Which statement about acceleration is correct?

It is related to the changing speed of an object.
It is the distance an object travels in one second.
It is the force acting on an object divided by the distance it travels in one second.
It is the force acting on an object when it is near to the Earth.",A
127,"A student investigates the motion of a ball rolling down a slope.
The diagram shows the speed v of the ball at different times t.

Which statement describes the motion of the ball?

The acceleration is not constant.
The acceleration is negative.
The speed is decreasing.
The velocity is constant.",A
128,"Diagram 1 shows a solid, rectangular-sided block.

Diagram 2 shows the same block from the front and from the side.

Metre rules have been shown close to the edges of the block.
What is the volume of the block?

120 cm3
168 cm3
264 cm3
1155 cm3",B
129,"α-particles, β-particles and γ-rays are emitted by radioactive nuclei when they decay.
Which emissions can be deflected by an electric field?

α-particles and β-particles only
β-particles and γ-rays only
γ-rays and α-particles only
α-particles, β-particles and γ-rays",A
130,"A thin sheet of paper is placed between a radioactive source and a radiation detector. The count rate falls to a very low reading.

From this result, which type of radiation is the source emitting?

α-particles
β-particles
γ-rays
X-rays",A
131,"A radioactive material has a half-life of 20 days.
A sample of the material contains 8.0×1010 atoms.
How many atomic nuclei have decayed after 60 days?

1.0 × 1010
4.0 × 1010
6.0 × 1010
7.0 × 1010",D
132,"Uranium-235 can undergo nuclear fission in many ways.
Which equation correctly shows a possible fission reaction for uranium-235?",A
133,"A beam of electrons is passed through the magnetic field of a magnet.
How must the magnet be positioned to deflect the beam in the direction shown?",B
134,"The diagram shows the magnetic field due to a current in a solenoid.
Where is the magnetic field the strongest?",C
135,"The diagram shows a circuit used to switch on a heater when the temperature drops below a certain value.

Which row shows the components that should be connected at X and at Y?



 
X
Y


A




B




C




D",B
136,Which symbol represents a NAND gate?,B
137,"What is the effective resistance of the following combination of resistors?


1.8 Ω
7.4 Ω
11 Ω
18 Ω",B
