,Question,Mark Scheme,Response
13,Explain the difference between the terms of trade and the balance of trade in goods and consider whether an economy should be more concerned about its terms of trade than its balance of trade in goods. [8],"a

Explain the difference between the terms of trade and the balance of trade in goods and consider whether an economy should be more concerned about its terms of trade than its balance of trade in goods.
Follow the point-based marking guidance at the top of this mark scheme and award:up to 3 marks for AO1 Knowledge and understanding.up to 3 marks for AO2 Analysisup to 2 marks for AO3 Evaluation.
AO1 Knowledge and Understanding (max 3 marks)The term of trade is a numerical measure of the relationship/ratio between export and import prices (1)with an accurate formula showing the measure as an index (1)whereas the balance of trade in goods measures the revenue earned from exports of goods minus the expenditure on imports of goods (1)
AO2 Analysis (max 3 marks)Analysis must consider issues concerning both the terms of trade and the balance of trade in goods. These may include:

Up to 2 marks for an analysis of the effects of changes to the terms of trade e.g., relative change in competitiveness, increase in cost-push inflation, effects on balance of trade in goods and services.
Up to 2 marks for an analysis of the effects of changes to the balance of trade e.g., an increase in the demand for exports ceteris paribus may lead to an increase in the balance of trade, impact on employment levels, economic growth, inflation.
MAX 3 marks overall

AO3 Evaluation (max 2 marks)Evaluation should use relevant analysis to consider the importance of both measures and make a judgement as to which one may be of most concern to an economy (1). Reserve one mark for a justified conclusion (1).

8


AO1 Knowledge and understanding
3


AO2 Analysis
3


AO3 Evaluation
2

","The terms of trade refer to the ratio between the price of a country’s exports and the price of its imports, expressed as an index. This is calculated by dividing the index of export prices by the index of import prices and multiplying by 100. It reflects the purchasing power of a country’s exports in terms of imports. For instance, an improvement in the terms of trade occurs when export prices rise relative to import prices, allowing the economy to acquire more imports for a given quantity of exports. In contrast, the balance of trade in goods measures the difference between the monetary value of a country’s exports of goods and its imports of goods. A trade surplus arises when export revenue exceeds import expenditure, while a deficit occurs when import spending surpasses export earnings. These concepts are distinct: the terms of trade focus on relative price movements, while the balance of trade quantifies net flows of goods.  

Changes in the terms of trade can influence economic performance. If export prices rise faster than import prices, the terms of trade improve, potentially increasing real income and living standards. However, higher export prices may reduce competitiveness if demand for exports is price elastic, leading to a fall in export volumes and a deterioration in the balance of trade. Conversely, a decline in the terms of trade, such as from rising import prices, could trigger cost-push inflation, eroding purchasing power. Meanwhile, the balance of trade directly impacts aggregate demand. A surplus adds to GDP through net exports, stimulating growth and employment, while a deficit may signal over-reliance on imports, potentially necessitating borrowing or drawing on foreign reserves. Persistent deficits could also affect exchange rates or lead to protectionist measures.  

Evaluating whether an economy should prioritize terms of trade or balance of trade depends on context. A terms-of-trade shock, such as rising import prices for essential commodities, may have widespread inflationary effects, harming households and firms. Conversely, a trade deficit driven by strong domestic demand might reflect economic growth rather than weakness. The significance of each measure also hinges on the economy’s structure: export-oriented economies may prioritize terms of trade to sustain income, while those reliant on imports for production might focus on balancing trade to avoid unsustainable deficits. Ultimately, neither measure is universally more critical—their importance varies with economic objectives, external conditions, and the interplay between price competitiveness and trade volumes. A holistic assessment of both indicators is necessary for informed policymaking."
14,"With the help of examples, explain the difference between free goods and public goods and consider the view that public goods can never be provided in a market economy. [8]","a

With the help of examples, explain the difference between free goods and public goods and consider the view that public goods can never be provided in a market economy.
Follow the point-based marking guidance at the top of this mark scheme and award:

up to 3 marks for AO1 Knowledge and understanding.
up to 3 marks for AO2 Analysis
up to 2 marks for AO3 Evaluation.

AO1 Knowledge and Understanding (max 3 marks)Free goods are not scarce and have zero opportunity cost/no prices as no factors of production are required to produce them (1)Public goods have two main characteristics of non-excludability and nonrivalry with a brief explanation of both terms (1)Provide accurate examples of both e.g., fresh air and street lighting respectively (1)
AO2 Analysis (max 3 marks) Explanation of why each of the two characteristics of public goods lead to the free rider problem (1 + 1) and why this makes it impossible/unrealistic to charge a price for them so the market economy would not supply them and therefore they must be provided by the government (1)
AO3 Evaluation (max 2 marks)

Consideration of the view that pure public goods can never be provided in a market economy unless they are directly funded by the government (1)
Or could be considered to be quasi or semi-public goods in which case a price could be charged, and they could be provided by a market economy (1)
Reserve one mark for a justified conclusion (1)


88


AO1 Knowledge and understanding
3


AO2 Analysis
3


AO3 Evaluation
2

","Free goods are resources that are not scarce and do not require the use of factors of production to be made available. They have zero opportunity cost, meaning their consumption does not involve sacrificing alternative uses. Examples include naturally abundant resources like sunlight or air. In contrast, public goods possess two defining characteristics: non-excludability, where individuals cannot be prevented from using the good once it is provided, and non-rivalry, where one person’s consumption does not reduce its availability to others. Street lighting exemplifies a public good, as it is accessible to all and one user’s benefit does not diminish another’s.  

The market economy faces significant challenges in providing public goods due to the free-rider problem. Non-excludability means firms cannot charge users directly, as individuals can benefit without paying. This eliminates profit incentives for private firms, which rely on revenue from priced goods. Non-rivalry further complicates pricing, as marginal costs of additional users are zero, making it inefficient to charge for usage. Consequently, public goods would be underprovided or entirely absent in a pure market system, necessitating government intervention through taxation and public funding.  

However, the feasibility of market provision depends on the nature of the good. Pure public goods, such as national defense, are unlikely to be supplied privately due to their strict non-excludability and non-rivalry. Yet, quasi-public goods, which partially exhibit these traits, might be provided by markets. For instance, toll roads are excludable but non-rivalrous up to congestion points, allowing private firms to charge users. Additionally, philanthropic funding or government subsidies could enable limited provision in a market economy. Thus, while pure public goods require state intervention, mixed approaches or quasi-public goods may allow some market involvement, contingent on institutional arrangements and the degree to which exclusion or rivalry can be introduced."
15,"With the help of a formula, explain what is meant by the term price elasticity of demand for a product and consider the extent to which it allows an entrepreneur to determine the effect of price changes on the total expenditure on their product. [8]","a

With the help of a formula, explain what is meant by the term price elasticity of demand for a product and consider the extent to which it allows an entrepreneur to determine the effect of price changes on the total expenditure on their product.
Follow the point-based marking guidance at the top of this mark scheme and award:

up to 3 marks for AO1 Knowledge and understanding
up to 3 marks for AO2 Analysis
up to 2 marks for AO3 Evaluation.

AO1 Knowledge and Understanding (max 3 marks) For a clear understanding of the meaning of price elasticity of demand (1) plus an accurate formula (1) plus a clear understanding of what is meant by price elastic and price inelastic that refers to relative proportionate or percentage changes rather than large or small changes (1)
AO2 Analysis (max 3 marks) Up to 2 marks for clear analysis of how total expenditure on a product is affected by price changes if the demand is price elastic. Up to 2 marks for clear analysis of how total expenditure on a product is affected by price changes if the demand is price inelastic. Note: as the question refers to price changes it is expected that answers should consider both price increases and price decreases. If either part of the analysis only considers a price rise or a fall, then a maximum of 1 mark for that part of the analysis. If both parts of the analysis consider a price rise or fall then a maximum mark of 2 i.e., 1 + 1.
AO3 Evaluation (max 2 marks)Up to 2 marks for considering the extent to which the concept can help the entrepreneur and making a judgement.

Consideration of the accuracy of the measure and the ease of calculation for an entrepreneur
Consideration of other factors which may affect total expenditure on a product when price changes.
Reserve 1 mark for a conclusion that focuses on the extent to which it allows the entrepreneur to determine the effect of price changes.


8


AO1 Knowledge and understanding
3


AO2 Analysis
3


AO3 Evaluation
2

","Price elasticity of demand measures the responsiveness of quantity demanded to a change in price, calculated using the formula PED = (% change in quantity demanded) / (% change in price). A value greater than 1 indicates price elastic demand, where the percentage change in quantity demanded exceeds the percentage change in price. Conversely, a value less than 1 signifies price inelastic demand, where quantity demanded changes proportionally less than the price. This distinction is crucial for entrepreneurs, as it influences how total expenditure—calculated as price multiplied by quantity—responds to price adjustments.  

When demand is price elastic, a price increase reduces total expenditure because the significant drop in quantity demanded outweighs the higher price. Conversely, lowering prices boosts total expenditure, as the substantial rise in quantity demanded compensates for the lower price per unit. For price inelastic demand, the opposite occurs: raising prices increases total expenditure, as the modest decline in quantity demanded is offset by higher prices, while lowering prices reduces total expenditure due to insufficient growth in quantity demanded to counterbalance the price reduction. This relationship allows entrepreneurs to predict whether altering prices will expand or contract their revenue, depending on the elasticity of their product.  

However, the practical utility of price elasticity depends on several factors. Accurate calculation requires reliable data on past price and quantity changes, which may be unavailable or volatile, particularly in dynamic markets. Additionally, elasticity can vary over time or across different price ranges, limiting its predictive power. Entrepreneurs must also consider external influences, such as shifts in consumer preferences, competitor pricing strategies, or income changes, which may independently affect total expenditure. While elasticity provides a theoretical framework for decision-making, real-world outcomes depend on the interplay of these variables. Thus, price elasticity is a valuable tool but not a definitive predictor, as its effectiveness hinges on data accuracy and the stability of market conditions."
16,Explain the difference between an import tariff and an import quota and consider why a government would choose an import tariff rather than an import quota as a tool of protection in international trade. [8],"a

Explain the difference between an import tariff and an import quota and consider why a government would choose an import tariff rather than an import quota as a tool of protection in international trade.
Follow the point-based marking guidance at the top of this mark scheme and award:up to 3 marks for AO1 Knowledge and understanding up to 3 marks for AO2Analysisup to 2 marks for AO3 Evaluation.
AO1 Knowledge and understanding (max 3 marks)
The meaning of an import tariff as a tool of protection. (Up to 2 marks)The meaning of an import quota as a tool of protection. (Up to 2 marks) (Max 3 marks)
AO2 Analysis (max 3 marks)An explanation of the various advantages and disadvantages of an import tariff as a tool of protection in international trade. (Up to 2 marks)An explanation of the various advantages and disadvantages of an import quota as a tool of protection in international trade. (Up to 2 marks)
Max 3 marks
AO3 Evaluation (max 2 marks)
Offers a valid judgement on why a government would choose an import tariff rather than an import quota as a tool of protection in international trade (1) to reach a conclusion. (1)

8


AO1 Knowledge and understanding
3


AO2 Analysis
3


AO3 Evaluation
2

","An import tariff is a tax imposed on imported goods, increasing their price in the domestic market. This raises the cost of foreign products relative to domestically produced alternatives, reducing demand for imports and encouraging consumers to switch to domestic goods. An import quota, by contrast, is a physical restriction on the quantity of a specific good that can be imported over a set period. While both aim to protect domestic industries by limiting foreign competition, their mechanisms differ: tariffs alter prices through taxation, whereas quotas directly control quantities.  

Tariffs generate government revenue, which can be redistributed or used to fund public services. The price increase from tariffs also allows domestic producers to compete more effectively, potentially stimulating investment and employment in protected industries. However, tariffs may provoke retaliatory measures from trading partners, escalating trade tensions. Quotas, while limiting import volumes, do not generate revenue and may lead to higher domestic prices if demand exceeds the restricted supply. Additionally, quotas can create artificial scarcity, incentivising inefficiencies such as rent-seeking behaviour, where firms compete for import licenses rather than improving productivity.  

A government might prefer tariffs over quotas due to their revenue-generating capacity, which supports fiscal policy objectives. Tariffs also offer flexibility, as their economic impact adjusts automatically with changes in import volumes or exchange rates, whereas quotas require periodic renegotiation to remain effective. Furthermore, tariffs are more transparent and easier to integrate into international trade agreements, as they can be gradually reduced during negotiations. Quotas, by rigidly capping imports, may hinder market responsiveness and lead to greater price volatility if domestic supply cannot adjust to demand shocks.  

The choice between tariffs and quotas depends on the government’s priorities. If revenue generation and adaptability are critical, tariffs are preferable. However, quotas might be chosen if strict control over import quantities is deemed necessary, despite the risk of higher prices and inefficiencies. Ultimately, the decision hinges on balancing protectionist goals with economic efficiency and the potential for international trade repercussions."
17,Explain the reasons why governments impose taxes and consider whether an increase in income tax is fairer than an increase in sales taxes. [8],"a

Explain the reasons why governments impose taxes and consider whether an increase in income tax is fairer than an increase in sales taxes.
Follow the point-based marking guidance at the top of this mark scheme and award:up to 3 marks for AO1 Knowledge and understanding up to 3 marks for AO2Analysisup to 2 marks for AO3 Evaluation.
AO1 Knowledge and understanding (max 3 marks)
A clear understanding of the various possible reasons why governments impose taxes.
AO2 Analysis (max 3 marks)
Analysis of the distinction between a direct tax, such as income tax, and an indirect tax, such as a sales tax, with appropriate reference to fairness.
AO3 Evaluation (max 2 marks)
Offers a valid judgement on whether an increase in income tax is fairer than an increase in sales taxes (1) to reach a conclusion. (1)

8


AO1 Knowledge and understanding
3


AO2 Analysis
3


AO3 Evaluation
2

","Governments impose taxes primarily to finance public expenditure, redistribute income, and correct market failures. Taxes provide the revenue necessary to fund public goods and services, such as national defense and infrastructure, which are non-excludable and non-rivalrous, meaning they cannot be efficiently provided by private markets. Additionally, taxes are used to address income inequality through progressive taxation systems, where higher-income individuals pay a larger proportion of their income, aligning with the principle of vertical equity. Taxes also serve to internalise externalities, such as imposing Pigouvian taxes on goods with negative spillover effects, thereby aligning private costs with social costs. Furthermore, taxes can be used as a tool for macroeconomic stabilisation, influencing aggregate demand through fiscal policy.  

Income tax is a direct tax levied on individuals’ earnings, while sales taxes are indirect taxes imposed on the consumption of goods and services. The fairness of these taxes depends on their incidence and equity implications. Income tax is typically progressive, as higher earners pay a higher marginal rate, reflecting the ability-to-pay principle and vertical equity. In contrast, sales taxes are generally regressive, as lower-income households spend a larger proportion of their income on taxable goods, leading to a disproportionate burden. However, sales taxes may be justified under the benefit principle, as they link taxation to consumption patterns. The extent of regressivity can be mitigated if exemptions are applied to essential goods, though this complicates the tax system.  

Whether an income tax increase is fairer than a sales tax increase depends on the structure of each tax and societal equity objectives. Income tax progressivity enhances vertical equity but may disincentivise productivity if marginal rates are excessively high. Sales taxes, while simpler to administer, risk exacerbating inequality unless carefully designed. Fairness also hinges on the broader tax system’s progressivity and the redistribution mechanisms in place. Consequently, income tax increases are typically fairer in principle due to their progressive nature, but practical equity outcomes depend on policy design and complementary measures to protect vulnerable groups."
18,Explain why a government might decide to increase its direct provision of essential goods and services and consider whether such a policy is always likely to be successful. [8],"a

Explain why a government might decide to increase its direct provision of essential goods and services and consider whether such a policy is always likely to be successful.
Follow the point-based marking guidance at the top of this mark scheme and award:up to 3 marks for AO1 Knowledge and understanding up to 3 marks for AO2Analysisup to 2 marks for AO3 Evaluation.
AO1 Knowledge and understanding (max 3 marks)
An understanding of the role of the state in providing essential goods and services, such as merit goods (1); these could include education and health care (1) and they could be financed out of money received from taxation. (1)
Guidance: Allow expenditure by a government on items such as food and shelter.
AO2 Analysis (max 3 marks)
Up to 2 marks for explaining each essential good or service that a government might decide to increase the direct provision of.
Max: 3 marks
Guidance:2 marks for each well-explained essential good or service provided by the state and 1 mark for each essential good or service provided by the state with limited explanation.
AO3 Evaluation (max 2 marks)
Offers a valid judgement on whether an increase in a government's direct provision of essential goods and services will always be likely to be successful in achieving its objectives in an economy (1) to reach a conclusion. (1)

8


AO1 Knowledge and understanding
3


AO2 Analysis
3


AO3 Evaluation
2

","A government may increase its direct provision of essential goods and services to address market failures associated with their underconsumption or underproduction. Essential goods, such as healthcare and education, are often classified as merit goods, which generate positive externalities. Merit goods are characterised by their ability to provide benefits beyond those perceived by individual consumers, leading to information failure where individuals undervalue their true social benefits. For example, individuals may underconsume education due to underestimating its long-term societal advantages, such as higher productivity or reduced crime rates. Public goods, such as street lighting, are non-excludable and non-rivalrous, meaning private firms lack profit incentives to supply them, as consumers can free-ride without paying. Direct government provision ensures these goods are available at socially optimal levels, funded through taxation to overcome free-rider problems and correct externalities. Additionally, during crises like natural disasters, governments may directly supply necessities like food and shelter to prevent shortages, as private markets may fail to respond adequately due to price inelasticity or logistical constraints.

The success of such policies depends on several factors. Governments must balance opportunity costs, as increased spending on essential goods may divert resources from other sectors like infrastructure. Efficiency in public provision is critical; bureaucratic inefficiencies or misallocation of funds could reduce the quality or accessibility of services compared to private alternatives. Furthermore, the effectiveness of taxation determines fiscal sustainability—excessive reliance on tax revenue may strain public finances or discourage private investment. The scale of government intervention must also avoid crowding out private sector participation, which could stifle innovation or reduce competitive pressures. Ultimately, while direct provision addresses market failures, its success hinges on administrative competence, resource availability, and the ability to adapt to dynamic economic conditions."
19,"With the help of a diagram, explain what could cause an increase in demand for a product and consider whether the impact of an increase in demand on the price of the product will be the same in the short run and the long run. [8]","a

With the help of a diagram, explain what could cause an increase in demand for a product and consider whether the impact of an increase in demand on the price of the product will be the same in the short run and the long run.
Follow the point-based marking guidance at the top of this mark scheme and award:up to 3 marks for AO1 Knowledge and understanding up to 3 marks for AO2Analysisup to 2 marks for AO3 Evaluation.
AO1 Knowledge and understanding (max 3 marks)
An understanding of the demand for a product, shown through an accurate diagram, with correctly labelled axes (1), correctly labelled demand and supply curves and a correctly labelled shift of the demand curve to the right (1) and with equilibrium positions in terms of both price and quantity clearly shown or a movement from E1 to E2. (1)
AO2 Analysis (max 3 marks)
Uses the diagram to explain what could cause a shift of the demand curve to the right for a product and analyses the causes of an increase in demand for a product.
AO3 Evaluation (max 2 marks)
Offers a valid judgement on whether the impact of an increase in demand on the price of the product will be the same in the short run and long run (1) to reach a conclusion. (1)

8


AO1 Knowledge and understanding
3


AO2 Analysis
3


AO3 Evaluation
2

","An increase in demand for a product occurs when consumers are willing and able to purchase a greater quantity at each price level, represented by a rightward shift of the demand curve. DIAGRAM: (A demand and supply graph with price on the vertical axis and quantity on the horizontal axis. The initial demand curve D1 intersects supply curve S at equilibrium E1, with price P1 and quantity Q1. An outward shift to demand curve D2 creates a new equilibrium E2 at price P2 and quantity Q2.) The shift from D1 to D2 illustrates how factors such as rising consumer income, changes in the price of substitute goods, or increased preferences for the product can increase demand. For instance, higher income for normal goods raises consumers’ purchasing power, enabling them to buy more at every price. Similarly, if a substitute good becomes more expensive, consumers may switch to this product, increasing its demand.  

The immediate effect of increased demand in the short run is a rise in price from P1 to P2, as suppliers face constraints in expanding production quickly due to fixed factors of production. Supply is relatively inelastic in the short term, so the price increase is pronounced. However, in the long run, firms can adjust capital, hire more labour, or new firms may enter the market, shifting the supply curve to the right. DIAGRAM: (A second supply curve S2 intersects D2 at a new equilibrium E3, with price P3 lower than P2 but higher than P1, and quantity Q3 higher than Q2.) This increased elasticity of supply reduces the price from P2 to P3, though it remains above the original price P1.  

The impact on price differs between the short and long run due to supply elasticity. In the short run, supply is less responsive, leading to a sharper price increase. In the long run, supply adjustments mitigate the price rise. However, the extent of this mitigation depends on factors such as production flexibility, entry barriers for new firms, and the time required for investment in capital. If supply cannot expand sufficiently due to resource scarcity or regulatory constraints, prices may remain high even in the long run. Thus, while prices generally stabilise lower in the long run, the degree of change is contingent on market conditions and supply-side adaptability."
20,Explain how monetary policy may be able to reduce the rate of inflation in an economy and consider the likely success of this policy. [8],"a

Explain how monetary policy may be able to reduce the rate of inflation in an economy and consider the likely success of this policy.
Follow the point-based marking guidance at the top of this mark scheme and award:up to 3 marks for AO1 Knowledge and understanding up to 3 marks for AO2 Analysisup to 2 marks for AO3 Evaluation.
AO1 Knowledge and understanding (max 3 marks)
An understanding of monetary policy (1); tools of monetary policy :interest rates, supply of money and regulations (1); nature of a contractionary monetary policy (1)
AO2 Analysis (max 3 marks)
An explanation of how the tools of monetary policy can be applied to reduce inflation (1); analysis of these changes on aggregate demand and the price level (1); analysis of the effects on output and employment (1).
AO3 Evaluation (max 2 marks) The effectiveness of monetary policy will depend upon the response of consumers and firms, in particular to higher interest rates (1) May also depend on the rate of inflation and its causes (1) Reserve 1 mark for a justified conclusion.

8


AO1 Knowledge and understanding
3


AO2 Analysis
3


AO3 Evaluation
2

","Monetary policy refers to the actions taken by a central bank to influence the cost and availability of money in an economy, primarily through adjustments to interest rates, the money supply, and credit regulations. Contractionary monetary policy is specifically designed to reduce inflationary pressures by dampening aggregate demand. A key tool is raising the policy interest rate, which increases borrowing costs for households and firms. Higher interest rates discourage consumer spending on credit-financed goods, such as mortgages or durable goods, and reduce business investment in capital projects due to the increased expense of loans. This decline in consumption and investment reduces aggregate demand, leading to downward pressure on the general price level. Another tool involves reducing the money supply through mechanisms such as selling government bonds in open market operations, which limits liquidity in the banking system and further restricts lending. Additionally, tighter credit regulations, like higher reserve requirements for banks, can constrain the availability of loans, amplifying the contractionary effect on spending. The resulting fall in aggregate demand may also reduce real output and employment, as firms facing weaker demand cut production and lay off workers, illustrating the potential trade-off between inflation control and economic growth.  

The success of contractionary monetary policy in reducing inflation depends on several factors. The responsiveness of consumers and firms to higher interest rates is critical; if households have high levels of variable-rate debt, rate hikes may sharply reduce disposable income and spending, whereas in economies with low debt or fixed-rate borrowing, the impact may be muted. The cause of inflation also matters: demand-pull inflation, driven by excessive aggregate demand, is more directly addressed by tightening monetary policy, whereas cost-push inflation, stemming from supply-side shocks like rising oil prices, may persist despite lower demand. Furthermore, time lags in the transmission mechanism—such as delays in banks adjusting lending rates or firms revising investment plans—can slow the policy’s effect, potentially allowing inflation to become entrenched. Consequently, while monetary policy can be effective in curbing demand-pull inflation, its success is contingent on the economic context and structural characteristics of the financial system."
21,"With the help of a circular flow of income diagram, explain how equilibrium is determined in an open economy and consider whether a budget deficit or a trade deficit is more likely to cause lasting disequilibrium. [8]","a

With the help of a circular flow of income diagram, explain how equilibrium is determined in an open economy and consider whether a budget deficit or a trade deficit is more likely to cause lasting disequilibrium.
Follow the point-based marking guidance at the top of this mark scheme and award:up to 3 marks for AO1 Knowledge and understanding up to 3 marks for AO2 Analysisup to 2 marks for AO3 Evaluation.
AO1 Knowledge and understanding (max 3 marks) An understanding of the circular flow of income shown through an accurate diagram showing income flows between firms and households (1); correct inclusion of exports and imports (1); correct inclusion of government spending and taxation (1)
AO2 Analysis (max 3 marks) Explanation of injections into the circular flow of income;(1); explanation of leakages from the circular flow of income (1); determination of equilibrium in the circular flow of income (1)
AO3 Evaluation (max 2 marks) Consideration how a budget deficit or a trade deficit leads to disequilibrium in the circular flow of income (1); consideration which is likely to cause lasting disequilibrium (1) Reserve 1 mark for a justified conclusion

8


AO1 Knowledge and understanding
3


AO2 Analysis
3


AO3 Evaluation
2

","In an open economy, the circular flow of income illustrates the movement of money between households and firms, with additional interactions involving the government and foreign sectors. (DIAGRAM: The circular flow diagram includes households supplying factors of production to firms and receiving income, which is spent on goods and services. Injections into the flow—government spending (G), investment (I), and exports (X)—increase national income, while leakages—taxation (T), savings (S), and imports (M)—withdraw income from the flow.) Equilibrium occurs when total injections (G + I + X) equal total leakages (T + S + M). If injections exceed leakages, national income rises as more spending enters the economy, stimulating production and employment. Conversely, if leakages exceed injections, income contracts, leading to reduced output and potential unemployment. For instance, an increase in exports raises injections, shifting the economy toward a higher equilibrium level of income, while higher imports divert spending abroad, acting as a leakage that reduces domestic income. The equilibrium is dynamic, adjusting to changes in any component of injections or leakages.  

A budget deficit arises when government spending exceeds tax revenue (G > T), representing an injection that may temporarily boost income. However, persistent deficits can increase public debt, leading to higher interest rates that crowd out private investment, reducing long-term growth. A trade deficit occurs when imports exceed exports (M > X), reflecting net leakages that drain income from the economy. While a budget deficit can be corrected through fiscal policy adjustments—such as reducing spending or raising taxes—a trade deficit often stems from structural factors like low competitiveness or exchange rate imbalances, which are harder to address. Trade deficits may lead to sustained disequilibrium due to reliance on foreign borrowing, creating vulnerabilities to external shocks. The lasting impact of each deficit depends on the economy’s capacity to adjust: budget deficits are more controllable domestically, whereas trade deficits depend on global market conditions. Consequently, trade deficits are more likely to cause lasting disequilibrium, particularly if they erode international confidence or lead to unsustainable foreign debt levels."
22,Explain why government intervention may be required to provide merit goods and consider why such intervention may not always be successful. [8],"a

Explain why government intervention may be required to provide merit goods and consider why such intervention may not always be successful.
Follow the point-based marking guidance at the top of this mark scheme and award:up to 3 marks for AO1 Knowledge and understanding up to 3 marks for AO2 Analysisup to 2 marks for AO3 Evaluation.
AO1 Knowledge and understanding (max 3 marks)Government intervention takes place when markets fail (1); nature of information failure (1) examples of merit goods (1)
AO2 Analysis (max 3 marks) Application of reasons for government provision of merit goods to include essential nature of merit goods (1); private sector not willing to fully provide (1); problem of payment for merit goods (1) benefits in terms of society and the economy (1)
Guidance; Award 1 mark for each example that is explained
AO3 Evaluation (max 2 marks)

Governments may lack the resources to provide sufficient merit goods
Governments may not have enough information on which merit goods should be provided
Reserve 1 mark for a justified conclusion


8


AO1 Knowledge and understanding
3


AO2 Analysis
3


AO3 Evaluation
2

","Merit goods are goods that generate positive externalities in consumption, meaning their social benefits exceed private benefits. Consumers often undervalue these goods due to information failure—they lack full knowledge of the long-term advantages, leading to underconsumption. For example, education and healthcare are merit goods: individuals may underestimate their benefits, resulting in lower demand than socially optimal. Government intervention becomes necessary because markets left to themselves will underprovide merit goods. Private producers, driven by profit motives, have little incentive to supply goods that consumers are unwilling to purchase at levels reflecting their true social value. Furthermore, merit goods are often essential for societal welfare and economic productivity, justifying state involvement to correct market failure.  

The free market may fail to allocate sufficient resources to merit goods due to the divergence between private and social benefits. Since consumers base decisions on perceived private benefits rather than broader societal gains, demand is too low, leading to underproduction. Governments can intervene through subsidies, direct provision, or legislation to increase consumption. Subsidies reduce prices, aligning private costs closer to social costs and encouraging higher demand. Direct provision ensures universal access, particularly for goods like healthcare, where affordability barriers might otherwise exclude low-income groups. By addressing information failure through public campaigns, governments can also raise awareness of long-term benefits, shifting demand curves outward.  

However, government intervention may not always succeed. Funding constraints limit the scale of provision—subsidies or free services require significant tax revenue, which may be unavailable in lower-income economies. Additionally, governments might lack precise information about the optimal quantity or type of merit goods needed, leading to inefficiencies such as overprovision in some areas and shortages in others. Political priorities may divert resources away from merit goods toward projects with more immediate electoral appeal. Effectiveness also depends on administrative capacity; poorly designed policies, such as misallocated subsidies, could distort markets without resolving underlying information gaps. Thus, while intervention is crucial, its success hinges on resource availability, accurate information, and efficient implementation."
23,"Explain, with the help of examples, the significance of the size and sign of the coefficient of income elasticity of demand for the classification of a good and consider how confident you are of this classification. [8].","a

Explain, with the help of examples, the significance of the size and sign of the coefficient of income elasticity of demand for the classification of a good and consider how confident you are of this classification.
Follow the point-based marking guidance at the top of this mark scheme and award:up to 3 marks for AO1 Knowledge and understanding up to 3 marks for AO2 Analysisup to 2 marks for AO3 Evaluation.
AO1 Knowledge and Understanding (max 3 marks)Knowledge of what is meant by income elasticity of demand (1)Formula for calculation of income elasticity of demand (1)Meaning of elastic/inelastic income elasticity of demand (1)
AO2 Analysis (max 3 marks)Analysis of the significance of the size and sign of the coefficient for normal goods with relevant examples (1)Analysis of the significance of the size and sign of the coefficient for necessity goods with relevant examples (1)Analysis of the significance of the size and sign of the coefficient for inferior goods with relevant examples (1)Analysis of the significance of the size and sign of the coefficient for superior goods with relevant examples (1)
Award maximum of 1mark for two types of good but with no examples.Award maximum of 2 marks for three types of good but with no examples.
AO3 Evaluation (max 2 marks)For a brief comment such as

Classification is dependent on income level of individual/household in case of inferior goods or necessities or superior goods
A necessity for a low-income household could be a normal good for another household
YED is an estimate calculated over separate time periods
Reserve 1 mark for a justified conclusion


8


AO1 Knowledge and understanding
3


AO2 Analysis
3


AO3 Evaluation
2

","Income elasticity of demand measures the responsiveness of quantity demanded to a change in income, calculated as the percentage change in quantity demanded divided by the percentage change in income. The sign of the coefficient indicates whether a good is normal or inferior. A positive coefficient signifies a normal good, where demand rises as income increases, while a negative coefficient indicates an inferior good, where demand falls as income rises. The size of the coefficient determines whether a normal good is a necessity or a luxury. A coefficient between 0 and 1 denotes a necessity, as demand increases proportionally less than income, such as staple foods. A coefficient greater than 1 signifies a luxury, where demand rises more than proportionally to income, such as high-end electronics. For example, if income elasticity for organic produce is 1.5, it is classified as a luxury, while a coefficient of 0.3 for rice would classify it as a necessity. Inferior goods, with negative coefficients, might include budget grocery items, where demand declines as consumers switch to higher-quality alternatives with rising income.  

The classification’s reliability depends on several factors. First, income elasticity estimates are averages and may not account for variations across income groups: a necessity for low-income households, like public transport, could be inferior for higher-income groups. Second, income elasticity is calculated over specific time periods and may not reflect long-term behavioural changes, such as shifts in preferences due to technological advancements. Third, the classification assumes ceteris paribus conditions, ignoring external factors like price changes of substitutes or complements, which could alter demand independently of income. Additionally, cultural or regional differences might affect how goods are categorised. For instance, a good considered inferior in one region might be a necessity elsewhere. Consequently, while the coefficient provides a useful framework, its precision is contingent on context, data quality, and homogeneity of consumer groups, limiting the confidence in universal classifications."
