,Question,Mark Scheme,Response
280,"Asha is currently unemployed. She has been offered a job but has decided to decline the offer and search for a better paid job.  Which type of unemployment is this? 

A. cyclical
B. frictional
C. seasonal
D. structural ",B,"The correct answer is **B. frictional unemployment** because Asha is voluntarily choosing to remain unemployed temporarily to search for a better-paid job. Frictional unemployment occurs when workers transition between jobs, enter the labour market for the first time, or re-enter it after a break. It is a natural and short-term form of unemployment that arises from the time lag involved in matching job seekers with suitable vacancies. In this case, Asha is engaging in a job search process, which is a hallmark of frictional unemployment. Even though jobs are available, she prioritizes finding a higher-paying role over immediate employment, reflecting the voluntary and transitional nature of this unemployment type.

**Cyclical unemployment (A)** is incorrect because it refers to unemployment caused by a downturn in the economic cycle, such as a recession, where aggregate demand falls and firms lay off workers. Asha’s decision is not linked to macroeconomic fluctuations or a lack of demand for labour but rather her personal choice to seek a better opportunity. Cyclical unemployment is involuntary and economy-wide, which does not align with the scenario described. 

**Seasonal unemployment (C)** is incorrect because it arises due to predictable, recurring changes in labour demand tied to seasons or calendar periods, such as agricultural workers being unemployed in winter or retail staff after the holiday season. Asha’s unemployment is not related to seasonal patterns in industries but stems from her active job search for higher pay, making this category irrelevant. 

**Structural unemployment (D)** is incorrect as it occurs when there is a long-term mismatch between workers’ skills and the requirements of available jobs, often due to technological advancements, industrial decline, or geographical shifts. For example, a factory worker replaced by automation may lack the skills for new roles. Asha’s situation does not involve skill obsolescence, geographic barriers, or industrial restructuring; she is simply seeking a better-paying job within her existing skill set, which is consistent with frictional, not structural, unemployment."
281,"A country’s net national income (NNI) is less than its gross national income (GNI).  What does this mean? 

A. incomes earned overseas were less than incomes sent overseas
B. inflation has been accounted for in NNI but not in GNI
C. the country’s exports decreased
D. there has been a net depreciation in the value of the country’s fixed capital assets ",D,"**Correct Answer Explanation:**  
The correct answer is **D** because Net National Income (NNI) is derived by subtracting depreciation (the wear and tear on a country’s fixed capital assets, such as machinery and infrastructure) from Gross National Income (GNI). If NNI is less than GNI, this implies that the total depreciation of capital assets during the period is a positive value. Depreciation reflects the reduction in value of these assets due to use, aging, or obsolescence. A ""net depreciation"" (where the total depreciation exceeds any revaluation or additions to capital stock) directly reduces NNI relative to GNI. Thus, the gap between GNI and NNI arises solely from this capital consumption adjustment, making **D** the correct choice.

**Incorrect Answer Analysis:**  

**A.** This option confuses the distinction between GNI and Gross Domestic Product (GDP). GNI includes net income from abroad (e.g., profits from overseas investments minus income paid to foreign entities). If overseas incomes were less than incomes sent abroad, net income from abroad would be negative, reducing GNI relative to GDP. However, this does not explain why NNI is lower than GNI, as NNI is calculated after depreciation, not net foreign income adjustments. The relationship between GNI and NNI is independent of international income flows.  

**B.** Inflation adjustments are unrelated to the difference between GNI and NNI. Both GNI and NNI are typically measured in nominal terms unless specified as ""real"" (inflation-adjusted). Depreciation, not inflation, is the key factor distinguishing NNI from GNI. If inflation were accounted for in NNI but not GNI, this would involve converting nominal GNI to real NNI, but the question does not specify real values, making this reasoning invalid.  

**C.** A decrease in exports affects GDP (via net exports) and, consequently, GNI. However, exports do not directly influence the difference between GNI and NNI, which hinges on depreciation. While lower exports might indirectly reduce investment in capital goods (potentially affecting future depreciation), the question focuses on the current period’s NNI being lower than GNI, which is determined by existing capital depreciation, not trade performance. Thus, this option is irrelevant to the core relationship between GNI and NNI.  

In summary, the difference between GNI and NNI is strictly a function of depreciation. Only **D** correctly identifies this relationship, while the other options conflate unrelated concepts such as international income flows, inflation, and trade dynamics."
282,"Governments in market economies give different reasons for intervening in the operation of an economy.  Which reason given is a normative statement?

A. Average incomes have failed to keep pace with price rises during the past year.
B. Energy prices have increased by more than 50% during the past year.
C. The distribution of incomes has become more unfair during the past year.
D. The poorest 10% of households have suffered the greatest fall in average real income during the past year. ",C,"**Correct Answer Explanation (C):**  
Option C is a normative statement because it incorporates a subjective value judgment regarding the fairness of income distribution. The term ""unfair"" reflects an opinion about what *ought* to be, rather than an objective fact. Normative statements involve ethical or moral perspectives, which cannot be empirically tested or verified. For instance, what one individual or government deems ""unfair"" might be considered acceptable or even equitable by others, depending on differing ideological views (e.g., egalitarianism vs. libertarianism). Thus, the claim about unfairness is inherently subjective and rooted in values, making it normative.

**Incorrect Answer Explanations:**  

**A.** This is a positive statement because it asserts a factual relationship between average incomes and price levels (i.e., real income decline). It can be verified using data on wage growth and inflation rates. The statement does not prescribe or evaluate whether this outcome is desirable or undesirable; it merely describes an observable trend.  

**B.** This is also a positive statement, as it quantifies a measurable change in energy prices over time. The 50% increase can be objectively confirmed using price indices or market data. There is no implicit judgment about whether this rise is justified or problematic, only a presentation of factual information.  

**D.** This is a positive statement because it compares real income changes across income deciles. The claim can be tested by analyzing household income data adjusted for inflation. While the statement highlights inequality in outcomes, it does not pass judgment on whether this disparity is morally right or wrong—it simply reports an empirical pattern.  

**Key Distinction:**  
The critical difference lies in the presence of a value judgment. Options A, B, and D describe observable, quantifiable phenomena, whereas Option C evaluates these phenomena through a normative lens (""unfair""). Normative reasoning underpins policy debates (e.g., redistributive taxation), but it cannot be resolved solely through data analysis, unlike positive statements."
283,"A government wishes to raise the incomes of farmers without raising the price of food to consumers.  Which policy should it use? 

A. a maximum price below the market price for food
B. a minimum price below the market price for food
C. a payment of a subsidy to farmers to produce food
D. a release of government food stocks onto the market",C,"**Explanation of the Correct Answer (C):**  
A subsidy provided to farmers reduces their production costs, shifting the supply curve to the right. This increases the equilibrium quantity of food and lowers the market price for consumers. Crucially, farmers receive the subsidy payment *in addition to* the market price, ensuring their total revenue rises even as the consumer price falls. For example, if the market price drops from \( P_1 \) to \( P_2 \), farmers’ income becomes \( P_2 \times Q_2 \) (from sales) plus the per-unit subsidy, which together exceed their original revenue at \( P_1 \times Q_1 \). This directly achieves the government’s dual objective of raising farmers’ incomes without increasing food prices for consumers.

**Analysis of Incorrect Answers:**  

**A. A maximum price below the market price for food**  
A price ceiling set below equilibrium would force farmers to sell at a lower price, reducing their revenue (\( P \times Q \)). While this keeps food affordable, it exacerbates farmers’ financial strain by lowering income, contradicting the policy goal. Additionally, it could create shortages as suppliers may reduce output or exit the market due to unprofitability, further harming farmers.  

**B. A minimum price below the market price for food**  
A minimum price (price floor) set *below* the equilibrium is irrelevant because the market price is already higher. Farmers would continue selling at the equilibrium price, leaving their incomes unchanged. This policy has no mechanism to increase farmers’ earnings, making it ineffective for the stated objective.  

**D. A release of government food stocks onto the market**  
Releasing surplus food increases supply, lowering the market price. While this benefits consumers, the price decline reduces farmers’ revenue (\( P \times Q \)), as they must compete with cheaper government-sold produce. Lower prices may even discourage future production, further depressing farm incomes. This directly opposes the goal of raising farmers’ incomes.  

**Conclusion:**  
Only a subsidy (C) aligns incentives: it boosts farm incomes through direct payments while expanding supply to keep consumer prices low. Other options either fail to address farmers’ needs (B, D) or worsen their financial position (A)."
284,"A government gives free food to poor households in a community.  What is this food an example of? 

A. a free good
B. a public good
C. a demerit good
D. a normal good ",D,"The correct answer is **D. a normal good**. A normal good is one for which demand increases as consumer income rises. In this scenario, the government provides free food to poor households because these households have insufficient income to afford adequate nutrition. Food, as a basic necessity, is classified as a normal good because, in general, households tend to spend more on food as their income increases (up to a point, after which it may become an inferior good). By distributing free food, the government is addressing the income constraint of poor households, ensuring access to a good that would otherwise be unattainable in sufficient quantities. The food itself retains the economic characteristics of a normal good, even though it is provided at no cost in this case.  

**Option A (a free good)** is incorrect because a free good is defined as a resource that is not scarce and has zero opportunity cost, such as air or sunlight. The food provided by the government, however, requires resources (e.g., labor, land, capital) to produce, distribute, and allocate. Since it involves costs and trade-offs, it cannot be classified as a free good.  

**Option B (a public good)** is incorrect because public goods are characterized by non-excludability (individuals cannot be barred from using them) and non-rivalry (one person’s use does not diminish availability for others). The free food in this case is excludable—it is targeted only at poor households—and rivalrous, as providing food to one household reduces the quantity available for others. Thus, it lacks the defining features of a public good.  

**Option C (a demerit good)** is incorrect because demerit goods are products deemed harmful to individuals or society, such as tobacco or alcohol, which governments may tax or regulate to reduce consumption. The free food provided here is intended to improve welfare, not discourage harmful behavior. Since it is beneficial and addresses a basic need, it does not align with the concept of a demerit good.  

In summary, the food is a **normal good** because it is a necessity whose consumption is directly tied to income levels, and the government’s intervention compensates for the households’ lack of purchasing power. The other options misclassify the good based on incorrect economic definitions."
285,"A firm calculates that the income elasticity of demand for its product is –3.0. What can be deduced from this information?

A. In a period of economic growth, its total revenue should increase.
B. In a period of economic recession, its total revenue should increase.
C. It has few substitutes so it should increase its price to increase total revenue.
D. It has many substitutes so it should decrease price to increase total revenue.",B,"**Correct Answer Explanation:**  
The correct answer is **B. In a period of economic recession, its total revenue should increase.**  
Income elasticity of demand (YED) measures the responsiveness of quantity demanded to changes in income. A YED of –3.0 indicates the product is an **inferior good** (negative YED) with **income-elastic demand** (absolute value >1). During a recession, incomes fall, leading consumers to substitute away from normal goods and increase demand for inferior goods. The elasticity magnitude (–3.0) implies a 1% decrease in income causes a 3% rise in quantity demanded. Assuming prices remain stable, the significant increase in quantity sold outweighs the income decline, boosting total revenue (TR = P × Q). Thus, the firm’s revenue rises in a recession.  

**Incorrect Answer Explanations:**  

**A. In a period of economic growth, its total revenue should increase.**  
This is incorrect because the product is inferior. During economic growth, incomes rise, reducing demand for inferior goods. With a YED of –3.0, a 1% income increase leads to a 3% decrease in quantity demanded. The decline in sales volume would reduce total revenue unless offset by price hikes, which the question does not mention. Thus, economic growth would likely lower revenue, contradicting option A.  

**C. It has few substitutes so it should increase its price to increase total revenue.**  
This conflates **income elasticity** with **price elasticity of demand (PED)**. YED relates to income changes, not substitutes. Few substitutes imply low PED (price-inelastic demand), where raising prices could increase revenue. However, the YED of –3.0 provides no direct information about substitutes or PED. Further, inferior goods are often necessities with few substitutes, but this is an assumption beyond the data given. The link between substitutes and pricing strategy is irrelevant to the YED provided.  

**D. It has many substitutes so it should decrease price to increase total revenue.**  
This also mistakenly ties YED to PED. A product with many substitutes typically has high PED (price-elastic demand), where lowering prices might boost revenue. However, the YED of –3.0 does not indicate the number of substitutes. Inferior goods can have either few or many substitutes depending on the product (e.g., generic brands vs. luxury goods). The reasoning here is disconnected from the YED value provided, making this option invalid.  

In summary, only **B** logically follows from the YED of –3.0, as it directly links the inferior good’s income-elastic demand to revenue dynamics during a recession. The other options either misapply elasticity concepts or introduce irrelevant factors like substitutes."
286,"Which statement is correct? 

A. Demand for an inferior good has a positive relationship to income and a negative relationship to price.
B. Demand for an inferior good has a negative relationship to income and a negative relationship to price.
C. Demand for a normal good has a positive relationship to income and a positive relationship to price.
D. Demand for a normal good has a negative relationship to income and a positive relationship to price. ",B,"**Correct Answer Explanation:**  
Option B is correct because it accurately describes the relationships for an inferior good. Inferior goods exhibit a **negative income elasticity of demand**, meaning demand decreases as consumer income rises (and vice versa). This occurs because consumers switch to higher-quality substitutes when their purchasing power increases. Additionally, the **law of demand** applies universally: as the price of a good rises, quantity demanded falls (a negative price relationship), regardless of whether the good is normal or inferior. Thus, demand for an inferior good has both a negative income relationship and a negative price relationship, making B the correct choice.

**Incorrect Answer Analysis:**  
- **Option A** incorrectly states that demand for an inferior good has a **positive income relationship**. This contradicts the definition of inferior goods, which are characterized by a negative income elasticity. A positive relationship would instead describe normal goods. While the price relationship in A (negative) is correct, the income relationship error invalidates the option.  

- **Option C** claims that normal goods have a **positive price relationship**, which violates the law of demand. While normal goods do have a positive income relationship (demand rises with income), their demand still responds inversely to price changes (negative price relationship). The inclusion of a ""positive price relationship"" makes C entirely incorrect.  

- **Option D** incorrectly asserts that normal goods have a **negative income relationship**. This misrepresents normal goods, which are defined by a positive income elasticity (demand increases with income). While D correctly identifies a negative price relationship for normal goods, the income relationship error renders the option invalid.  

In summary, only B aligns with the economic principles governing inferior goods (negative income elasticity) and the universal law of demand (negative price relationship). The other options conflate the characteristics of normal and inferior goods or misapply the law of demand."
287,"An increase in which factor is likely to cause a shift to the left of the demand curve for cinema movies? 

A. expenses for the heating system in the cinema
B. payments charged by movie scriptwriters
C. the cost of transport to the cinema
D. taxes on the incomes of cinema operators",C,"**Correct Answer Explanation (C):**  
An increase in the cost of transport to the cinema (Option C) is likely to cause a leftward shift in the demand curve for cinema movies. This is because transport costs act as a **complementary cost** to cinema attendance. When transport becomes more expensive, the total effective price of going to the cinema rises for consumers, even if ticket prices remain unchanged. This reduces the willingness and ability of consumers to purchase cinema tickets at any given price level, leading to a decrease in demand. For example, higher fuel prices or public transport fares increase the overall expense of a cinema trip, making substitutes like streaming services at home relatively more attractive. Since demand reflects the relationship between price and quantity demanded *ceteris paribus*, a change in complementary costs shifts the entire demand curve rather than causing movement along it.

**Incorrect Answer Analysis:**  

**Option A (Expenses for the heating system in the cinema):**  
Heating system expenses represent a **production cost** for cinema operators. Such costs affect the **supply curve**, not demand. Higher operating costs may reduce supply (shifting supply leftward), prompting cinemas to raise ticket prices. However, this would result in a movement *along* the demand curve (due to the price change), not a shift of the demand curve itself. Demand is determined by consumer preferences and external factors, not a cinema’s internal costs.  

**Option B (Payments charged by movie scriptwriters):**  
Increased payments to scriptwriters raise **production costs for movie studios**, which could reduce the supply of movies or raise prices for cinemas to license films. However, this again impacts the **supply side** of the market (e.g., cinemas may face higher input costs). While this might eventually lead to higher ticket prices, it would not directly reduce consumer demand for cinema movies unless prices rise—a movement along the demand curve. The question specifies a shift in demand, so this option is unrelated to consumer behavior.  

**Option D (Taxes on the incomes of cinema operators):**  
Income taxes on cinema operators affect their **post-tax profits** but do not directly alter consumer demand. Unless cinemas pass on the tax burden through higher ticket prices (which would cause a movement along the demand curve), consumer willingness to pay remains unchanged. Taxes on business income are irrelevant to the determinants of demand, such as income, preferences, or prices of related goods, and thus do not shift the demand curve.  

**Summary:**  
Only Option C directly impacts the **demand determinants** by altering the cost of a complementary service (transport). The other options either influence supply-side factors (A, B) or business profitability (D), which do not immediately affect consumer demand at a structural level."
288,"An economist knows the current point at which an economy operates within its production possibility curve.  What can the economist conclude about this economy? 

A. its degree of self-sufficiency
B. its international competitiveness
C. its level of output of two goods
D. its rate of economic growth",C,"**Correct Answer Explanation:**  
**C. its level of output of two goods**  
The production possibility curve (PPC) illustrates the maximum potential combinations of two goods an economy can produce using its available resources and technology efficiently. If the economy operates **within** the PPC, it signifies that resources are underutilized (e.g., unemployment, idle capital) or allocated inefficiently. Crucially, the PPC framework explicitly models the trade-offs between two goods. By identifying a point inside the curve, the economist can directly observe the **actual quantities of both goods being produced** at that moment. While the economy is not achieving productive efficiency, the specific output levels of the two goods are still quantifiable and evident from the position inside the PPC. This conclusion is intrinsic to the PPC’s purpose of mapping output combinations.

**Incorrect Answer Explanations:**  
**A. its degree of self-sufficiency**  
Self-sufficiency refers to an economy’s reliance on domestic production rather than imports. However, the PPC does not provide information about trade or external dependencies. An economy operating inside its PPC could still be highly self-sufficient (producing all goods domestically) or heavily reliant on imports (specializing in one good and importing others). The position inside the curve reflects resource utilization, not trade patterns, making this conclusion unwarranted.  

**B. its international competitiveness**  
Competitiveness depends on factors like productivity, cost structures, exchange rates, and innovation, none of which are directly discernible from the PPC. An economy inside its PPC may have uncompetitive industries (e.g., high production costs) or competitive ones hindered by temporary underemployment. Conversely, an economy on the PPC could still lack competitiveness if its output is inefficiently specialized. The PPC’s position alone does not reveal comparative advantages or global market dynamics.  

**D. its rate of economic growth**  
Economic growth is represented by an **outward shift** of the PPC over time, driven by factors like technological progress or resource accumulation. The **current position** inside the curve, however, reflects static underutilization of existing resources, not the pace of expansion. For instance, an economy with high growth potential (e.g., investing in capital goods) might still temporarily operate inside its PPC due to cyclical unemployment. The economist cannot infer growth rates from a single point in time; this requires analyzing shifts in the PPC across periods."
289,"Why does the concept of scarcity apply to the use of fossil fuels?

A. Demand fluctuates according to price changes.
B. Supply is insufficient to meet demand.
C. Their use is restricted because of harmful pollution.
D. They are being replaced by renewable energy sources. ",B,"**Explanation of Correct Answer (B):**  
The concept of scarcity in economics arises when resources are finite but human wants are unlimited. Fossil fuels, such as coal, oil, and natural gas, are non-renewable resources, meaning their supply is fixed and cannot be replenished within a human timescale. Answer B correctly identifies that the **supply of fossil fuels is insufficient to meet global demand** over the long term. While current extraction rates may temporarily satisfy demand, the finite nature of these resources inherently creates scarcity. For example, oil reserves are depleted faster than they form, leading to a fundamental imbalance between availability and consumption. This aligns with the definition of scarcity as a permanent condition for non-renewable resources, regardless of short-term market fluctuations.

**Analysis of Incorrect Answers:**  

**A. Demand fluctuates according to price changes.**  
While demand for fossil fuels may respond to price changes (e.g., higher prices reduce consumption), this does not explain scarcity. Scarcity is a structural issue tied to limited supply, not temporary demand shifts. Even if demand were stable, fossil fuels would remain scarce due to their non-renewable nature. Price elasticity of demand is a separate concept and does not address the root cause of scarcity.  

**C. Their use is restricted because of harmful pollution.**  
Pollution concerns and regulations (e.g., carbon taxes) may limit fossil fuel usage, but these are policy responses to externalities, not the cause of scarcity. Scarcity exists independently of environmental regulations—fossil fuels would still be scarce even in the absence of pollution, as their finite supply cannot meet infinite demand. This answer confuses scarcity with allocative inefficiency or negative externalities.  

**D. They are being replaced by renewable energy sources.**  
The substitution of fossil fuels with renewables (e.g., solar or wind) reflects a market adaptation to scarcity or environmental goals, but it does not define scarcity itself. Scarcity would persist even without renewable alternatives because fossil fuels are physically limited. The existence of substitutes may mitigate demand pressure, but it does not eliminate the inherent scarcity of the original resource.  

In summary, **B** directly addresses the core economic principle of scarcity by highlighting the finite supply of fossil fuels relative to demand. The other options conflate scarcity with related but distinct concepts such as demand elasticity, regulation, or substitution."
290,"Which item would be least likely to be classed as land?

A. fertilisers
B. fisheries
C. forests
D. coal",A,"The correct answer is **A. fertilisers** because, in economics, **land** is defined as a factor of production encompassing naturally occurring resources that are not created through human effort. Fertilizers, however, are typically **human-made or processed materials** used to enhance soil productivity. While some fertilizers may originate from natural substances (e.g., compost), they require significant human intervention to refine, blend, or synthesize into a usable form. This transformation aligns them more closely with **capital**—a man-made factor of production—rather than land, which is inherently natural and unmodified. Thus, fertilizers are not classified as land because their economic value arises from human processing, not their direct extraction from nature.

**B. fisheries** are classified as land because they represent natural bodies of water and aquatic life that exist independently of human activity. Fisheries are renewable natural resources harvested for economic use, such as fishing, and their existence and replenishment depend on ecological processes rather than human creation. Similarly, **C. forests** qualify as land because they consist of naturally growing trees and ecosystems. While humans may manage forests, the trees themselves grow through natural biological processes, making forests a primary natural resource. **D. coal** is also land, as it is a non-renewable fossil fuel formed over millions of years through geological processes. Coal is extracted directly from the earth and requires no human input to exist, fitting the definition of a natural resource. 

The distinction lies in the **degree of human involvement**. Fertilizers, unlike fisheries, forests, or coal, are not directly ""gifts of nature"" but instead products derived from combining or processing natural elements (e.g., nitrogen, phosphorus) with human labor and technology. This fundamental difference in origin and production methodology excludes fertilizers from the land category, placing them firmly within capital goods."
291,"A worker earns $40 per hour. Rather than work, she decides to visit a museum for three hours.The visit costs a total of $40.  What is the opportunity cost of visiting the museum? 

A. $40
B. $80
C. $120
D. $160",C,"The correct answer is **C. $120** because the opportunity cost of visiting the museum is the value of the next best alternative foregone, which in this case is the income the worker sacrifices by not working. The worker could have earned **$40 per hour × 3 hours = $120** during the time spent at the museum. Opportunity cost primarily focuses on **implicit costs** (forgone income) rather than explicit monetary expenses. While the $40 museum admission fee is an explicit cost, it is not part of the opportunity cost calculation here because it represents a direct out-of-pocket payment, not a sacrificed alternative. Thus, the total opportunity cost is solely the **$120 in lost wages** from choosing leisure over work.

**Why the other answers are incorrect:**  
- **A. $40**: This only accounts for the explicit cost of the museum ticket. However, opportunity cost includes the implicit value of alternatives given up, not just direct expenses. Ignoring the forgone wages undervalues the true economic sacrifice.  
- **B. $80**: This incorrectly combines partial elements of both explicit and implicit costs (e.g., perhaps one hour of wages and the ticket cost). However, there is no logical breakdown in the question that justifies this intermediate value.  
- **D. $160**: This erroneously adds the explicit museum cost ($40) to the implicit lost wages ($120). While this might seem intuitive, opportunity cost in this context does not include the explicit payment because the $40 is not a sacrificed alternative—it is a direct expenditure. The $40 is a **transfer of money**, not a lost opportunity to earn or use resources elsewhere. Only the **time-dependent income loss** qualifies as the true opportunity cost here."
292,"What is likely to happen in a developing country as it becomes more developed?

A. A lower percentage of people will go to university.
B. Average life expectancy will rise.
C. The rate of population growth will increase.
D. The tertiary sector will decline in importance. ",B,"**Correct Answer Explanation: B. Average life expectancy will rise.**  
As a country develops, improvements in healthcare infrastructure, access to medical services, sanitation, and nutrition typically occur. Governments and private sectors invest in hospitals, disease prevention programs, and public health initiatives, reducing mortality rates from infectious diseases and maternal/childhood illnesses. Higher incomes enable households to afford better diets and healthcare, while education (particularly for women) raises awareness of health practices. These factors collectively increase life expectancy. Additionally, economic development often correlates with reduced pollution and safer working conditions, further extending lifespan. For example, post-industrialized nations like Japan or South Korea saw life expectancy rise sharply during their development phases due to these factors.

**Incorrect Answer Explanation: A. A lower percentage of people will go to university.**  
This is inconsistent with development trends. As economies develop, demand for skilled labor in technology, finance, and professional services grows, incentivizing tertiary education. Rising incomes allow families to invest in education, and governments often subsidize universities to build human capital. For instance, countries like China and India have seen university enrollment surge alongside GDP growth. A decline in university attendance would signal regression, not progress, as it would hinder productivity and innovation.

**Incorrect Answer Explanation: C. The rate of population growth will increase.**  
Development typically reduces population growth rates due to the **demographic transition**. As countries industrialize, birth rates decline due to higher female education (delaying marriage and childbearing), urbanization (raising childcare costs), and access to contraception. Simultaneously, falling infant mortality reduces the need for large families. For example, Brazil’s fertility rate dropped from 6.3 in 1960 to 1.7 today as it developed. A rising population growth rate is more characteristic of pre-transition agrarian societies, not developing economies.

**Incorrect Answer Explanation: D. The tertiary sector will decline in importance.**  
The tertiary sector (services) expands as economies develop, reflecting higher demand for education, healthcare, finance, and tourism. This shift follows the **Clark-Fisher model**, where economies transition from primary (agriculture) to secondary (manufacturing) and finally tertiary dominance. For example, in the UK, services now constitute 80% of GDP. A declining tertiary sector would imply deindustrialization or reliance on outdated industries, which is atypical in successful development. Instead, manufacturing may decline relative to services, but the tertiary sector itself grows absolutely and relatively."
293,"A country maintains its foreign exchange rate against the United States dollar, within a narrow but changing band. What is this type of exchange rate?  

A. fixed
B. floating
C. managed float
D. trade-weighted",C,"**Correct Answer Explanation:**  
The correct answer is **C. managed float**. A managed float exchange rate system involves a central bank intervening in the foreign exchange market to influence the currency's value, allowing it to fluctuate within a specified range (the ""narrow band"") while permitting periodic adjustments to the band itself (the ""changing"" aspect). This hybrid approach combines elements of both fixed and floating regimes. The central bank actively manages the currency to avoid excessive volatility or misalignment, often aligning interventions with economic objectives like stabilizing trade or controlling inflation. The description of a ""narrow but changing band"" directly corresponds to this system, as the band’s boundaries can be recalibrated in response to economic conditions, such as shifts in inflation, trade balances, or monetary policy priorities.

**Incorrect Answer Explanations:**  

**A. Fixed**  
A fixed exchange rate system rigidly pegs a currency to another (e.g., the US dollar) at a specific rate, with no tolerance for fluctuation. Central banks maintain this rate through continuous intervention, such as buying or selling reserves. However, the question specifies a ""changing band,"" which contradicts the inflexibility inherent in a fixed regime. Fixed systems do not allow adjustments to the band itself—only occasional revaluations or devaluations under extreme pressure, which are discrete events rather than a regularly shifting band. Thus, this option is incorrect.  

**B. Floating**  
In a floating exchange rate system, the currency’s value is determined entirely by market forces of supply and demand, with no central bank intervention. While the rate may naturally fluctuate within a range due to market dynamics, the question explicitly states that the country ""maintains"" the rate within a band, implying deliberate management. A pure floating regime lacks such targeted interventions, making this answer inconsistent with the scenario described.  

**D. Trade-weighted**  
A trade-weighted exchange rate measures a currency’s value against a basket of currencies from major trading partners, weighted by trade volumes. This is a method of calculating the exchange rate’s effective value, not a system for managing it. The question specifically references a peg to the US dollar, not a basket, and the ""changing band"" relates to policy intervention, not trade-weighted indexing. Thus, this option is irrelevant to the described exchange rate regime."
294,"Germany, one of the world's strongest trading nations, achieved a surplus on current account of the balance of payments in 2021–2022.   Which income flow would not have been included in the calculation of Germany's current account?

A. Declining sales of German cars for export overseas.
B. Falling earnings of foreign exchange from visitors to Germany.
C. Increasing transfers of aid to less developed countries.
D. Investment in a natural gas pipeline link to its main foreign supplier. ",D,"**Correct Answer: D**  
The correct answer is **D: Investment in a natural gas pipeline link to its main foreign supplier** because this represents a financial account transaction, not a current account flow. The current account comprises trade in goods and services, primary income (e.g., dividends, interest, wages), and secondary income (e.g., transfers). Investment in physical infrastructure, such as a pipeline, is classified under the financial account as it involves cross-border capital flows, specifically direct investment. Since the current account excludes capital transfers and financial investments, this expenditure would not be included in its calculation.

**Incorrect Answers:**  
**A: Declining sales of German cars for export overseas**  
This would directly affect the current account as it relates to trade in goods, a core component of the current account. Even if export sales decline, the value of goods traded is still recorded in the ""balance of trade"" sub-account. A reduction in exports would lower the trade surplus but remains part of the current account calculation.  

**B: Falling earnings of foreign exchange from visitors to Germany**  
This pertains to trade in services, specifically tourism, which is included in the current account. A decrease in earnings from foreign visitors reduces the services surplus but is still recorded under the ""services"" sub-account. Thus, it is part of the current account and cannot be the correct answer.  

**C: Increasing transfers of aid to less developed countries**  
Transfers of aid fall under secondary income in the current account. Even though these are unilateral payments (with no corresponding good or service exchanged), they are explicitly included in the secondary income balance. An increase in aid transfers would reduce the current account surplus but is still part of its calculation.  

**Conclusion**  
Options A, B, and C all relate to components of the current account (goods, services, and transfers, respectively). Only **D** involves a capital investment, which belongs to the financial account, making it the correct answer. Understanding the distinction between the current and financial accounts is critical here: the former records income and trade flows, while the latter tracks capital transactions."
295,"A country imports most of the raw materials used as factor inputs.  Which policy is most likely to control cost-push inflation?

A. an appreciation of the exchange rate
B. an increase in the rate of income tax
C. an increase in the rate of interest
D. an increase in the rate of sales tax ",A,"**Explanation of the Correct Answer (A):**  
An appreciation of the exchange rate is the most effective policy to control cost-push inflation in a country heavily reliant on imported raw materials. When the domestic currency appreciates, it becomes stronger relative to foreign currencies, reducing the cost of importing raw materials. This directly lowers production costs for domestic firms, alleviating upward pressure on prices caused by expensive factor inputs. For example, if the exchange rate rises from 1 USD = 2 domestic units to 1 USD = 1.5 domestic units, importing $100 of raw materials would cost 150 domestic units instead of 200, significantly cutting input costs. By addressing the source of cost-push inflation—higher import prices—this policy helps stabilize the price level without contracting economic output.  

**Analysis of Incorrect Answers:**  

**B. Increase in income tax:**  
Raising income tax reduces households’ disposable income, dampening aggregate demand. However, this policy primarily targets demand-pull inflation, not cost-push inflation. Since the inflation here stems from rising production costs (imported inputs), suppressing demand would not resolve the supply-side issue. Instead, it risks exacerbating unemployment or stagnation without addressing the root cause.  

**C. Increase in interest rates:**  
Higher interest rates curb borrowing and spending, reducing aggregate demand. While this could lower general inflation by cooling demand-pull pressures, it does not directly address the cost-driven inflation from imported materials. Additionally, higher interest rates might attract foreign capital, potentially causing exchange rate appreciation—but this effect is indirect and uncertain. The question asks for the *most likely* policy, and interest rate hikes are less targeted compared to direct exchange rate adjustments.  

**D. Increase in sales tax:**  
Raising sales tax increases the final price of goods and services, which would *worsen* inflation rather than control it. Although higher sales taxes reduce consumption demand, they amplify cost-push pressures by raising prices for consumers. This contradicts the goal of controlling inflation and could deepen stagflationary conditions (high inflation and low growth) if implemented in this context.  

In summary, only **A** directly tackles the imported cost pressures driving inflation, making it the most appropriate policy response. Other options either focus on demand-side factors (B, C) or aggravate price levels (D)."
