,Question,Mark Scheme
10,With the help of a circular flow diagram discuss how a policy of export-led growth might affect the standard of living in a developing economy. [25],"


Question
Answer
Marks


5

With the help of a circular flow diagram discuss how a policy of export led growth might affect the standard of living in a developing economy. 
Export led growth is dependent on an outward growth strategy which relies heavily on openness and increased international trade. Successful growth should lead to an increase in national income, output and employment.
Concentration on the expansion of exports should be a key factor determining an increase in aggregate demand, output and employment. This can be clearly illustrated, using a circular flow diagram which shows all withdrawals, all injections and the change in national income equilibrium achievable via export led economic growth. This diagram should be clearly labelled and accurate showing an increase in injections (exports) producing a bigger increase in output/income/employment via the multiplier .These increases should lead to a real increase in GDP per capita which should provide the potential for a rise in living standards by increasing access to more goods and services. 
However, a developing economy is likely to rely heavily on the export of primary goods for which it would have a comparative advantage. The demand for such goods is likely to be income inelastic and the supply of such goods will be volatile because supply of such goods will vary significantly dependent upon changes in the weather. This means that changes in the growth rate might not be significant and the subsequent impact on the standard of living much reduced. Also it should be recognised that an increase in output, income and employment might not necessarily result in a significant increase in living standards. For example, it would depend upon how the additional income is distributed, possible loss of leisure time, might lead to lower long term economic growth due to focus on production and sale of primary products. 
L4 (18–25 marks): For a sound explanation of how export led growth can be analysed using an accurately labelled circular flow diagram. Links between the export led growth and potential benefits on the standard of living in developing countries should be clearly established. Evaluative comment should then be provided which questions the extent of the beneficial impact of this type of growth on the standard of living in a developing economy. A conclusion should be provided. 
L3 (14–17 marks): For a clear analysis of the impact of export led growth on a developing economy, using a circular flow diagram. An attempt will be made to show how this growth might impact on living standards. Some attempt might be made to discuss the overall impact of export growth on living standards but points raised will be brief and not fully developed. Similarly, a brief, undeveloped conclusion might be provided. 
L2 (10–13 marks): For a response which is descriptive rather than analytical. Answers might focus on factors which affect living standards in developing countries. A circular flow diagram will not be provided and there will be only a very limited attempt to link export led growth to changes in the standard of living in developing countries. 
L1 (1–9 marks): For an answer that has some basic correct facts but includes irrelevancies and errors of theory.

25


"
11,"Government policies which rely on increasing budget deficits to solve the problem of unemployment will not be successful because they do not affect the natural rate of unemployment.
Discuss the extent to which you agree with this statement.  [25]","


Question
Answer
Marks


6

Government policies which rely on increasing budget deficits to solve the problem of unemployment will not be successful because they do not affect the natural rate of unemployment. 
Discuss the extent to which you agree with this statement.
Budget deficits used to solve the problem of unemployment are generally associated with Keynesian demand management policies. This policy approach is adopted to address the specific problem of cyclical unemployment where there is insufficient aggregate monetary demand in an economy. A budget deficit will produce net government spending which, in conjunction with the multiplier effect of this spending can lead to an increase in monetary demand which will solve the problem of cyclical unemployment. At this point it is assumed that the labour market is in equilibrium. However, natural unemployment relates to those workers who remain unemployed even though the labour market is in equilibrium. This is primarily due to market frictions on the labour market which lead to frictional and structural unemployment. In this situation, policies which rely upon budget deficits stimulating aggregate demand are unlikely to be successful. 
Alternative policies which focus upon the supply of labour are more appropriate. For example, Trade Union reform, reducing taxes on profits, subsidising new growth industries, might be used. Therefore, to some extent the statement in question is correct. It should however be also noted that increasing budget deficits might still fail to solve the problem of unemployment regardless of the impact of the natural rate of unemployment. For example, a budget deficit might lead to higher interest rates which might have a negative effect on investment, aggregate demand and employment. In addition, a budget deficit might lead to an increase in the money supply which might cause inflation and the further loss of jobs in the long run. A conclusion should refer to the above which suggests that the statement in question is only partially correct. 
L4 (18–25 marks) for a clear analysis of the relationship between an increase in a budget deficit and a reduction in unemployment. The natural rate of unemployment should be explained and linked to the specific question. Evaluation comment should be provided to establish the extent to which one might agree with the statement in question. A conclusion should be provided based on the preceding analysis/evaluation. 
L3 (14–17 marks) for accurate but only partially developed analysis based on the theory of cyclical unemployment and an explanation of natural unemployment. A limited attempt will be made to link the relationship between these two types of unemployment to the specific question. No evaluative comment will be provided. 
L2 (10–13 marks) for a mainly descriptive comment which links budget deficits to cyclical unemployment and explains what is meant by the natural rate of unemployment but does not link this comment to the specific question. 
L1 (1–9 marks) for an answer that has some basic correct facts but includes irrelevancies and errors of theory.

25


"
12,"Many developing countries rely heavily on the production and export of primary products. This is the main cause of low levels of economic growth in developing countries and therefore the main explanation for the low standard of living in these countries.
Discuss the extent to which you agree with this statement. [25]","


Question
Answer
Marks


5

Many developing countries rely heavily on the production and export of primary products. This is the main cause of low levels of economic growth in developing countries and therefore the main explanation for the low standard of living in these countries. 
Discuss the extent to which you agree with this statement. 
Candidates should address three elements of this question. First, it is true that many developing countries do rely heavily on the production and export of primary goods. The nature of this type of good usually means that demand for exports is likely to be inelastic because food is essential and the supply of primary goods is likely to fluctuate considerably due to changes in the weather causing significant changes in both market prices and changes in income. This reliance on the production of primary goods plus relatively small secondary (manufacturing) and tertiary sectors has to be the main source of economic growth. The relatively low level of economic growth is primarily due to low levels of investment and low levels of productivity in the primary sector. Low growth may also be caused by low levels of savings associated with low levels of income in the primary sector which make it difficult for the financial system to provide sufficient funding for capital investment. 
Nevertheless, it should be recognised that there are other factors which might contribution to low growth rates in developing countries. For example, low levels of investment in training and education. The third part of the response should question the relationship between a low level of economic growth and a low standard of living in developing countries. It should be pointed out that sometimes high growth rates might lead to a fall in living standards, for example the effect of negative externalities. Also living standards are not measured entirely upon the availability of goods and services and this can be illustrated by referring to other measures of living standards which do not focus on economic growth. A conclusion might discuss the extent to which each part of the statement can be supported by the preceding analysis. 
L4 (18–25 marks) for a sound explanation of why the relationship between primary goods and opportunities to achieve economic growth. At least one example of the link between the export of primary goods and a low rate of economic growth. Some evaluative comment should be made in relation to the extent to which rates of economic growth can be used to indicate changes in the standard of living. A conclusion should be provided. 
L3 (14–17 marks) for a clear analysis of the potential impact of export led growth on an undeveloped economy. An attempt will be made to show why this growth might be difficult to attain. Some attempt might be made to discuss the overall impact of export growth on living standards but points raised will be brief and not fully developed.
L2 (10–13 marks) for a response which is descriptive rather than analytical. Answers might focus on factors which affect living standards in undeveloped countries. There will be only a very limited attempt to explain why export led growth based on primary products might be difficult. Links between growth and changes in the standard of living in developing countries will not be developed. 
L1 (1–9 marks) for an answer that has some basic correct facts but includes irrelevancies and errors of theory.

25


"
13,"The International Monetary Fund (IMF) lends money to developing countries but requires that these countries reduce existing restrictions on imports, focus on the export of primary goods and accept a devaluation of their currencies.
Based upon the above, assess whether developing countries should continue to borrow money from the IMF. [25]","


Question
Answer
Marks


7
The International Monetary Fund (IMF) lends money to developing countries but requires that these countries reduce existing restrictions on imports, focus on the export of primary goods and accept a devaluation of their currencies. Based upon the above, assess whether developing countries should continue to borrow money from the IMF. Answers should focus on examining the potential effects on a developing country of each of the three IMF requirements referred to in the question. In each case, an attempt should be made to assess whether the negative effects of these requirements might be greater than any benefits associated with the loan. Removing restrictions might cause balance of payments problems, focusing on exporting primary goods might lead to instability of income and low rates of productivity, devaluation might lead to cost push inflation.L4 (18–25 marks): for an answer that uses an analysis of each of the requirements and attempts to evaluate the relative importance of their combined effect on an undeveloped economy. Good responses will also comment on the potential benefits of the IMF loan and attempt to form a conclusion which assesses whether, in the light of the restrictions, it would still be beneficial to take out the loan. L3 (14–17 marks): for an answer that analyses the potential impact of each of the requirements referred to in the statement and combines this with an analysis of the potential benefits of the IMF loan. L2 (10–13 marks): for a competent comment on each of the three effects but does not develop points and makes no reference to the potential benefits of the IMF loan. L1 (1–12 marks): for an answer that shows some knowledge but does not indicate that the question has been fully grasped or where the answer is mostly irrelevant. 
25


"
14,Analyse the reasons why it might be thought necessary for a government to control dominant firms in an industry and consider the methods it might use to achieve such control. [25],"


Question
Answer
Marks


2
Analyse the reasons why it might be thought necessary for a government to control dominant firms in an industry and consider the methods it might use to achieve such control. Explanation that there may be a lack of efficiency due to overproduction or under production. There could be higher prices, lower output, higher profits. Discussion of the methods: taxes, subsidies, licences, regulation, information, permits, 'nudge' incentives, granting property rights, privatisation, nationalisation, and the relevance of the choice to either over or under production. L4 (18–25 marks): for an analysis of the first part of the question and a critical discussion of at least three methods of control and their effectiveness and application. (Taxes and the opposite subsidies should count as one alternative). L3 (14–17 marks): for a critical competent discussion of at least two methods or a weaker comment on at least three methods. L2 (10–13 marks): for a competent comment on one method or a briefer comment on two methods. L1 (1–9 marks): for an answer that has some basic correct facts but includes irrelevancies and errors of theory.
25


"
15,Discuss the extent to which gross domestic product (GDP) is a useful measure of living standards and economic development. [25],"


Question
Answer
Marks


5
Discuss the extent to that gross domestic product (GDP) is a useful measure of living standards and economic development. Definition of GDP explanation of real GDP per head and its link to measuring the standard of living (SoL). Explanation of economic development (ED). A comment on the relationship between SoL and ED. Problems of measuring GDP in general and especially in developing countries. Relevance of GDP as a measure. Relevance of alternative measures of SoL HDI, MEW HPI or MPI. L4 (18–25 marks): For an answer that defines living standards in terms of real GDP per head and develops an argument that links it to ED. The link between GDP and SOL and ED is explicitly discussed. Detailed discussions regarding to the limitations of measuring GDP. A candidate may refer to one or more alternative measures of measuring GDP. A conclusion is reached for 22–25 marks. L3 (14–17 marks): For an answer that defines SoL in terms of real GDP per head. Some reference is made to the limitations of measuring GDP or one alternative measure of GDP. L2 (10–13 marks): For an answer that defines living standards in terms of real GDP per head of population. L1 (1–9 marks): For an answer that has some basic correct facts but includes irrelevancies. Errors of theory or omis
25


"
16,Discuss whether market failure can be successfully eliminated by governments. [25],"


Question
Answer
Marks


2
Discuss whether market failure can be successfully eliminated by governments.Market failure can be caused by lack of imperfect competition with productive or allocative efficiency failure, imperfect information, externalities (positive or negative), missing markets/public goods. Reference to allocative and productive efficiency. Methods of reducing market failure: indirect taxation or subsidies, direct provision or legislation.Problems of government intervention. Lack of information, speed of response. L4 (18–25 marks): The analysis of three methods of reducing market failure and a comment on a government's success in eliminating market failure. A conclusion is reached for 22–25 marks. L3 (14–17 marks): For an answer that analyses two methods of reducing market failure. L2 (10–13 marks): For an explanation that analyses one method of reducing market failure or describes two methods of reducing market failure.L1 (1–9 marks): For an answer that has some basic correct facts but includes irrelevancies. Errors of theory or omissions of analysis will be substantial.
25


"
17,"'In developing economies an increase in GDP determines an increase in the standard of living. Foreign direct investment (FDI) will produce an increase in GDP therefore governments in developing economies should encourage FDI.'
How far do you agree with this statement? [25]","


Question
Answer
Marks


6
'In developing economies an increase in GDP determines an increase in the standard of living. Foreign direct investment (FDI) will produce an increase in GDP therefore governments in undeveloped economies should encourage FDI.' How far do you agree with this statement?The statement contains three related parts; each part should be explained and discussed; links between each part should then be examined. For example, the link between an increase in GDP and the standard of living is subject to debate. The strengths/weaknesses of this link should therefore be discussed in the light of this debate. Foreign Direct Investment (FDI) should be explained, and some analysis provided to decide the extent to which an increase in FDI might produce an increase in GDP. A range of costs/benefits associated with FDI might be considered. Alternative approaches by undeveloped countries to FDI, which might also lead to an increase in economic growth and living standards, might be discussed. Based on the above analysis and evaluative comment, a conclusion should be provided which attempts to decide how far it is possible to agree with the statement under consideration. L4 (18–25 marks): For a response which addresses each of the three parts of the statement. Analytical plus evaluative comment should be provided which assesses the extent to which the claims in the statement can be justified. A conclusion which summarizes the preceding analysis should be provided. L3 (14–17 marks): For accurate analysis of two parts of the statement which also questions the validity of each part under consideration. A limited conclusion which does not cover all three elements of the statement might be provided. L2 (10–13 marks): For a descriptive comment with limited development which does not question the validity of the separate parts of the statement and does not provide a conclusion.L1 (1–9 marks): For an answer that has some basic correct facts but includes irrelevancies and errors of theory. 
25


"
18,"'The cause and extent of market failure depends entirely upon the type of market structure under consideration.'
Discuss this statement. [25]","


Question
Answer
Marks


2
'The cause and extent of market failure depends entirely upon the type of market structure under consideration.'Discuss this statement. Market failure can be divided into two main areas. One area would link market failure to the type of good in consideration. This would include: merit goods, demerit goods and public goods. Alternatively market failure can also be linked to different types of market structure which would include: monopolistic competition, oligopoly and monopoly. All cases of market failure will be closely related to allocative and productive inefficiency. Candidates should begin by attempting to discuss the extent to which market failure depends entirely upon the type of market structure. Evidence should be provided which shows that some market structures, for example Monopoly can clearly be associated with market failure, in that equilibrium output in this type of market frequently produces both allocative inefficiency and X inefficiency. Similar conclusions might also be linked to other types of imperfect markets. However, it should also be recognised that positive and negative externalities associated respectively with merit and demerit good will also produce allocatively inefficient outcomes. Public goods might also be discussed in that their unique characteristics will lead to non-provision in a free market due to the free rider problem. Based on the above, a conclusion should be provided which questions the validity of the statement in its entirety. L4 (18 ̶ 25 marks): For a reasoned and clear discussion that identifies at least two types of market failure and discusses this using at least two types of market structure and two types of good or service. Analysis of the links will be combined with some evaluative comment relating to whether the cause of market failure depends entirely upon the type of market structure under consideration. A reasoned conclusion should be provided. Must mention efficiency to access L4 21 maximum if no conclusion. L3 (14 ̶ 17 marks): For a developed comment together with limited analysis of different market structures and different types of product. There should be some discussion but the evaluation will not focus on whether market failure depends entirely upon the type of market structure under consideration. L2 (10 ̶ 13 marks): For a brief explanation but weak or ill-explained links. The explanation will be undeveloped with some attempt at analysis but the emphasis will be on descriptive comment and the key element of the question will not be addressed. L1 (1 ̶ 9 marks): For an answer that has some basic correct facts but includes irrelevancies and errors of theory.
25


"
19,"Discuss the extent to which the Human Development Index (HDI) and the Measure of Economic Welfare (MEW) provide better measures of living standards than Gross National Income (GNI). [25]
 
..................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................","


Question
Answer 
Marks


5
Discuss the extent to which the Human Development Index (HDI) and the Measure of Economic Welfare (MEW) provide better measures of living standards than Gross National Income (GNI).  Explanation of alternative measures HDI and MEW of the standard of living (SoL). Definition of GNI and explanation of real per capita GNI and its link to measuring the standard of living (SoL). Explanation of the relevance and limitations of the alternative methods and GNI to the problems of measuring alternative and GNI in developing countries – statistical problems cost of collection/accuracy of collection.  L4 (18–25 marks) For an answer which describes the three measures of the SoL. A sound discussion of the limitations/difficulties of the GNI and one other measure. A conclusion is reached for 22–25 marks.  L3 (14–17 marks) For an answer which describes GNI and an alternative measure of the SoL. Some limited analysis of the limitations/difficulties of either measure.  L2 (10–13 marks) For an answer which explains GNI as a measure of the SoL. Some limitations of GNI are identified.  L1 (1–9 marks) For an answer which has some basic correct facts but includes irrelevancies. Errors of theory or omissions of analysis will be substantial. 
25


"
20,Evaluate whether the theory of wage determination can account for wage differentials (i) between a director and a general worker in the same company and (ii) between two workers doing the same job in different companies. [25],"


Question
Answer 
Marks


4
Evaluate whether the theory of wage determination can account for wage differentials (i) between a director and a general worker in the same company and (ii) between two workers doing the same job in different companies.  Explanation of the theory of wages based on demand and supply: demand based on marginal productivity theory and price/marginal revenue of the item produced and individual with income and substitution effects leading to market supply. Theoretical approach based on perfect markets. Comment on the impact of elasticities of demand and supply. Real world exploration of the limits to perfect competition, imperfect information, lack of labour mobility, discrimination and monopsony, trade union intervention, minimum wage boards.  L4 (18–25 marks) For an answer which discusses the theory of wages in terms of marginal revenue product theory and labour supply. Some reference to the impact of elasticities of labour. Both elements (i) and (ii) are directly addressed. Imperfections are commented upon to account for differences in wages. A conclusion is reached for 22–25 marks.  L3 (14–17 marks) For an answer which analyses the theory of wages demand and supply of labour. Limited reference to elasticities. Either (i) or (ii) is addressed. An imperfection is commented upon to account for differences in wages.  L2 (10–13 marks) For an answer which describes the theory of wages in terms of supply and demand to explain different levels of wages. Economic rent may be commented upon.  L1 (1–9 marks) For an answer which has some basic correct facts but includes irrelevancies. Errors of theory or omissions of analysis will be substantial. 
25


"
21,"'Wage differentials can be explained by economic theory. They are a sign of the power of a firm to exploit its workforce and are unjust.' 
Do you agree with this view? [25]","


Question
Answer 
Marks


5
‘Wage differentials can be explained by economic theory. They are a sign of the power of a firm to exploit its workforce and are unjust.’  Do you agree with this view?  The question presents an assertion. Candidates should discuss whether the theory does explain differentials in wage rates, and comment on the conclusion presented. Candidates should consider what is meant by ‘differential’. Is it different wages for the same job between people with the same experience or different wages for different jobs, or different levels of experience? It is likely that in imperfect competition (monopsony) wage rates may be lower than in perfect competition, but the differential might also be due to differences in supply and in the shape of the MRP curve. Differentials may also be due to differences in private/public sector pay and possible political issues in fixing wage rates. L4 (18–25 marks) For a thorough analysis of theoretical wage determination, a clear discussion about the meaning of differential, and consideration of what might cause differentials in wages. There are three parts to consider: whether wage differentials can be explained by the theory, whether they are the result of the power of the firm and whether they are unjust, Expect a comment on all three parts. L3 (14–17 marks) For a competent explanation of wage theory but with a weaker use of the analysis. There will be a more limited discussion of the meaning of differential. Expect a comment about two of the parts of the question. L2 (10–13 marks) For a correct but undeveloped descriptive approach with scant comment on the meaning of differential and a comment about only one of the parts of the statement.  L1 (1–9 marks) For an answer that shows some knowledge but does not indicate that the question has been fully grasped or where the answer is mostly irrelevant. 
25


"
22,Assess the suggestion that a free market economy is neither possible nor desirable. [25],"


Question
Answer 
Marks


2
Assess the suggestion that a free market economy is neither possible nor desirable. Explanation of meaning of the free market economy and its link to an efficient allocation of resources. Distinction between productive and allocative efficiency. Discussion of whether it is desirable – individual actions are not always best for society as a whole. Discussion of whether it is possible – existence of market failure and necessity/desirability of government intervention to achieve efficiencyL4 (18–25 marks) For a thorough explanation and a reasoned discussion dealing with both desirability and possibility; efficiency and possible reasons for market failure/government intervention. A conclusion should be drawn. Max 21 no conclusion.  L3 (14–17 marks) For a competent explanation of the meaning of pure market. The analysis will probably concentrate on either the desirability or the possibility with little reference to the other.  L2 (10–13 marks) For a correct but undeveloped explanation with some attempt at analysis but only brief discussion with no conclusion.  L1 (1–9 marks) For an answer that has some basic correct facts but includes irrelevancies and errors of theory. 
25


"
23,"""Investment by multinational corporations (MNCs) in a developing country always promotes sustainable economic growth in that country.""
Discuss. [25]","


Question
Answer
Marks


6
Investment and the multiplier effect on the demand for labour and production of goods and services. Sustainability and resource/production based MNC, impact of new techniques/technology on output/demand for labour. Impact of MNC on growth, balance of payments current/capital accounts, inflation, rural/urban balance and exchange rates. Production possibility frontier. L4 (18–25 marks) For a developed discussion of the advantages and disadvantages of MNC investment to promote sustainable economic growth in a developing country. A conclusion is drawn. (max 21 no conclusion) L3 (14–17 marks) For a one-sided analysis of the impact of a MNC in a developing country or a less developed two-sided analysis. Growth or sustainability should be commented upon. L2 (10–13 marks) For a limited description of the impact of MNC investment in a developing country. L1 (1–9 marks) For an answer which shows some knowledge but does not indicate that the question has been fully grasped, or where the answer contains irrelevancies and errors of theory. 
25


"
24,"The wages of the Chief Executive Officers (CEO) of the six largest banks in the United States (US) were reported to be between 250 and 360 times the average wage of the workers in those banks. The six CEOs were all male.
Discuss the extent to which economic theory can account for these variations in wages. [25] ","


Question
Answer
Marks


4
Supply of and demand for labour, marginal revenue product theory (MRP), elasticity of supply and demand. Discrimination. Differing objectives of the firm. L4 (18–25 marks) For an accurate answer based on a discussion of differences in supply and demand and elasticities of labour including MRP. Reference to discrimination. The answer is be clearly linked to the context of the question. A conclusion is drawn. (max 21 if no conclusion) L3 (14–17 marks) For an accurate answer based on an analysis of differences in supply and demand and some reference to elasticities of labour. (max L3 if no MRP) L2 (10–13 marks) For an answer bases on a description of differences in supply and demand of labour. L1 (1–9 marks) For an answer which shows some knowledge but does not indicate that the question has been fully grasped, or where the answer contains irrelevancies and errors of theory. 
25


"
25,"'The use of quantitative easing (QE) has the same effect on the economy as the use of Keynesian fiscal demand management policy. Both policies create employment in the short run at the expense of inflation in the long run.'
How far would you support this view?  [25]","


Question
Answer
Marks


6
Explanation of quantitative easing and its potential effects on interest rates, the money supply and exchange rates and how these changes might affect employment and inflation. An explanation of how Keynesian demand management policies work, linking government budget deficits and their impact on inflation and employment. Both policy approaches should be linked using evaluative comment. L4) (18–25) for a clear explanation of the impact of both quantitative easing and Keynesian demand management policies. Both policies should then be analysed regarding their effects on employment and inflation. A conclusion should discuss the extent to which the view under consideration can be supported. L3) (14–17) for relevant analysis of the potential impact of both policies on employment and inflation but no attempt to consider how far the stated view should be supported. L2) (10–13) for a descriptive explanation of how quantitative easing and Keynesian demand management policies might work with little attempt to link the two policies to the statement under consideration. L1) (1–9) for an answer that shows some knowledge but does not indicate that the question has been fully grasped or where the answer is mostly irrelevant.
25


"
26,"'The existence of externalities is neither a necessary nor a sufficient condition for government intervention to achieve efficiency in the economy.'
Do you support this opinion? [25]","


Question
Answer
Marks


2
Do you support this opinion? Explanation of meaning of externalities and of efficiency. Government intervention does not necessarily require there to be externalities; neither does such intervention always result in efficiency so it is not a sufficient condition to ensure efficiency. L4 (18–25 marks) for a clear explanation of efficiency and of externalities; an evaluation of whether government intervention is necessary (for both positive and negative externalities) and a reasoned conclusion about both whether government intervention is ‘necessary’ and whether it would be ‘sufficient’ to achieve efficiency. Maximum 21 for no conclusion. L3 (14–17 marks) for an explanation of externalities but a weaker comment on efficiency, briefer discussion and evaluation. The evaluation would probably concentrate on the ‘necessary’ part of the quote and not deal with government failure making the intervention unlikely to be ‘sufficient’. L2 (10–13 marks) for a weaker explanation of efficiency and probably only a consideration of one type (positive or negative) of externality and little evaluation. L1 (1–9 marks) for an answer that shows some knowledge but does not indicate that the question has been fully grasped or where the answer is mostly irrelevant
25


"
27,Recession in some economies has caused high unemployment. At the same time high levels of national debt and substantial budget deficits have been experienced.This means that governments can no longer use Keynesian demand management policies to solve the problem of unemployment.To what extent do you agree with this conclusion? [25],"


Question
Answer
Marks


5
Responses should provide a clear explanation of what economists mean by recession with the emphasis on low growth rates, deflation and risingunemployment. The link between recession and national debt and budget deficits should also be discussed. Analysis should then be used to explain how Keynesian demand management policies are supposed to work. An attempt should then be made to evaluate the extent to which Keynesian policies might be effective under the conditions described.L4 (18–25 marks): for an answer that examines why Keynesian policies might not be effective. This should include traditional criticisms of such policies, for example Crowding Out and possible problems relating to balance of payments deficits. Also it is expected that discussion will make the link between existing high levels of national debt and that this problem would be made worse by continuing to allow substantial budget deficits. Alternative approaches might also be discussed and a conclusion provided.L3 (14–17 marks): for an analysis of how Keynesian solutions to the problem of high unemployment would operate in theory. This analysis would focus upon the use of budget deficits combined with a multiplier effect and how this might impact on the level of output and employment.L2 (10–13 marks): for an answer that describes the terms recession,budget deficits and national debt and makes some attempt to explain how Keynesian demand management policies are supposed to work.L1 (1–9 marks): for an answer that has some basic correct facts but includes irrelevancies and errors of theory. 
25


"
28,"'A society that cares about efficiency needs to provide government funds for social sciences that work on the assumption that efficiency matters'. (Royal Society of Arts Journal, Issue 4, 2013)Explain what is meant by economic efficiency. Consider whether you agree that the only way to achieve economic efficiency is through public sector intervention in the economy. [25] ","


Question
Answer
Marks


2
Explanation of meaning of efficiency and explanation of the analysis which ensures an efficient optimum may be reached. Productive efficiency makes the best use of resources, and allocative efficiency ensures that no one can be made better off without someone being worse off. Individual actions are not always best for society as a whole. Discussion of reasons for market failure and necessity/desirability of government intervention to achieve efficiency. This could be by persuasion (nudge theory) rather than by enforcement. Nudge theory, originally an ethical idea not a government manipulative tool, involves designing choices to encourage decision making in wider positive interests of society. But it can be used in government context. Government intervention may thus be necessary, but it need not overcome inefficiency as there may be inefficiency in government through lack of information.L4 (18–25 marks): for a thorough explanation dealing with productive and allocative efficiency and a comment on the importance of both concepts; and an accurate discussion of market failure, with examples and a conclusion about the need for government intervention and whether such intervention is a sufficient solution.L3 (14–17 marks): for a competent but less developed explanation of the terms with accurate but limited comment on the importance. Also for a more limited discussion of the reasons for market failure and the need for government butwithout a comment on whether such intervention is sufficient to overcome marketfailure.L2 (10–13 marks): for a correct but brief explanation with some attempt at analysispossibly with only one type of efficiency correctly elaborated, no comment onimportance; and for a brief analysis of market failure with few examples and noconclusion about necessity of government intervention.L1 (1–9 marks): for an answer that has some basic correct facts but includesirrelevancies and errors of theory. 
25


"
29,"In recent years, many countries have faced economic difficulties. At such a time, discovering the best means of allocating scarce resources becomes much more pressing.Consider whether the study of economics has anything to offer to achieve an efficient allocation of resources in a country. [25]","


Question
Answer
Marks


7
Explanation of meaning of efficient allocation and explanation of the analysis which ensures an efficient optimum may be reached.Distinction between productive and allocative efficiency. Discussion of reasons for market failure and necessity/desirability of government intervention to achieve efficiency.This could be by persuasion (nudge theory) rather than by enforcement.Nudge theory, originally an ethical idea not a government manipulative tool,involves designing choices to encourage decision making in wider positive interests of society. But it can be used in government context. Conclusion about efficacy of relying on market system. Max 21 with no conclusion.L4 for a thorough explanation and a reasoned discussion dealing with both aspects of efficiency and possible reasons for government intervention. A conclusion should be drawn. 18–25L3 for a competent explanation of the terms with accurate but limiteddiscussion. 14–17L2 for a correct but undeveloped explanation with some attempt at analysis but only brief discussion with no conclusion. 10–13L1 For an answer that shows some knowledge but does not indicate that the question has been fully grasped or where the answer is mostly irrelevant. 1–9
25


"
30,"'A society that cares about efficiency needs to provide government funds for social sciences that work on the assumption that efficiency matters'. (Royal Society of Arts Journal, Issue 4, 2013)Explain what is meant by economic efficiency. Consider whether you agree that the only way to achieve economic efficiency is through public sector intervention in the economy. [25] ","


Question
Answer
Marks


2
Explanation of meaning of efficiency and explanation of the analysis which ensures an efficient optimum may be reached. Productive efficiency makes the best use of resources, and allocative efficiency ensures that no one can be made better off without someone being worse off. Individual actions are not always best for society as a whole. Discussion of reasons for market failure and necessity/desirability of government intervention to achieve efficiency. This could be by persuasion (nudge theory) rather than by enforcement. Nudge theory, originally an ethical idea not a government manipulative tool, involves designing choices to encourage decision making in wider positive interests of society. But it can be used in government context. Government intervention may thus be necessary, but it need not overcome inefficiency as there may be inefficiency in government through lack of information.L4 (18–25 marks): for a thorough explanation dealing with productive and allocative efficiency and a comment on the importance of both concepts; and an accurate discussion of market failure, with examples and a conclusion about the need for government intervention and whether such intervention is a sufficient solution.L3 (14–17 marks): for a competent but less developed explanation of the terms with accurate but limited comment on the importance. Also for a more limited discussion of the reasons for market failure and the need for government butwithout a comment on whether such intervention is sufficient to overcome marketfailure.L2 (10–13 marks): for a correct but brief explanation with some attempt at analysispossibly with only one type of efficiency correctly elaborated, no comment onimportance; and for a brief analysis of market failure with few examples and noconclusion about necessity of government intervention.L1 (1–9 marks): for an answer that has some basic correct facts but includesirrelevancies and errors of theory. 
25


"
