,Question,Mark Scheme
10,"The introduction of a trade union into a perfectly competitive labour market will always lead to higher wage levels and a higher level of unemployment.
With the help of a diagram, evaluate this statement. [20]","


Question
Answer
Marks


3

The introduction of a trade union into a perfectly competitive labour market will always lead to higher wage levels and a higher level of unemployment.
With the help of a diagram, evaluate this statement. 
Use Table A: AO1 Knowledge and understanding and AO2 Analysis andTable B: AO3 Evaluation to mark candidate responses to this question.
AO1 and AO2 out of 14 marks. AO3 out of 6 marks.
Indicative content
Responses may include:
AO1 Knowledge and understanding and AO2 Analysis

Characteristics of a perfectly competitive labour market should be described.
The role and main aims of a trade union should be outlined, emphasising the importance of their role in wage bargaining.
A diagram should be provided which shows how wages are determined in a perfectly competitive labour market and how this impacts upon the wage and level of employment within each firm.
Analysis should discuss alternative ways in which a trade union might affect wages and employment. References might be made to factors which affect both the supply of and demand for labour.
Analysis should then be used to determine the extent to which the intervention of a trade union can influence wage and employment levels in a perfectly competitive labour market.

L2 maximum if no accurate diagram provided.
AO3 Evaluation

In some cases, the introduction of trade unions might lead to an increase in the productivity of the workforce through the provision of better training. Although an increase in productivity might also be produced by substituting capital for labour which might lead to an increase in unemployment.
Trade unions might gain higher wages for labour but because this makes capital relatively cheaper, machines might be substituted for labour which will further reduce employment.
The impact of higher wages on employment will also depend upon how easy it is to substitute capital for labour and the existing proportion of capital to labour in the particular industry.
If trade unions manage to bargain for higher wages but the new wage is above the market equilibrium, there will be an excess supply of labour at the new wage leading to higher unemployment. The extent of this impact will be determined by the relative elasticities of supply of and demand for labour
A conclusion should attempt to address each element of the statement. The key word ‘always’ should be considered in the light of the preceding argument.

Accept all valid responses.

20


AO1 Knowledge and understanding and AO2 Analysis
14


AO3 Evaluation
6


"
11,"With the help of a diagram, assess the effectiveness of a government's intervention in the price mechanism to address the causes of climate change. [20] ","


Question
Answer
Marks


2

With the help of a diagram, assess the effectiveness of a government's intervention in the price mechanism to address the causes of climate change
Use Table A: AO1 Knowledge and understanding and AO2 Analysis andTable B: AO3 Evaluation to mark candidate responses to this question.
AO1 and AO2 out of 14 marks. AO3 out of 6 marks.
Indicative content
Responses may include:
AO1 Knowledge and understanding and AO2 Analysis

An explanation of the link between climate change and negative externalities.
Explanation of negative externalities
Recognition that negative externalities can be caused by production or consumption.
Use of a diagram to show the links between climate change and negative externalities
Analysis of how market forces can be used to address the consequences of climate change. 

L2 maximum if no accurate diagram provided.
AO3 Evaluation

The link between climate change on negative externalities is very difficult to accurately establish
It is also extremely difficult to measure negative externalities
The use of taxation to influence price and output is unlikely to remove all negative externalities because it is very difficult to measure the correct amount of taxation that should be applied.
The use of minimum prices to reduce negative externalities would only be partially effective and might have significant effects on firm’s profits and employment.
Alternatives to the use of the price mechanism might, in some circumstance, allow a government to achieve a more precise control of negative externalities. For example, through the use of a complete ban of consumption/production.
A conclusion should be attempted which examines the net benefits of each alternative i.e. through direct government intervention or through the use of market forces.

Accept all valid responses.

20


AO1 Knowledge and understanding and AO2 Analysis
14


AO3 Evaluation
6


"
12,"Assess the impact of international aid on the standard of living in low-income countries. [20]
 ","


Question
Answer
Marks


5

Assess the impact of international aid on the standard of living in lowincome countries.
Use Table A: AO1 Knowledge and understanding and AO2 Analysis andTable B: AO3 Evaluation to mark candidate responses to this question.
AO1 and AO2 out of 14 marks. AO3 out of 6 marks. 
Indicative content
Responses may include:
AO1 Knowledge and understanding and AO2 Analysis

Aid can be defined as any assistance given to a country that would not be provided through normal market forces.
There are two main types of aid, humanitarian aid; development aid. Development aid would include many different types including: long term loans; tied aid; bilateral aid and multilateral aid.
Key characteristics of low-income countries would include: low levels of productivity; high dependency ratios; low GDP per capita; significant dependence on producing and exporting primary goods.
Low living standards are generally associated with: high poverty levels; inequality; poor housing, education and health; and rapid population grow.
Aid that focuses on the provision of new technology, building new factories and training the work force is likely that productivity, output, employment and income levels will rise.
Aid can increase real wealth and higher levels of tax revenue are likely to be received by a low-income country’s government. This will enable more expenditure on health, housing and education as well as increased access to more consumer goods. These improvements are generally associated with a rise in the standard of living.

AO3 Evaluation

The links between an increase in aid and an increase in living standards are not clear. Sometimes aid only reaches a relatively small section of the population. For example, due to corruption.
Different types of aid might produce different outcomes. For example, aid in the form of long-term loans might make it more difficult for low-income countries to escape the cycle of poverty.
Aid is sometimes given for political reasons rather than the low-income countries where the need is the greatest.
Tied aid might mean that low--income countries receiving such aid have to purchase goods and services from the donor country which are more expensive.
Long term dependency upon aid might lead to a welfare mentality and reduce levels of innovation in the low-income country.
A conclusion might attempt to form an overall judgement on the short term and long-term efficacy of development aid in relation to the improvement of living standards in low-income countries.

Accept all valid responses.

20


AO1 Knowledge and understanding and AO2 Analysis
14


AO3 Evaluation
6


"
13,"With the help of a diagram, assess the effectiveness of using fiscal policy to close a negative output gap in an economy. [20]
 ","


Question
Answer
Marks


4

With the help of a diagram, assess the effectiveness of the use of fiscal policy to close a negative output gap in an economy.
Use Table A: AO1 Knowledge and understanding and AO2 Analysis andTable B: AO3 Evaluation to mark candidate responses to this question.
AO1 and AO2 out of 14 marks. AO3 out of 6 marks.
Indicative content
Responses may include:
AO1 Knowledge and understanding and AO2 Analysis

Fiscal policy would require a government to use taxation and government expenditure changes to influence key macroeconomic goals such as inflation, economic growth and the level of employment.
An output gap will show the difference between the actual output of an economy and its potential output.
A negative output will indicate that there is spare capacity in an economy which will be primarily due to insufficient aggregate monetary demand. A relevant diagram can be used to illustrate this gap.
Analysis can be used to show how a government will be able to significantly influence aggregate demand by either increase its expenditure or reducing the overall level of taxation.
A budget deficit will inject additional demand into an economy which will have a magnified effect on output, income and employment due to the positive contribution of a multiplier effect.

AO3 Evaluation

Fiscal policy could help to close a negative output gap by increasing a government’s budget deficit but this may lead to higher interest rates and crowding out in the private sector.
It is difficult for a government to produce an accurate forecast of the magnitude of the output gap.
Although a budget deficit might help to reduce a negative output gap in the short run, if the deficit is financed by increasing the money supply, this might lead to inflation in the long run.
Alternative policies such as supply-side policies might be more effective by closing the output gap while avoiding the risk of inflation in the long run.
Expansionary fiscal policies used to close an output gap might lead to an increase in the demand for imports and subsequently, a negative impact on the country’s balance of payments.
While the long-run impact on the current account is dependent upon respective export/import price elasticities of demand, it is also important to recognise that if raw materials such as oil constitute a significant proportion of the value of imports then the price elasticity of demand for imports is likely to be low.
The long-run impact on inflation will be influenced by the current state of the economy when the devaluation takes place. For example, if there is a significant amount of spare capacity, the effect on Aggregate Demand of a lower price of exports might be limited.
It could also be noted that a government which chooses to use a policy of devaluation is perhaps prioritising the need to correct a balance of payments disequilibrium at the possible expense of other key macroeconomic goals such as controlling inflation.
Based on the evidence/analysis provided, it is not clear whether a devaluation of the currency will solve a persistent current account deficit in either the short run or the long run. Similarly, the impact on the general price level will depend on a number of variables which are difficult to predict or measure accurately. 

Accept all valid responses.

20


AO1 Knowledge and understanding and AO2 Analysis
14


AO3 Evaluation
6


"
14,"Evaluate the view that monopolistically competitive firms will always charge lower prices and operate more efficiently than a monopoly firm. [20]
 ","


Question
Answer
Marks


3

Evaluate the view that monopolistically competitive firms will always charge lower prices and operate more efficiently than a monopoly firm.
Use Table A: AO1 Knowledge and understanding and AO2 Analysis andTable B: AO3 Evaluation to mark candidate responses to this question. 
AO1 and AO2 out of 14 marks. AO3 out of 6 marks.
Indicative content
Responses may include:
AO1 Knowledge and understanding and AO2 Analysis

Characteristics of a monopolistically competitive market should be described.
Difference between short run and long run profit maximizing output in monopolistically competitive markets.
A monopoly market should be described, including main characteristics and key difference between this type of market and monopolistic competition i.e. barriers to entry.
Different types of efficiency should be identified and explained.
Analysis should discuss the links between monopoly and higher prices and inefficiency. This analysis can then be used to compare both monopoly and monopolistically competitive markets.
Analysis should then be used to compare short run and long run outcomes on both types of market. 

AO3 Evaluation

Some monopolies might invest in new technology and achieve dynamic efficiency. This will enable lower average total costs and an opportunity to pass the benefits of lower costs on in the form of lower prices.
Similarly, monopolies might benefit from economies of scale which might also lead to lower prices.
Monopolistically competitive firms might incur additional costs through the need to engage in non-price competition. This might lead to higher prices.
Monopolistically competitive firms will achieve productive efficiency in the long run but a profit maximizing firm will not operate at an allocatively efficient level of output.
A conclusion should attempt to address each element of the statement by addressing both price levels and efficiency outcomes in relation to both types of market structure. The key word ‘always’ should be considered in the light of the preceding argument.

Accept all valid responses

20


AO1 Knowledge and understanding and AO2 Analysis
14


AO3 Evaluation
6


"
15,"Pollution is caused when consumers or producers make decisions based on self-interest. This is a sign of market failure.
With the help of a diagram, evaluate the extent to which government policies should rely upon market forces to address this market failure. [20]
 ","


Question
Answer
Marks


2

Pollution is caused when consumers or producers make decisions based on self-interest. This is a sign of market failure. 
With help of a diagram evaluate the extent to which government policies should rely upon market forces to address this market failure. 
Use Table A: AO1 Knowledge and understanding and AO2 Analysis andTable B: AO3 Evaluation to mark candidate responses to this question.
AO1 and AO2 out of 14 marks. AO3 out of 6 marks.
Indicative content
Responses may include:
AO1 Knowledge and understanding and AO2 Analysis

An explanation of the link between pollution and market failure.
Recognition that pollution can be caused by production or consumption.
Explanation of negative externalities
Use of a diagram to analyse the links between negative externalities and market failure.
Analysis of how market forces can be used to solve the problem of market failure, caused by negative externalities.

AO3 Evaluation

Private firms are likely to aim for profit maximisation and this might lead to these firms focusing upon private costs and ignoring social cost.
The use of taxation to influence price and output is unlikely to remove all market inefficiency because it is very difficult to measure the correct amount of taxation that should be applied.
The use of minimum prices would only be partially effective and might have significant effects on firm’s profits and employment.
Alternatives to the use of the price mechanism might, in some circumstance, allow a government to achieve a more precise control of negative externalities. For example, through the use of a complete ban of consumption/production.
A conclusion should be attempted which examines the net benefits of each alternative i.e. through direct government intervention or through the use of market forces. Also, the impact on price and output in some circumstances takes a long time to become effective.
Advertising is often costly and it is not always certain that it will have a sufficiently persuasive effect to ensure the correct level of output/consumption is reached.
It is possible to show that government intervention can reduce the level of inefficiency caused by the existence of negative externalities but it is not clear whether the net effect of government intervention will always be positive. Some types of intervention will be more effective than others depending on the nature of the good/service under consideration.

Accept all valid responses.

20


AO1 Knowledge and understanding and AO2 Analysis
14


AO3 Evaluation
6


"
16,"Consider the relative merits of gross national income (GNI) and the multidimensional poverty index (MPI) as measures of the standard of living. [20]
 ","


Question
Answer
Marks


5

Consider the relative merits of gross national income (GNI) and the multidimensional poverty index (MPI) as measures of the standard of living.
Use Table A: AO1 Knowledge and understanding and AO2 Analysis and TableB: AO3 Evaluation to mark candidate responses to this question.
AO1 and AO2 out of 14 marks. AO3 out of 6 marks.
AO1 Knowledge and understanding and AO2 Analysis

Definition of GNI: the total income earned within a country in a year plus net receipts from abroad of compensation of employees, property income and net taxes less subsidies on production. This is an aggregate measure of an economy’s income.
GNI measures in monetary terms.
For many developing countries which rely on remittances from overseas workers, this will boost the value of GNI.
Other countries that have invested overseas will receive a stream of dividends and interest that boosts their GNI.
Definition of the MPI
Some explicit breakdown of the categories which are involved in the construction of MPI
Health: 1/3rd weighting includes child mortality and nutrition (1/6th each);
Education: 1/3rd weighting includes years of schooling and school attendance (1/6th each); and
Standard of living 1/3 weighting includes cooking fuel, sanitation, drinking water, electricity, housing and assets (1/18th each).
The measures are fundamentally different in their approaches GNI is concerned with money values whilst MPI is concerned with the adequacy of provision of a number of essential services and goods linked to the Millennium Development Goals.

AO3 Evaluation
Evaluation may be by individual measure or by comparing the measures.

GNI The comprehensiveness of the data collection: 
The GNI figures needs deflating for the effects of price increases and changes in the population to achieve real GNI per head, which allows for comparisons over time.
The range of incomes which are included ‘the dark economy’, illegal activity – drugs crime etc. the ability to count all income flows between countries. 
Incomes from activities that produce negative externalities or are the result of monopoly profits increase the GNI but reduce the level of economic efficiency.
Real GNI per head can be used as a simple measure of economic growth but lacks a distributional measure. Additional measures such as the Gini coefficient need to be calculated to gain a measure of the distributional effect of a given GNI. Both these measures are averages which disguise a wide range of individual circumstances.
The data collection for MPI is more complex than for GNI. The criteria for GNI are well established and are given.
Monetary-based poverty measures can omit a lot. The overlap between monetary and non-monetary measures of poverty is not perfect. In most cases, not all individuals who are income-poor are multidimensionally poor and not all multidimensionally poor individuals are income-poor. Both monetary and non-monetary measures of poverty are needed to better inform the policies intended to address the needs and deprivations faced by poor populations.
Economic growth does not always reduce poverty or deprivation. Several studies have found that economic growth is not strongly associated with a reduction in other deprivations, such as child malnutrition or child mortality.
Real GNI per head data is available for 188 (most) countries of the world whilst MPI data is only available for 103 poorer countries. 
MPI for education measures inputs not outputs, attending school is not the same as learning to read


20


AO1 Knowledge and understanding and AO2 Analysis
14


AO3 Evaluation
6


"
17,"The presence of multinational corporations (MNCs) in a low-income country always promotes economic growth in that country.
Evaluate this statement. [20]
 ","


Question
Answer
Marks


4

The presence of multinational corporations (MNCs) in a low-income country always promotes economic growth in that country. 
Evaluate this statement. 
Use Table A: AO1 Knowledge and understanding and AO2 Analysis and TableB: AO3 Evaluation to mark candidate responses to this question.
AO1 and AO2 out of 14 marks. AO3 out of 6 marks.
Indicative content    Responses may include:
AO1 Knowledge and understanding and AO2Analysis

Transference of skills and knowledge: managerial and workshop.
Increased tax base giving opportunities to government to invest in the economy.
Definitions of MNC and short term (actual) and long-term (potential) economic growth.
Impact of foreign direct investment (FDI) on a country’s aggregate supply/PPF. Analysis may be in terms of the multiplier, the circular flow of income or AD/AS.
The improvement of education and health and the promotion of long term growth 

AO3 Evaluation

Evasion of enhanced legal limits in home country: environmental impact - FDI can be used to export ‘dirty’ industry and transfer negative externalities to another country. Evasion of home employment/health and safety laws which increase costs.
Destruction of host country’s indigenous industry by large scale MNC production. Negative impact on employment exceeds benefit of MNC employment.
The MNC may establish a local monopoly that exploits the consumers with higher prices and lower output.
MNC may practice transfer pricing to remove profits from developing country to tax haven.
The impact on macroeconomic aims of the government is analysed.
The jobs created in the local environment may be low-skilled, with the multinational employing expatriate workers for the more senior and skilled roles.

Accept all valid responses.

20


AO1 Knowledge and understanding and AO2Analysis
14


AO3 Evaluation
6


"
18,"The model of perfect competition is the ideal form of market structure because it is the most efficient.
With the help of diagrams, evaluate this statement. [20]
 ","


Question
Answer
Marks


3

The model of perfect competition is the ideal form of market structure because it is the most efficient.
With the help of diagrams, evaluate this statement. 
Use Table A: AO1 Knowledge and understanding and AO2 Analysis and TableB: AO3 Evaluation to mark candidate responses to this question.
AO1 and AO2 out of 14 marks. AO3 out of 6 marks.
Indicative content   Responses may include:
AO1 Knowledge and understanding and AO2 Analysis

Definitions of productive and allocative efficiency with diagrams.
Reference to the short run and long run
Definition of perfect competition, explanation of the assumptions of the perfectly competitive market in terms of number of participants, freedom of entry and exit.
An analysis of how the assumptions lead to the equilibrium position in perfect competition and the implications of this in terms of productive and allocative efficiency.
Diagrams to show short run profits, long run profits and resolution to normal profits.

AO3 Evaluation

Evaluation may be concerned with the realism of perfect competition as a model of economic behaviour or its ability to achieve economic efficiency.
A demonstration of the model of perfect competition to set a standard of equilibrium at which both productive and allocative efficiency occur.
A comparison of other market competitive structures outcome(s) with the efficiency suggested by perfect competition.
Relevance to real world activity and the paucity of real-world examples of perfect competition.
The impact of monopoly profits on the ability to spend on research and development (R&D), and the implications for dynamic efficiency.

Accept all valid responses

20


AO1 Knowledge and understanding and AO2 Analysis
14


AO3 Evaluation
6


"
19,"Evaluate the use of indifference curve analysis to derive the demand curve for a normal good and the demand curve for an inferior good. [20]
 ","


Question
Answer
Marks


2

Evaluate the use of indifference curve analysis to derive the demand curve for a normal good and the demand curve for an inferior good.
Use Table A: AO1 Knowledge and understanding and AO2 Analysis and TableB: AO3 Evaluation to mark candidate responses to this question.
AO1 and AO2 out of 14 marks. AO3 out of 6 marks. 
Indicative content   Responses may include: 
AO1 Knowledge and understanding and AO2 Analysis

Assumptions of indifference curve analysis including:
rational consumers who prefer more to less,
a two-good world,
the prices of the goods are (initially) constant,
the goods can be substituted for each other,
transitivity, if there is indifference between A and B and indifference between B and C, there is indifference between A and C
perfect knowledge of the market.
Definition of an indifference curve (IC), explanation of convex IC and analysis of rising levels of satisfaction and the creation of an IC map.
Definition of a budget line (BL) and analysis of rising/falling income levels on the BL and consumption
Explanation of the substitution effect (SE) and the income effect (YE) when the price of a good changes.
Analysis of the effect of a positive and negative YE when combined with the SE to account for a normal and inferior good.
The combination of the IC and BL maps to show point of tangency between IC and BL to give a combination of the 2 goods that gives the highest level of satisfaction given the level of income. 

AO3 Evaluation

Consumer rationality: indifference analysis assumes that consumers act rationally. They are of a calculating mind, carrying numerous combinations of different commodities in their heads, can substitute one for the other, compare their total utilities and make a rational choice between various combinations of goods.
As the effect of a reduction in price is an increase in demand for both a normal and inferior good (except in the case of Giffen good) it is not possible to know whether a good is normal or inferior.
It is difficult to apply the concept of substitutability to goods such as consumable durables, which are one-off indivisible purchases and the choice is between, for example, 1 fridge and 4 weeks’ food.
A consumer is faced with a much more complex world than the two-good world of the model because a consumer buys not just two but a large number of commodities to satisfy their innumerable wants.
IC analysis is a static analysis and consumer preferences may change over time.
Accept all valid responses.


20


AO1 Knowledge and understanding and AO2Analysis
14


AO3 Evaluation
6


"
20,"To what extent do you agree with the view that globalisation benefits high-income countries at the expense of low-income countries? [20]
 ","


Question
Answer
Marks


5

To what extent do you agree with the view that globalisation benefits high-income countries at the expense of low-income countries?
Use Table A: AO1 Knowledge and understanding and AO2 Analysis andTable B: AO3 Evaluation to mark candidate responses to this question.
AO1 and AO2 out of 14 marks. AO3 out of 6 marks.
Indicative contentResponses may include:
AO1 Knowledge and understanding and AO2 Analysis

Globalisation would promote free trade, free movement of capital and labour and the transfer of technology. Cultural and political ties would be strengthened.
Key characteristics of low-income countries would include: low levels of productivity; high dependency ratios; low GDP per capita; significant dependence on producing and exporting primary goods.
High-income countries are likely to benefit from access to a wide range of goods and services and access to good health care and education.
Comparative advantage allows high-income countries to increase their standard of living by providing access to cheap raw materials produced in low-income countries.
Globalisation can lead to economic dependency and significant imbalances of trade which, in the long run, might have a negative effect on living standards in low-income countries.

Assess the contribution of Foreign Direct Investment (FDI) to the improvement of the standard of living in low-income countries.
Use Table A: AO1 Knowledge and understanding and AO2 Analysis andTable B: AO3 Evaluation to mark candidate responses to this question.
AO1 and AO2 out of 14 marks. AO3 out of 6 marks.
Indicative content
Responses may include:
AO1 Knowledge and understanding and AO2 Analysis
Key terms ‘Foreign Direct Investment’ (FDI) and ‘low-income countries’ may be identified and explained before considering the main issues that might influence the discussion.

FDI is long-term investment usually by multinational companies (MNCs) in countries abroad.
This type of investment would normally be in fixed capital such as machinery and building factories.
Key characteristics of low-income countries would include: low levels of productivity; high dependency ratios; low GDP per capita; significant dependence on producing and exporting primary goods.
Low living standards are generally associated with: high poverty levels; inequality; poor housing, education and health; and rapid population growth.
An improvement in living standards is very closely linked with an improvement in economic performance. An improvement in economic performance is measured by increases in GDP per capita and changes in productivity which enable changes in GDP to be achieved.
FDI mainly takes place in the secondary (manufacturing) sector of a lowincome economy and focuses on the provision of new technology, building new factories and training the work force. As a result of this type of investment it is likely that productivity, output, employment and income levels will rise.
More real wealth will be created and higher levels of tax revenue are likely to be received by a low-income country’s government. This will enable more expenditure on health, housing and education as well as increased access to more consumer goods. These improvements are generally associated with a rise in the standard of living. 

However, an overreliance on FDI by a low-income economy might mean neglecting more important domestic macroeconomic policies, which might have a negative impact on the economy in the long run.
AO3 Evaluation

The links between globalization and the costs/benefits imposed on lowincome countries is not clear. For example, low-income countries might benefit significantly from the transfer of new technology from high income countries.
Higher skilled work might be provided through the global transfer of labour therefore helping to train the indigenous population.
Globalisation through trade and technology transfer should provide opportunities to create more real wealth which can then be used to provide merit goods such as health care and education.
In some cases, individual firms in low-income countries might gain access to large markets in high-income countries which will subsequently allow new businesses to grow
In conclusion, it is clear that there is a potential role for globalisation to benefit both high and low-income countries, but this will depend on many factors which have been referred to above, some of which might have an overall positive impact.

Accept all valid responses.

20


AO1 Knowledge and understanding and AO2 Analysis
14


AO3 Evaluation
6


"
21,"Assess the extent to which monetary policy can be used effectively to solve the problem of unemployment. [20] 
 ","


Question
Answer
Marks


4

Assess the extent to which monetary policy can be used effectively to solve the problem of unemployment.
Use Table A: AO1 Knowledge and understanding and AO2 Analysis and Table B: AO3 Evaluation to mark candidate responses to this question.
AO1 and AO2 out of 14 marks. AO3 out of 6 marks. 
Indicative content
Responses may include:
AO1 Knowledge and understanding and AO2 Analysis

Knowledge of different types of monetary instruments, including: the use of interest rate changes; changes in the money supply and the use of exchange rate changes.
Reference to problems associated with unemployment, primarily the inefficient use of national resources
Explanation of some of the different causes of unemployment
Analysis of the links between changes in interest rates and unemployment
Analysis of the links between control of the money supply and or the use of exchange rates to reduce the level of unemployment


20



AO3 Evaluation

The effectiveness of monetary policy is likely to depend to some extent upon the cause of unemployment. Monetary policy can be used to influence aggregate monetary demand which will be more effective dealing with cyclical unemployment.
The use of some monetary instruments might have a negative effect on macroeconomic aims. For example, reducing interest rates might depreciate the currency and potentially promote either cost push or demand-pull inflation.
Alternative policies might be more effective if structural factors are responsible for unemployment. In this case, supply-side policies might be more effective.
Lowering interest rates might cause problems for specific industries within an economy. For example, low interest rates might cause a boom in the housing market.
A conclusion should make an attempt to make an overall comparison between the use of monetary policy and alternative fiscal or supply side policies. A judgement should be made which directly addresses the statement in question.


 


AO1 Knowledge and understanding and AO2 Analysis
14


AO3 Evaluation
6


"
22,"A government allows the merger of two large firms in the same industry.
With the help of a diagram, evaluate the view that this merger should not have been allowed. [20]
 ","


Question
Answer
Marks


3

A government allows the merger of two large firms in the same industry.
With the help of a diagram evaluate the view that this merger should not have been allowed.
Use Table A: AO1 Knowledge and understanding and AO2 Analysis andTable B: AO3 Evaluation to mark candidate responses to this question.
AO1 and AO2 out of 14 marks. AO3 out of 6 marks.
Indicative content
Responses may include:
AO1 Knowledge and understanding and AO2 Analysis

This merger is an example of horizontal integration where two firms merge at the same level in the production cycle.
Mergers of two large firms producing similar goods, at the same level in the production cycle is likely to lead to a monopoly market structure.
Monopoly providers, through market dominance, can raise prices and drive smaller firms out of business. A diagram might provide supporting analysis.
Given the nature of the goods provided, this merger might also lead to significantly less choice.
A large, dominant organization might have less incentive to operate efficiently and X inefficiencies might occur.
Analysis of the potential negative impact on the local labour market.

NOTE: Limit of Level 2 if no relevant diagram
AO3 Evaluation

Merging firms might argue that an increase in size will lead to more opportunities to provide a wide range of goods and therefore more consumer choice.
Also, it is possible that the merger will lead to an increase in dynamic efficiency and this increase would allow long term more investment and ultimately lower prices. A supporting diagram can be provided.
Such a merger will enable the firms to benefit from economies of scale. For example, reducing managerial inefficiencies. This could also lead to lower prices.
Any potential negative effects of this merger can be accounted for by government intervention and regulation when the merger takes place.
A conclusion should refer to the preceding analysis and then make some attempt to make a judgement whether, on balance, the merger should proceed.

Accept all valid responses.

20


AO1 Knowledge and understanding and AO2 Analysis
14


AO3 Evaluation
6


"
23,"The provision of health care by the public sector is inefficient and therefore all health care should be provided by firms operating in the private sector.
Evaluate this comment. [20]
 ","


Question
Answer
Marks


2

The provision of health care by the public sector is inefficient, therefore all health care should be provided by firms operating in the private sector.
Evaluate this comment.
Use Table A: AO1 Knowledge and understanding and AO2 Analysis andTable B: AO3 Evaluation to mark candidate responses to this question.
AO1 and AO2 out of 14 marks. AO3 out of 6 marks.
Indicative content
Responses may include:
AO1 Knowledge and understanding and AO2 Analysis

The distinction between public and private ownership should be clearly explained.
Health care should be identified as a merit good and the significance of merit goods explained.
The links between a merit good, positive externalities and allocative efficiency should be analysed.
Analysis of the relationship between the public provision of health care and efficient outcomes should be provided.
Analysis of the possible causes of inefficiency relating to the provision of health care by the public sector

AO3 Evaluation

Private providers of health care are unlikely to provide an allocatively efficient level of health care because of a failure to take into account the additional benefits of positive externalities.
Private firms are likely to aim for profit maximization and this might lead to a higher cost of receiving health care.
If access to health care in the private sector is based on an ability to pay, this might create inequitable outcomes in society.
The pursuit of profit might lead private firms to cut costs and reduce any unnecessary bureaucracy thus leading to a more efficient use of scarce resources.
The substitution of public provision by private provision might enable additional resources to become available in the public sector.
A conclusion should be attempted which examines the net benefits of each alternative ie private or public sector provision of health care.
Also, the impact on price and output in some circumstances takes a long time to become effective.
Advertising is often costly and it is not always certain that it will have a sufficiently persuasive effect to ensure the correct level of output/consumption is reached.
It is possible to show that government intervention can reduce the level of inefficiency caused by the existence of negative externalities but it is not clear whether the net effect of government intervention will always be positive. Some types of intervention will be more effective than others depending on the nature of the good/service under consideration.

Accept all valid responses.

20


AO1 Knowledge and understanding and AO2 Analysis
14


AO3 Evaluation
6


"
24,Evaluate the effectiveness of using monetary policy to reduce the rate of inflation and how this policy may affect a government’s ability to achieve its other macroeconomic aims. [20],"


Question
Answer
Marks


5

Evaluate the effectiveness of using monetary policy to reduce the rate of inflation and how this policy may affect a government’s ability to achieve its other macroeconomic aims.
Use Table A: AO1 Knowledge and understanding and AO2 Analysis and Table B: AO3 Evaluation to mark candidate responses to this question.
AO1 and AO2 out of 14 marks. AO3 out of 6 marks. 
Indicative content
Responses may include: 
AO1 Knowledge and understanding and AO2 Analysis

A knowledge of monetary policies which might include interest rate, money supply, exchange rates and reserve asset ratio policy. 
A definition of inflation and a statement of a government’s macroeconomic aims: eg low unemployment, economic growth and balance of payments equilibrium. 
An explanation of the impact of higher interest rates to reduce inflation either through consumer demand or its impact on investment. This can be shown either through the monetary transmission mechanism analysis or AS/AD analysis. 
Alternative macroeconomic aims of the government are identified for example economic growth, unemployment and balance of payments. 
The model employed to analyse the reduction in inflation is applied to the alternative aims to find the outcomes. 
Phillips curve analysis may be used to demonstrate the relationship between inflation and employment to illustrate the unlikelihood of both low inflation and low unemployment being achieved together. 

AO3 Evaluation

Evaluation may be concerned with either the analysis used to reduce inflation or the ability to meet all the macroeconomic aims.
An initial analysis of the monetary policy to reducing the level of inflation which may be in terms of how accurate the central bank is in determining the increase in the rate of interest/reserve asset ratio required or reduction in the money supply. 
The time lags between policy implementation and outcome may also be discussed. 
Expectations and the role they play in determining policy outcomes. 
The model(s) employed will show either the effect of the policy on the alternative aims and requires an explicit comment on whether this enables the alternative to be achieved or not.
Two examples of a contradiction in the simultaneous achievement of the aims need to be shown and commented upon. 
The short and long run implications of inflation reduction on achieving the alternative aims might be evaluated. 
The Phillips curve relationship may be criticised from the “rational expectations” viewpoint. 
The short run and long run effects of the chosen inflation policy can be compared in terms of actual and potential reduction/increase in economic growth. 
The relationship between the rate of inflation, the exchange rate and the balance of payments including the Marshall-Lerner effect. 

Accept all valid responses. 

20


AO1 Knowledge and understanding and AO2 Analysis
14


AO3 Evaluation
6


"
