,Unnamed: 0,0,1,2,3,4,pred1,correct_label1,correct_label2,text,pred2
61,61,0.8357559492961938,0.021295919139732,0.0,0.00996240459396,0.132985726970114,electromagnetism,1,1,diagram lamp unscrewing cell dimmer thermistor connected lit go identical removed circuit three completely stay brightness holder becomes current,circuits
62,62,0.965126527251762,0.0306121345572598,0.0,0.0042613381909782,0.0,electromagnetism,1,1,various happen student thermistor lamp resistance current parallel circuit,circuits
63,63,0.9011417746087488,0.0417835021168674,0.0010237658392786,0.0174774589432145,0.0385734984918905,electromagnetism,1,1,total various underneath student diagram pair less resistance statement correct relay shown parallel circuit,circuits
64,64,0.9707276253705264,0.0059426165692045,0.0009529366840876,0.0071296607403193,0.0152471606358622,electromagnetism,1,1,state diagram lamp switch relay closed initially component shown electrical circuit,circuits
65,65,0.9628665446288468,0.0104483717133989,0.0,0.0016093857565379,0.0250756979012163,electromagnetism,1,1,diagram thermistor resistor capacitor circuit component electrical variable,circuits
66,66,0.7631812400046877,0.1164175270799041,0.0,0.0981875215687025,0.0222137113467055,electromagnetism,1,1,length temperature diagram battery box unknown resistance current resistor increase hidden component shown circuit,circuits
67,67,0.8071508212315908,0.1319043964638023,0.0144541843101922,0.0252879786613592,0.0212026193330553,electromagnetism,1,1,diagram voltage box unknown open resistor fuse resistance closed supply component circuit constant graph hidden variable switch current capacitor shown,circuits
68,68,0.9711545801800782,0.0181655818217215,0.0,0.0001265716357138,0.0105532663624863,electromagnetism,1,1,thermistor automatically piece control used fuse equipment circuit,circuits
69,69,0.7777919297417965,0.0005158218370828,0.0,0.0766125465163314,0.1450797019047892,electromagnetism,1,1,time lamp ringing door equipment student thermistor automatically piece turning locked divider air circuit temperature lighting heater electric bell control alarm potentiometer variable water becomes conditioner potential used might switching,circuits
70,70,0.933871755293663,0.0197145980079053,0.0018256186832623,0.0336593233032715,0.0109287047118977,electromagnetism,1,1,motor remains operate sliding student dit voltmeter divider large circuit electric potentiometer relay variable terminal reading switch used distance potential,circuits
71,71,0.9282286337994586,0.0071719986313267,0.0,0.0302501540419399,0.0343492135272747,electromagnetism,1,1,motor diagram two operate automatically connected pas large parallel circuit small electric control purpose smaller relay allow battery switch current used distance disconnect much coil,effects
72,72,0.8070881724102326,0.0542802834377441,0.0,0.0083609118647188,0.1302706322873045,electromagnetism,1,1,diagram connected two parallel circuit,circuits
73,73,0.9441703021614196,0.0143176056465937,0.0371281763849811,0.0031735760237547,0.0012103397832509,electromagnetism,1,1,wire connected potential correct current divider equal statement use circuit,circuits
74,74,0.9577596005932232,0.0415039630390435,0.0,0.0004918994728854,0.0002445368948475,electromagnetism,1,1,variable connected resistance reading resistor voltmeter capacitor divider circuit potential use,circuits
75,75,0.939964931628824,0.0286932299264675,0.0243084781486908,0.0070333602960176,0.0,electromagnetism,1,1,time student delay energy switch open current capacitor divider shown potential circuit,circuits
76,76,0.9304649615407244,0.0317007234387859,0.0,0.004744502964304,0.0330898120561855,electromagnetism,1,1,across student diagram thermistor connected lamp switch open voltmeter divider shown potential circuit,circuits
77,77,0.7444849788082034,0.0914160548335115,0.0,0.1279301803685385,0.0361687859897464,electromagnetism,1,1,across diagram thermistor connected temperature becomes lamp resistance reading voltmeter graph warmer divider potential circuit,circuits
78,78,0.8897458877095464,0.024661769219082,0.0,0.0659352348593716,0.0196571082119997,electromagnetism,1,1,diagram lamp resistor force connected moving another decreasing increase parallel circuit three electric would electromotive point series battery current one change,circuits
79,79,0.8705895580574669,0.0290862163886982,0.0,0.0305184036268565,0.0698058219269783,electromagnetism,1,1,four diagram connected electric show circuit correctly three,circuits
80,80,0.8724338508516571,0.1275661491483428,0.0,0.0,0.0,electromagnetism,1,1,total four show resistance arrangement,circuits
81,81,0.8642374193787672,0.0427423298889746,0.0,0.0056100804673545,0.0874101702649037,electromagnetism,1,1,diagram identical two divider potential circuit,circuits
82,82,0.8784525374901543,0.0616135528722179,0.0,0.0106011903952091,0.0493327192424185,electromagnetism,1,1,diagram lamp cell two connected bright identical halfway divider equally circuit contact brightness happen towards distance short shown potential,circuits
83,83,0.6202625764498261,0.0319439483487184,0.2422167321251766,0.0482842476944823,0.0572924953817965,electromagnetism,1,1,power electron right four connected lamp flow charge cell direction current two left supply shown include,quantities
84,84,0.927659080231686,0.0347397204201591,0.0,0.0104561734455634,0.0271450259025913,electromagnetism,1,1,part power four street diagram automatically lamp switch current used two rectified supply shown circuit include,circuits
85,85,0.9484049646264422,0.0235329660822046,0.0,0.0054562878631172,0.022605781428236,electromagnetism,1,1,across diagram dark resistor fuse row part automatically resistance domestic circuit street evening wiring switch effect current used difference much potential,safety
86,86,0.9325530338899592,0.0111537396762317,0.0510035642266266,0.0022931509419057,0.0029965112652766,electromagnetism,1,1,wire neutral position wiring operation resistance live domestic current fuse certain much positioned electrical circuit,safety
87,87,0.9174554648266592,0.0602801785717677,0.0,0.0166472192660653,0.0056171373355077,electromagnetism,1,1,wire length diameter pair resistance may two certain increase cause circuit electrical must,quantities
88,88,0.8924401685292935,0.0302644903202172,0.0,0.0046617062434501,0.072633634907039,electromagnetism,1,1,diagram battery connected two electrical circuit,circuits
89,89,0.8136781313597158,0.1184037391398566,0.000201983281393,0.0160214356104115,0.0516947106086231,electromagnetism,1,1,across diagram resistor two row table measure connected force correct parallel separately four electromotive em battery current difference shown potential,circuits
90,90,1.0,0.0,0.0,0.0,0.0,electromagnetism,1,1,connected resistor parallel,circuits
91,91,0.9898336200550888,0.0088343048400057,0.0,0.0013320751049055,0.0,electromagnetism,1,1,combined wiring resistance domestic current fuse much circuit,safety
92,92,0.92203975891933,0.0030402284244217,0.0698081335833322,0.0024770970846804,0.0026347819882354,electromagnetism,1,1,wire neutral position wiring operation flow live domestic current fuse conventional much positioned circuit,safety
93,93,0.9965620110059336,0.0,0.0,0.0034379889940662,0.0,electromagnetism,1,1,four flow current circuit id conventional,safety
94,94,0.8474611939258837,0.0,0.0854109359102961,0.0057719376044347,0.0613559325593853,electromagnetism,1,1,four battery normal charge used brightness supply charger circuit,circuits
95,95,0.8444309549307731,0.0327455241187207,0.0590347670805819,0.007182177457485,0.056606576412439,electromagnetism,1,1,rectify diagram transformer battery voltage potential connected charge purpose used two divider step supply charger,effects
96,96,0.8974627856522687,0.0403331090215961,0.0,0.0019870565169822,0.060217048809153,electromagnetism,1,1,row part diagram connected resistance reading resistor voltmeter two divider circuit electrical potential variable,circuits
97,97,0.9677618462721364,0.0089693835494273,0.0,0.0017425880693952,0.021526182109041,electromagnetism,1,1,part ammeter across diagram thermistor connected current resistor voltmeter divider electrical potential circuit,circuits
